host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2
146,1000_to_1099,1049.5,10,10,1,4,4.833071500000001,4.833071500000001,5.401757,12.850604,7.394362155555556,7.394362155555556,4.833071500000001,4.833071500000001,5.401757,12.850604,7.394362155555556,7.394362155555556,1,0
238,1000_to_1099,1049.5,10,10,1,1,0.926704,0.926704,1.527827,2.693698,1.2307522666666666,1.2307522666666666,0.926704,0.926704,1.527827,2.693698,1.2307522666666666,1.2307522666666666,1,0
269,1000_to_1099,1049.5,10,10,1,1,0.4101231,0.4101231,0.491546,1.031216,0.6055023333333333,0.6055023333333333,0.4101231,0.4101231,0.491546,1.031216,0.6055023333333333,0.6055023333333333,1,0
310,1000_to_1099,1049.5,10,10,1,1,0.5835543,0.5835543,0.774467,1.207698,0.739990111111111,0.739990111111111,0.5835543,0.5835543,0.774467,1.207698,0.739990111111111,0.739990111111111,1,0
37,1000_to_1099,1049.5,10,10,1,5,10.9354478,10.9354478,9.92328,27.232622000000003,16.180830933333333,16.180830933333333,10.9354478,10.9354478,9.92328,27.232622000000003,16.180830933333333,16.180830933333333,1,0
381,1000_to_1099,1049.5,10,10,1,1,0.3483115,0.3483115,0.606938,0.986903,0.5256329555555556,0.5256329555555556,0.3483115,0.3483115,0.606938,0.986903,0.5256329555555556,0.5256329555555556,1,0
473,1000_to_1099,1049.5,10,10,1,1,1.1941248,1.1941248,2.0360970000000003,2.9633740000000004,1.2294275555555556,1.2294275555555556,1.1941248,1.1941248,2.0360970000000003,2.9633740000000004,1.2294275555555556,1.2294275555555556,1,0
55,1000_to_1099,1049.5,10,10,1,1,0.1442453,0.1442453,0.177768,0.32910300000000003,0.19136015555555555,0.19136015555555555,0.1442453,0.1442453,0.177768,0.32910300000000003,0.19136015555555555,0.19136015555555555,1,0
650,1000_to_1099,1049.5,10,10,1,2,1.3171515999999996,1.3171515999999996,1.8014329999999998,2.432786,0.9598531555555556,0.9598531555555556,1.3171515999999996,1.3171515999999996,1.8014329999999998,2.432786,0.9598531555555556,0.9598531555555556,1,0
786,1000_to_1099,1049.5,10,10,1,2,0.13812949999999996,0.13812949999999996,0.21359099999999998,0.29806,0.1738279333333333,0.1738279333333333,0.13812949999999996,0.13812949999999996,0.21359099999999998,0.29806,0.1738279333333333,0.1738279333333333,1,0
97,1000_to_1099,1049.5,10,10,1,1,0.5144542000000001,0.5144542000000001,0.566037,1.207344,0.7499049333333334,0.7499049333333334,0.5144542000000001,0.5144542000000001,0.566037,1.207344,0.7499049333333334,0.7499049333333334,1,0
146,10000_to_10099,10049.5,10,10,1,4,5.4391115,5.4391115,5.492248,12.343511,8.287693666666666,8.287693666666666,5.4391115,5.4391115,5.492248,12.343511,8.287693666666666,8.287693666666666,1,0
238,10000_to_10099,10049.5,10,10,1,1,1.4925422,1.4925422,2.088167,3.7554240000000005,1.6159472000000001,1.6159472000000001,1.4925422,1.4925422,2.088167,3.7554240000000005,1.6159472000000001,1.6159472000000001,1,0
269,10000_to_10099,10049.5,10,10,1,1,0.5386233,0.5386233,0.510092,1.336721,0.734401,0.734401,0.5386233,0.5386233,0.510092,1.336721,0.734401,0.734401,1,0
310,10000_to_10099,10049.5,10,10,1,1,0.7096359,0.7096359,0.9291689999999999,1.5956169999999998,0.9255792222222222,0.9255792222222222,0.7096359,0.7096359,0.9291689999999999,1.5956169999999998,0.9255792222222222,0.9255792222222222,1,0
37,10000_to_10099,10049.5,10,10,1,4,10.445834000000001,10.445834000000001,9.411862,26.593997,16.795870222222224,16.795870222222224,10.445834000000001,10.445834000000001,9.411862,26.593997,16.795870222222224,16.795870222222224,1,0
381,10000_to_10099,10049.5,10,10,1,1,0.5726652000000001,0.5726652000000001,0.85549,1.549625,0.78945,0.78945,0.5726652000000001,0.5726652000000001,0.85549,1.549625,0.78945,0.78945,1,0
473,10000_to_10099,10049.5,10,10,1,1,1.7718135999999998,1.7718135999999998,2.737157,3.722712,1.5830536444444445,1.5830536444444445,1.7718135999999998,1.7718135999999998,2.737157,3.722712,1.5830536444444445,1.5830536444444445,1,0
55,10000_to_10099,10049.5,10,10,1,1,0.23153169999999998,0.23153169999999998,0.30345799999999995,0.545049,0.30845664444444443,0.30845664444444443,0.23153169999999998,0.23153169999999998,0.30345799999999995,0.545049,0.30845664444444443,0.30845664444444443,1,0
650,10000_to_10099,10049.5,10,10,1,2,1.8914699,1.8914699,2.313955,2.955225,1.1135972222222221,1.1135972222222221,1.8914699,1.8914699,2.313955,2.955225,1.1135972222222221,1.1135972222222221,1,0
786,10000_to_10099,10049.5,10,10,1,2,0.2000276,0.2000276,0.32194199999999995,0.451266,0.2547251111111111,0.2547251111111111,0.2000276,0.2000276,0.32194199999999995,0.451266,0.2547251111111111,0.2547251111111111,1,0
97,10000_to_10099,10049.5,10,10,1,1,0.6743268,0.6743268,0.8150649999999999,1.693701,0.9419348888888889,0.9419348888888889,0.6743268,0.6743268,0.8150649999999999,1.693701,0.9419348888888889,0.9419348888888889,1,0
146,10100_to_10199,10149.5,10,10,1,5,2.6620555,2.6620555,2.896051,6.633051999999999,4.095651577777778,4.095651577777778,2.6620555,2.6620555,2.896051,6.633051999999999,4.095651577777778,4.095651577777778,1,0
