host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
112,63,none,1,50,1/50,50
112,908,trans,50,50,50/50,50
118,409,trans,50,50,50/50,50
118,570,complex,1,50,1/50,47
118,570,none,46,50,46/50,47
118,608,trans,50,50,50/50,50
118,63,none,44,50,44/50,44
118,842,trans,50,50,50/50,50
118,972,trans,48,50,48/50,48
187,22,complex,5,50,5/50,50
187,22,none,10,50,10/50,50
187,22,trans,34,50,34/50,50
187,63,complex,2,50,2/50,49
187,63,none,1,50,1/50,49
19,322,trans,50,50,50/50,50
19,50,trans,50,50,50/50,50
19,63,none,1,50,1/50,50
215,299,none,4,50,4/50,49
215,299,trans,45,50,45/50,49
215,570,complex,2,50,2/50,50
215,570,none,2,50,2/50,50
22,187,trans,1,50,1/50,50
22,52,trans,50,50,50/50,50
409,68,none,1,50,1/50,50
409,68,trans,49,50,49/50,50
570,215,trans,46,50,46/50,50
570,63,complex,6,50,6/50,50
570,63,none,37,50,37/50,50
570,63,trans,5,50,5/50,50
608,419,trans,50,50,50/50,50
621,922,none,27,50,27/50,27
63,112,trans,49,50,49/50,50
63,146,trans,50,50,50/50,50
63,187,trans,46,50,46/50,49
63,19,trans,49,50,49/50,50
63,570,trans,2,50,2/50,50
63,73,trans,50,50,50/50,50
68,396,trans,50,50,50/50,50
68,621,trans,50,50,50/50,50
68,922,trans,50,50,50/50,50
842,972,none,47,50,47/50,49
842,972,trans,2,50,2/50,49
