host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
114,115,none,9,10,9/10,10
114,115,trans,1,10,1/10,10
114,310,complex,3,10,3/10,10
114,401,complex,4,10,4/10,10
114,401,trans,6,10,6/10,10
114,69,trans,10,10,10/10,10
128,113,trans,10,10,10/10,10
128,166,complex,2,10,2/10,9
128,166,none,2,10,2/10,9
128,166,trans,1,10,1/10,9
128,277,none,4,10,4/10,6
128,277,trans,2,10,2/10,6
128,361,trans,9,10,9/10,9
128,364,trans,9,10,9/10,9
128,419,none,5,10,5/10,10
128,419,trans,3,10,3/10,10
128,577,trans,10,10,10/10,10
145,117,trans,10,10,10/10,10
151,222,trans,10,10,10/10,10
151,246,trans,10,10,10/10,10
151,446,trans,10,10,10/10,10
151,467,trans,10,10,10/10,10
151,648,trans,10,10,10/10,10
151,71,trans,10,10,10/10,10
151,717,none,1,10,1/10,10
151,717,trans,9,10,9/10,10
151,739,trans,10,10,10/10,10
166,128,trans,4,10,4/10,9
166,226,complex,4,10,4/10,9
166,226,trans,5,10,5/10,9
166,277,complex,1,10,1/10,9
166,277,none,2,10,2/10,9
166,277,trans,4,10,4/10,9
166,395,none,2,10,2/10,8
166,395,trans,6,10,6/10,8
166,419,complex,2,10,2/10,8
166,419,none,2,10,2/10,8
166,419,trans,3,10,3/10,8
166,740,complex,2,10,2/10,10
166,740,none,3,10,3/10,10
166,740,trans,5,10,5/10,10
166,90,none,1,10,1/10,10
166,90,trans,9,10,9/10,10
206,145,trans,10,10,10/10,10
206,327,none,1,10,1/10,10
206,327,trans,9,10,9/10,10
206,740,complex,3,10,3/10,10
207,310,complex,1,10,1/10,10
207,410,complex,1,10,1/10,10
207,410,trans,9,10,9/10,10
207,928,complex,2,10,2/10,10
207,928,trans,8,10,8/10,10
226,53,complex,2,10,2/10,10
226,53,none,3,10,3/10,10
226,53,trans,5,10,5/10,10
244,277,none,1,10,1/10,9
277,166,trans,2,10,2/10,9
277,244,trans,8,10,8/10,9
277,352,trans,10,10,10/10,10
277,59,none,1,10,1/10,9
277,59,trans,8,10,8/10,9
283,558,none,2,10,2/10,10
283,687,complex,8,10,8/10,8
301,211,trans,10,10,10/10,10
301,558,complex,5,10,5/10,9
301,558,none,1,10,1/10,9
301,687,complex,5,10,5/10,8
301,687,none,3,10,3/10,8
301,872,trans,10,10,10/10,10
310,114,trans,7,10,7/10,10
310,115,trans,9,10,9/10,9
310,151,trans,10,10,10/10,10
310,207,trans,9,10,9/10,10
310,316,none,9,10,9/10,9
310,324,none,2,10,2/10,9
310,324,trans,7,10,7/10,9
310,64,trans,10,10,10/10,10
310,665,none,5,10,5/10,10
310,665,trans,5,10,5/10,10
310,977,trans,10,10,10/10,10
316,558,none,4,10,4/10,9
316,558,trans,5,10,5/10,9
316,772,complex,5,10,5/10,10
316,772,none,1,10,1/10,10
316,772,trans,4,10,4/10,10
342,772,complex,1,10,1/10,10
342,772,none,4,10,4/10,10
361,364,none,8,10,8/10,10
361,364,trans,1,10,1/10,10
364,361,trans,1,10,1/10,10
410,47,trans,9,10,9/10,10
419,128,trans,2,10,2/10,10
419,166,trans,1,10,1/10,8
467,648,none,10,10,10/10,10
47,410,trans,1,10,1/10,10
53,127,trans,10,10,10/10,10
558,283,trans,8,10,8/10,10
558,301,trans,3,10,3/10,9
558,687,complex,10,10,10/10,10
590,687,none,2,10,2/10,10
595,687,complex,6,10,6/10,10
595,687,none,3,10,3/10,10
687,590,trans,8,10,8/10,10
687,595,trans,1,10,1/10,10
69,204,trans,10,10,10/10,10
740,206,trans,7,10,7/10,10
772,342,trans,5,10,5/10,10
872,572,trans,10,10,10/10,10
872,857,trans,10,10,10/10,10
