host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
101,137,complex,28,50,28/50,50
101,137,trans,22,50,22/50,50
101,450,complex,6,50,6/50,50
101,450,none,13,50,13/50,50
110,206,trans,50,50,50/50,50
110,69,complex,3,50,3/50,50
110,69,none,2,50,2/50,50
157,57,complex,5,50,5/50,37
157,57,none,2,50,2/50,37
157,855,trans,50,50,50/50,50
157,934,complex,11,50,11/50,50
157,934,trans,34,50,34/50,50
181,856,none,2,50,2/50,50
205,327,none,36,50,36/50,36
205,550,none,34,50,34/50,34
205,57,none,50,50,50/50,50
205,584,none,33,50,33/50,33
205,783,none,14,50,14/50,50
205,783,trans,36,50,36/50,50
206,347,trans,50,50,50/50,50
327,550,none,34,50,34/50,34
327,57,complex,1,50,1/50,50
327,57,none,35,50,35/50,50
327,584,none,33,50,33/50,34
327,584,trans,1,50,1/50,34
450,101,trans,31,50,31/50,50
450,57,complex,5,50,5/50,50
450,57,none,1,50,1/50,50
550,57,none,34,50,34/50,50
550,584,none,33,50,33/50,33
57,157,trans,30,50,30/50,37
57,327,trans,14,50,14/50,50
57,450,trans,44,50,44/50,50
57,550,trans,16,50,16/50,50
57,584,complex,35,50,35/50,50
57,584,trans,15,50,15/50,50
57,824,trans,50,50,50/50,50
57,856,trans,50,50,50/50,50
584,69,complex,2,50,2/50,48
584,69,none,10,50,10/50,48
584,69,trans,36,50,36/50,48
630,69,none,3,50,3/50,50
69,110,trans,45,50,45/50,50
69,630,trans,47,50,47/50,50
856,181,trans,48,50,48/50,50
934,157,trans,5,50,5/50,50
