host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
103,596,none,1,50,1/50,50
103,596,trans,49,50,49/50,50
129,191,trans,50,50,50/50,50
129,475,trans,37,50,37/50,37
129,482,trans,50,50,50/50,50
129,492,trans,50,50,50/50,50
129,55,none,3,50,3/50,50
129,55,trans,47,50,47/50,50
129,705,none,26,50,26/50,27
129,730,trans,50,50,50/50,50
129,828,trans,49,50,49/50,49
129,901,trans,50,50,50/50,50
136,203,none,10,50,10/50,50
140,235,none,1,50,1/50,44
140,502,complex,2,50,2/50,50
140,502,trans,48,50,48/50,50
141,471,none,34,50,34/50,34
142,502,complex,5,50,5/50,50
16,694,complex,10,50,10/50,50
16,694,none,5,50,5/50,50
168,337,none,1,50,1/50,50
175,235,complex,16,50,16/50,35
191,475,none,37,50,37/50,50
191,475,trans,13,50,13/50,50
191,482,none,50,50,50/50,50
191,828,none,49,50,49/50,49
203,136,trans,40,50,40/50,50
203,193,trans,50,50,50/50,50
203,78,trans,50,50,50/50,50
213,203,trans,50,50,50/50,50
235,140,trans,43,50,43/50,44
235,175,trans,19,50,19/50,35
235,326,complex,31,50,31/50,32
235,326,trans,1,50,1/50,32
235,332,complex,4,50,4/50,41
235,332,none,37,50,37/50,41
235,625,none,1,50,1/50,48
235,625,trans,47,50,47/50,48
235,66,complex,14,50,14/50,50
235,66,none,22,50,22/50,50
235,66,trans,7,50,7/50,50
245,38,complex,1,50,1/50,50
26,664,none,11,50,11/50,50
291,38,none,49,50,49/50,50
294,297,complex,22,50,22/50,44
294,297,none,4,50,4/50,44
297,294,trans,18,50,18/50,44
297,332,complex,22,50,22/50,43
297,355,complex,27,50,27/50,48
297,355,none,1,50,1/50,48
297,355,trans,20,50,20/50,48
297,552,complex,3,50,3/50,47
297,552,none,39,50,39/50,47
297,552,trans,1,50,1/50,47
297,614,none,2,50,2/50,41
297,614,trans,39,50,39/50,41
297,694,complex,19,50,19/50,48
297,694,none,2,50,2/50,48
297,694,trans,27,50,27/50,48
297,799,none,12,50,12/50,50
297,799,trans,38,50,38/50,50
297,949,complex,6,50,6/50,46
297,949,none,10,50,10/50,46
297,949,trans,30,50,30/50,46
310,326,complex,5,50,5/50,37
310,326,none,32,50,32/50,37
332,103,trans,50,50,50/50,50
332,129,trans,49,50,49/50,49
332,147,trans,50,50,50/50,50
332,291,trans,49,50,49/50,49
332,297,trans,21,50,21/50,43
332,337,complex,1,50,1/50,50
332,337,trans,49,50,49/50,50
332,38,trans,50,50,50/50,50
332,550,complex,1,50,1/50,50
332,550,trans,49,50,49/50,50
332,552,complex,5,50,5/50,49
332,552,trans,44,50,44/50,49
332,66,complex,5,50,5/50,43
332,66,none,38,50,38/50,43
332,664,complex,17,50,17/50,50
332,664,trans,33,50,33/50,50
332,705,trans,50,50,50/50,50
332,892,complex,2,50,2/50,50
332,892,none,5,50,5/50,50
332,892,trans,43,50,43/50,50
337,168,trans,49,50,49/50,50
38,245,trans,49,50,49/50,50
38,291,trans,1,50,1/50,50
390,519,complex,29,50,29/50,50
42,519,none,39,50,39/50,50
475,482,none,37,50,37/50,37
475,828,none,36,50,36/50,36
482,828,none,49,50,49/50,50
482,828,trans,1,50,1/50,50
502,142,trans,45,50,45/50,50
502,186,trans,50,50,50/50,50
502,213,trans,50,50,50/50,50
519,390,trans,21,50,21/50,50
519,42,trans,11,50,11/50,50
519,705,complex,7,50,7/50,50
550,269,trans,50,50,50/50,50
552,297,trans,4,50,4/50,47
625,95,complex,13,50,13/50,50
625,95,trans,37,50,37/50,50
629,95,none,3,50,3/50,50
66,235,trans,7,50,7/50,50
664,26,trans,39,50,39/50,50
664,323,trans,50,50,50/50,50
664,962,complex,21,50,21/50,50
664,962,trans,29,50,29/50,50
694,141,trans,50,50,50/50,50
694,16,trans,35,50,35/50,50
694,471,trans,50,50,50/50,50
694,974,trans,50,50,50/50,50
705,129,trans,1,50,1/50,27
705,42,trans,39,50,39/50,39
705,519,trans,43,50,43/50,50
705,652,trans,50,50,50/50,50
895,949,none,2,50,2/50,50
949,895,trans,48,50,48/50,50
95,629,trans,47,50,47/50,50
