host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7
157,1000_to_1099,1049.5,10,10,1,3,1.3119526999999997,1.3119526999999997,1.303122,3.292141,2.3390701555555555,2.3390701555555555,1.3119526999999997,1.3119526999999997,1.303122,3.292141,2.3390701555555555,2.3390701555555555,1,0,0,0,0,0,0
23,1000_to_1099,1049.5,10,10,1,3,2.5399978,2.5399978,2.435074,7.743704,4.403385555555555,4.403385555555555,2.5399978,2.5399978,2.435074,7.743704,4.403385555555555,4.403385555555555,1,0,0,0,0,0,0
236,1000_to_1099,1049.5,10,10,1,1,1.2277792,1.2277792,2.188594,3.913957,2.0365246666666668,2.0365246666666668,1.2277792,1.2277792,2.188594,3.913957,2.0365246666666668,2.0365246666666668,1,0,0,0,0,0,0
326,1000_to_1099,1049.5,10,10,1,1,0.1298783,0.1298783,0.162988,0.31792200000000004,0.1629674,0.1629674,0.1298783,0.1298783,0.162988,0.31792200000000004,0.1629674,0.1629674,1,0,0,0,0,0,0
33,1000_to_1099,1049.5,10,10,2,3,0.9497907999999999,0.9376701111111111,1.320674,2.1340989999999995,1.1990297777777776,1.1122266111111112,0.9497907999999999,0.9376701111111111,1.320674,2.1340989999999995,1.1990297777777776,1.1122266111111112,0.9,0.1,0,0,0,0,0
37,1000_to_1099,1049.5,10,10,2,2,2.2731783,1.3464795999999999,2.596727,6.385718000000001,3.3563962444444444,2.4649854,2.2731783,1.3464795999999999,2.596727,6.385718000000001,3.3563962444444444,2.4649854,0.5,0.5,0,0,0,0,0
39,1000_to_1099,1049.5,10,10,2,5,1.2080447,0.9174243333333334,0.85176,3.1948019999999997,1.760892288888889,1.1266504,1.2080447,0.9174243333333334,0.85176,3.1948019999999997,1.760892288888889,1.1266504,0.6,0.4,0,0,0,0,0
428,1000_to_1099,1049.5,10,10,1,1,1.7346041999999997,1.7346041999999997,1.286079,2.6313639999999996,1.0264373777777778,1.0264373777777778,1.7346041999999997,1.7346041999999997,1.286079,2.6313639999999996,1.0264373777777778,1.0264373777777778,1,0,0,0,0,0,0
43,1000_to_1099,1049.5,10,10,2,3,3.926679,2.364911888888889,4.045951,7.573527,4.067428133333333,3.4815694444444447,3.926679,2.364911888888889,4.045951,7.573527,4.067428133333333,3.4815694444444447,0.9,0.1,0,0,0,0,0
48,1000_to_1099,1049.5,10,10,1,1,0.6571651999999999,0.6571651999999999,1.272127,2.6131710000000004,0.9696001777777778,0.9696001777777778,0.6571651999999999,0.6571651999999999,1.272127,2.6131710000000004,0.9696001777777778,0.9696001777777778,1,0,0,0,0,0,0
57,1000_to_1099,1049.5,10,10,3,9,4.2042808,2.530259375,7.101125000000001,14.442404,6.9599896,4.465147178571429,4.2042808,2.530259375,7.101125000000001,14.442404,6.9599896,4.465147178571429,0.8,0.1,0.1,0,0,0,0
615,1000_to_1099,1049.5,10,10,1,8,0.09756480000000001,0.09756480000000001,0.09397900000000001,0.253704,0.1301236888888889,0.1301236888888889,0.09756480000000001,0.09756480000000001,0.09397900000000001,0.253704,0.1301236888888889,0.1301236888888889,1,0,0,0,0,0,0
702,1000_to_1099,1049.5,10,10,1,1,2.2038685,2.2038685,2.3519740000000002,4.313909,2.9448088666666665,2.9448088666666665,2.2038685,2.2038685,2.3519740000000002,4.313909,2.9448088666666665,2.9448088666666665,1,0,0,0,0,0,0
709,1000_to_1099,1049.5,10,10,1,4,2.3562662,2.3562662,1.972859,6.687139999999999,3.3076024888888886,3.3076024888888886,2.3562662,2.3562662,1.972859,6.687139999999999,3.3076024888888886,3.3076024888888886,1,0,0,0,0,0,0
