host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
1,106,none,90,100,90/100,90
1,114,none,98,100,98/100,100
1,114,trans,2,100,2/100,100
1,15,none,92,100,92/100,92
1,163,none,93,100,93/100,93
1,17,none,95,100,95/100,100
1,21,none,90,100,90/100,90
1,252,none,88,100,88/100,88
1,262,complex,1,100,1/100,88
1,262,none,1,100,1/100,88
1,262,trans,86,100,86/100,88
1,288,none,85,100,85/100,85
1,331,trans,100,100,100/100,100
1,4,none,90,100,90/100,90
1,40,none,79,100,79/100,79
1,421,none,51,100,51/100,51
1,425,none,92,100,92/100,92
1,494,none,92,100,92/100,92
1,50,complex,3,100,3/100,99
1,50,none,1,100,1/100,99
1,50,trans,95,100,95/100,99
1,535,none,78,100,78/100,78
1,586,none,1,100,1/100,100
1,586,trans,99,100,99/100,100
1,591,none,65,100,65/100,65
1,628,none,1,100,1/100,99
1,628,trans,98,100,98/100,99
1,668,none,94,100,94/100,96
1,738,none,93,100,93/100,93
1,875,none,90,100,90/100,90
1,876,none,58,100,58/100,60
1,876,trans,2,100,2/100,60
1,96,none,88,100,88/100,88
101,19,none,52,100,52/100,84
101,202,none,54,100,54/100,100
101,202,trans,40,100,40/100,100
101,50,none,23,100,23/100,58
101,63,none,41,100,41/100,100
101,63,trans,59,100,59/100,100
106,114,none,89,100,89/100,89
106,13,complex,3,100,3/100,89
106,13,trans,86,100,86/100,89
106,15,none,93,100,93/100,93
106,163,none,90,100,90/100,91
106,17,complex,1,100,1/100,95
106,17,none,91,100,91/100,95
106,21,none,91,100,91/100,91
106,252,none,92,100,92/100,92
106,288,none,86,100,86/100,86
106,304,complex,6,100,6/100,74
106,304,trans,68,100,68/100,74
106,4,none,93,100,93/100,93
106,40,none,79,100,79/100,79
106,421,none,53,100,53/100,53
106,425,none,93,100,93/100,93
106,494,none,94,100,94/100,95
106,535,none,79,100,79/100,79
106,591,complex,1,100,1/100,100
106,591,none,70,100,70/100,100
106,591,trans,28,100,28/100,100
106,668,none,93,100,93/100,93
106,738,none,89,100,89/100,89
106,767,trans,70,100,70/100,70
106,875,none,93,100,93/100,93
106,876,none,55,100,55/100,55
106,96,none,89,100,89/100,89
114,15,none,90,100,90/100,90
114,163,none,91,100,91/100,91
114,17,complex,1,100,1/100,98
114,17,none,93,100,93/100,98
114,21,none,88,100,88/100,88
114,252,none,87,100,87/100,87
114,288,none,83,100,83/100,83
114,4,none,89,100,89/100,89
114,40,none,77,100,77/100,77
114,425,none,90,100,90/100,90
114,494,none,90,100,90/100,90
114,535,none,76,100,76/100,76
114,591,none,64,100,64/100,64
114,668,none,92,100,92/100,94
114,738,none,91,100,91/100,91
114,875,none,89,100,89/100,89
114,876,complex,16,100,16/100,100
114,876,none,45,100,45/100,100
114,876,trans,39,100,39/100,100
114,96,none,86,100,86/100,86
13,24,none,48,100,48/100,74
13,24,trans,26,100,26/100,74
13,281,trans,100,100,100/100,100
13,304,complex,7,100,7/100,98
13,304,none,55,100,55/100,98
13,304,trans,25,100,25/100,98
13,767,none,71,100,71/100,92
13,767,trans,21,100,21/100,92
14,218,trans,100,100,100/100,100
14,40,none,3,100,3/100,100
15,163,none,92,100,92/100,93
15,17,none,93,100,93/100,97
15,21,none,93,100,93/100,93
15,252,none,93,100,93/100,96
15,252,trans,3,100,3/100,96
15,288,none,88,100,88/100,88
15,4,none,96,100,96/100,96
15,40,none,81,100,81/100,81
15,421,none,53,100,53/100,53
15,425,none,95,100,95/100,95
15,494,none,96,100,96/100,96
15,535,none,81,100,81/100,81
15,591,none,68,100,68/100,68
15,668,none,95,100,95/100,95
15,738,none,91,100,91/100,91
15,875,none,95,100,95/100,95
15,876,none,55,100,55/100,55
15,96,none,91,100,91/100,91
163,106,trans,1,100,1/100,91
163,15,trans,1,100,1/100,93
163,17,complex,1,100,1/100,97
163,17,none,96,100,96/100,97
163,21,none,94,100,94/100,95
163,21,trans,1,100,1/100,95
163,22,trans,100,100,100/100,100
163,247,trans,100,100,100/100,100
163,252,none,88,100,88/100,89
163,252,trans,1,100,1/100,89
163,288,none,88,100,88/100,89
163,288,trans,1,100,1/100,89
163,4,none,90,100,90/100,91
163,4,trans,1,100,1/100,91
163,40,complex,2,100,2/100,86
163,40,none,82,100,82/100,86
163,40,trans,2,100,2/100,86
163,421,none,52,100,52/100,55
163,421,trans,3,100,3/100,55
163,425,none,92,100,92/100,93
163,425,trans,1,100,1/100,93
163,494,complex,2,100,2/100,93
163,494,none,90,100,90/100,93
163,494,trans,1,100,1/100,93
163,535,none,81,100,81/100,82
163,535,trans,1,100,1/100,82
163,57,none,5,100,5/100,96
163,57,trans,91,100,91/100,96
163,591,none,65,100,65/100,66
163,591,trans,1,100,1/100,66
163,668,none,93,100,93/100,96
163,738,none,92,100,92/100,92
163,875,none,90,100,90/100,91
163,875,trans,1,100,1/100,91
163,876,none,55,100,55/100,55
163,96,none,92,100,92/100,93
163,96,trans,1,100,1/100,93
17,1,trans,5,100,5/100,100
17,106,trans,3,100,3/100,95
17,114,trans,4,100,4/100,98
17,15,trans,4,100,4/100,97
17,173,trans,100,100,100/100,100
17,21,none,95,100,95/100,95
17,228,trans,100,100,100/100,100
17,252,none,89,100,89/100,92
17,252,trans,3,100,3/100,92
17,288,none,89,100,89/100,89
17,4,none,91,100,91/100,95
17,4,trans,4,100,4/100,95
17,40,none,83,100,83/100,83
17,421,none,52,100,52/100,52
17,425,complex,50,100,50/100,100
17,425,none,46,100,46/100,100
17,425,trans,4,100,4/100,100
17,494,none,93,100,93/100,97
17,494,trans,4,100,4/100,97
17,535,none,82,100,82/100,82
17,591,none,66,100,66/100,68
17,591,trans,2,100,2/100,68
17,668,complex,2,100,2/100,100
17,668,none,94,100,94/100,100
17,668,trans,4,100,4/100,100
17,738,none,93,100,93/100,97
17,738,trans,4,100,4/100,97
17,874,trans,100,100,100/100,100
17,875,none,91,100,91/100,95
17,875,trans,4,100,4/100,95
17,876,none,56,100,56/100,58
17,876,trans,2,100,2/100,58
17,96,none,93,100,93/100,93
19,101,trans,32,100,32/100,84
19,202,none,32,100,32/100,54
19,202,trans,22,100,22/100,54
19,3,none,6,100,6/100,88
19,3,trans,82,100,82/100,88
19,42,complex,2,100,2/100,95
19,42,none,7,100,7/100,95
19,42,trans,86,100,86/100,95
19,50,complex,5,100,5/100,97
19,50,none,46,100,46/100,97
19,539,complex,24,100,24/100,100
19,539,none,21,100,21/100,100
19,539,trans,54,100,54/100,100
202,101,trans,6,100,6/100,100
21,180,trans,100,100,100/100,100
21,203,trans,100,100,100/100,100
21,252,none,89,100,89/100,89
21,288,complex,2,100,2/100,99
21,288,none,89,100,89/100,99
21,288,trans,7,100,7/100,99
21,384,complex,2,100,2/100,100
21,384,trans,98,100,98/100,100
21,4,none,91,100,91/100,91
21,40,none,82,100,82/100,82
21,421,none,52,100,52/100,52
21,425,none,93,100,93/100,93
21,444,trans,100,100,100/100,100
21,494,none,93,100,93/100,93
21,534,trans,99,100,99/100,99
21,535,complex,4,100,4/100,98
21,535,none,80,100,80/100,98
21,535,trans,13,100,13/100,98
21,561,trans,100,100,100/100,100
21,591,none,66,100,66/100,66
21,668,none,93,100,93/100,93
21,738,none,90,100,90/100,90
21,875,none,91,100,91/100,91
21,876,none,53,100,53/100,53
21,96,complex,1,100,1/100,98
21,96,none,93,100,93/100,98
21,96,trans,4,100,4/100,98
24,304,none,64,100,64/100,92
24,583,trans,100,100,100/100,100
252,288,none,84,100,84/100,84
252,4,none,95,100,95/100,95
252,40,none,77,100,77/100,77
252,421,none,52,100,52/100,52
252,425,none,91,100,91/100,91
252,494,none,91,100,91/100,93
