host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
16,228,complex,5,10,5/10,10
16,228,none,2,10,2/10,10
16,228,trans,3,10,3/10,10
16,281,complex,1,10,1/10,10
16,281,none,1,10,1/10,10
16,281,trans,8,10,8/10,10
16,351,none,3,10,3/10,10
16,351,trans,7,10,7/10,10
16,96,none,1,10,1/10,10
16,96,trans,9,10,9/10,10
228,571,none,2,10,2/10,10
228,571,trans,8,10,8/10,10
228,626,none,2,10,2/10,10
228,626,trans,8,10,8/10,10
281,371,complex,1,10,1/10,10
281,371,trans,9,10,9/10,10
571,626,none,10,10,10/10,10
597,62,none,7,10,7/10,7
62,891,trans,10,10,10/10,10
671,96,none,5,10,5/10,10
96,597,trans,10,10,10/10,10
96,62,trans,10,10,10/10,10
96,671,trans,5,10,5/10,10
96,785,trans,10,10,10/10,10
