host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
111,281,trans,50,50,50/50,50
111,371,none,49,50,49/50,49
111,51,none,49,50,49/50,49
111,677,none,48,50,48/50,50
111,677,trans,1,50,1/50,50
111,927,none,44,50,44/50,45
111,927,trans,1,50,1/50,45
129,29,none,50,50,50/50,50
129,88,none,46,50,46/50,46
129,968,none,45,50,45/50,45
29,88,none,46,50,46/50,46
29,968,none,45,50,45/50,45
371,51,complex,1,50,1/50,50
371,51,none,49,50,49/50,50
371,677,none,49,50,49/50,49
371,927,none,45,50,45/50,45
51,129,trans,50,50,50/50,50
51,29,trans,50,50,50/50,50
51,304,trans,50,50,50/50,50
51,677,none,49,50,49/50,49
51,88,trans,50,50,50/50,50
51,927,none,45,50,45/50,45
51,968,trans,50,50,50/50,50
59,968,none,7,50,7/50,49
677,111,trans,1,50,1/50,50
677,927,none,46,50,46/50,50
677,927,trans,4,50,4/50,50
88,968,none,45,50,45/50,45
968,59,trans,42,50,42/50,49
