host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
123,730,complex,17,100,17/100,100
125,18,none,13,100,13/100,100
138,533,complex,15,100,15/100,61
138,533,none,46,100,46/100,61
138,683,complex,38,100,38/100,75
138,683,none,25,100,25/100,75
138,683,trans,3,100,3/100,75
153,367,complex,53,100,53/100,83
153,367,none,21,100,21/100,83
153,82,complex,54,100,54/100,79
153,82,none,9,100,9/100,79
153,82,trans,2,100,2/100,79
153,866,complex,37,100,37/100,66
153,866,none,25,100,25/100,66
175,234,none,29,100,29/100,100
18,125,trans,87,100,87/100,100
18,344,trans,100,100,100/100,100
18,514,none,78,100,78/100,100
18,731,trans,100,100,100/100,100
202,427,none,96,100,96/100,96
202,533,none,10,100,10/100,95
202,924,none,88,100,88/100,100
202,924,trans,8,100,8/100,100
202,969,none,53,100,53/100,53
210,281,complex,84,100,84/100,100
210,281,none,1,100,1/100,100
233,533,complex,3,100,3/100,96
234,130,trans,100,100,100/100,100
234,175,trans,71,100,71/100,100
234,253,trans,100,100,100/100,100
234,528,complex,1,100,1/100,100
234,528,none,56,100,56/100,100
234,528,trans,43,100,43/100,100
234,533,none,4,100,4/100,100
234,709,trans,100,100,100/100,100
253,709,none,99,100,99/100,99
281,210,trans,15,100,15/100,100
281,380,trans,100,100,100/100,100
281,389,complex,12,100,12/100,79
281,389,none,65,100,65/100,79
281,389,trans,2,100,2/100,79
281,390,none,17,100,17/100,99
281,390,trans,82,100,82/100,99
281,576,complex,6,100,6/100,55
281,576,none,44,100,44/100,55
281,576,trans,2,100,2/100,55
281,696,none,20,100,20/100,99
281,696,trans,79,100,79/100,99
281,794,complex,42,100,42/100,93
281,794,none,39,100,39/100,93
281,794,trans,1,100,1/100,93
281,802,trans,100,100,100/100,100
281,983,complex,7,100,7/100,100
281,983,none,6,100,6/100,100
281,983,trans,87,100,87/100,100
317,533,complex,2,100,2/100,98
317,533,none,84,100,84/100,98
317,68,none,91,100,91/100,93
317,68,trans,1,100,1/100,93
317,730,none,86,100,86/100,87
317,730,trans,1,100,1/100,87
317,743,complex,1,100,1/100,96
317,743,none,92,100,92/100,96
317,743,trans,2,100,2/100,96
344,731,none,100,100,100/100,100
367,153,trans,9,100,9/100,83
367,683,complex,40,100,40/100,61
367,683,none,21,100,21/100,61
367,812,complex,21,100,21/100,54
367,812,none,33,100,33/100,54
367,82,complex,82,100,82/100,94
367,82,none,5,100,5/100,94
367,82,trans,5,100,5/100,94
367,866,complex,51,100,51/100,83
367,866,none,26,100,26/100,83
367,866,trans,4,100,4/100,83
389,576,complex,8,100,8/100,64
389,576,none,48,100,48/100,64
389,576,trans,1,100,1/100,64
389,794,complex,7,100,7/100,91
389,794,none,40,100,40/100,91
389,794,trans,1,100,1/100,91
390,696,none,79,100,79/100,79
427,533,none,10,100,10/100,99
427,924,none,92,100,92/100,92
427,969,none,55,100,55/100,55
46,866,none,3,100,3/100,100
514,18,trans,22,100,22/100,100
528,533,none,1,100,1/100,56
533,18,trans,78,100,78/100,78
533,202,trans,85,100,85/100,95
533,233,trans,93,100,93/100,96
533,234,trans,96,100,96/100,100
533,317,trans,12,100,12/100,98
533,427,trans,89,100,89/100,99
533,514,trans,100,100,100/100,100
533,528,trans,55,100,55/100,56
533,576,complex,9,100,9/100,56
533,576,trans,47,100,47/100,56
533,68,none,87,100,87/100,99
533,68,trans,12,100,12/100,99
533,683,complex,15,100,15/100,58
533,683,none,43,100,43/100,58
533,730,complex,2,100,2/100,92
533,730,none,81,100,81/100,92
533,730,trans,9,100,9/100,92
533,743,none,85,100,85/100,97
533,743,trans,12,100,12/100,97
533,794,complex,18,100,18/100,89
533,794,trans,71,100,71/100,89
533,82,complex,10,100,10/100,56
533,82,none,46,100,46/100,56
533,827,none,6,100,6/100,99
533,827,trans,93,100,93/100,99
533,924,none,9,100,9/100,91
533,924,trans,82,100,82/100,91
533,969,none,10,100,10/100,99
533,969,trans,89,100,89/100,99
576,281,trans,3,100,3/100,55
576,389,trans,7,100,7/100,64
576,794,complex,26,100,26/100,96
576,794,none,31,100,31/100,96
576,794,trans,5,100,5/100,96
68,317,trans,1,100,1/100,93
68,730,complex,1,100,1/100,100
68,730,none,93,100,93/100,100
68,730,trans,6,100,6/100,100
68,743,none,93,100,93/100,94
68,743,trans,1,100,1/100,94
683,138,trans,9,100,9/100,75
683,707,none,20,100,20/100,54
683,707,trans,34,100,34/100,54
683,812,complex,60,100,60/100,87
683,812,none,23,100,23/100,87
683,812,trans,3,100,3/100,87
683,82,complex,37,100,37/100,60
683,82,none,19,100,19/100,60
683,82,trans,3,100,3/100,60
683,866,complex,37,100,37/100,65
683,866,none,24,100,24/100,65
683,866,trans,3,100,3/100,65
730,123,trans,83,100,83/100,100
730,743,none,88,100,88/100,88
743,317,trans,1,100,1/100,96
794,281,trans,11,100,11/100,93
794,389,trans,43,100,43/100,91
794,576,trans,34,100,34/100,96
812,683,trans,1,100,1/100,87
812,82,complex,42,100,42/100,61
812,82,none,15,100,15/100,61
812,82,trans,1,100,1/100,61
82,153,trans,14,100,14/100,79
82,367,trans,2,100,2/100,94
82,683,trans,1,100,1/100,60
82,812,trans,3,100,3/100,61
82,866,complex,49,100,49/100,82
82,866,none,16,100,16/100,82
82,866,trans,7,100,7/100,82
866,153,trans,4,100,4/100,66
866,367,trans,2,100,2/100,83
866,46,trans,97,100,97/100,100
866,683,trans,1,100,1/100,65
866,82,trans,10,100,10/100,82
924,202,trans,4,100,4/100,100
924,969,none,51,100,51/100,51
