host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
127,301,none,8,10,8/10,8
127,364,trans,10,10,10/10,10
127,461,none,7,10,7/10,7
127,565,trans,10,10,10/10,10
127,609,trans,10,10,10/10,10
127,896,trans,9,10,9/10,9
187,205,complex,7,10,7/10,10
187,205,none,1,10,1/10,10
187,205,trans,2,10,2/10,10
187,301,complex,6,10,6/10,7
205,301,complex,4,10,4/10,7
205,301,none,1,10,1/10,7
277,301,none,1,10,1/10,8
301,187,trans,1,10,1/10,7
301,205,trans,2,10,2/10,7
301,277,trans,7,10,7/10,8
301,319,complex,6,10,6/10,9
301,319,trans,3,10,3/10,9
301,461,none,5,10,5/10,8
301,461,trans,3,10,3/10,8
301,574,none,1,10,1/10,8
301,574,trans,7,10,7/10,8
301,682,complex,8,10,8/10,10
301,682,trans,2,10,2/10,10
574,48,trans,10,10,10/10,10
574,783,complex,2,10,2/10,10
574,783,trans,8,10,8/10,10
574,83,trans,7,10,7/10,7
609,896,none,9,10,9/10,10
609,896,trans,1,10,1/10,10
896,180,trans,10,10,10/10,10
