host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
115,121,complex,31,50,31/50,39
115,121,none,8,50,8/50,39
115,330,complex,14,50,14/50,26
115,330,none,12,50,12/50,26
115,844,complex,26,50,26/50,43
115,844,none,16,50,16/50,43
115,844,trans,1,50,1/50,43
115,982,complex,34,50,34/50,41
115,982,none,4,50,4/50,41
115,982,trans,3,50,3/50,41
121,137,complex,17,50,17/50,44
121,137,none,6,50,6/50,44
121,137,trans,21,50,21/50,44
121,188,complex,5,50,5/50,40
121,188,none,16,50,16/50,40
121,188,trans,19,50,19/50,40
121,297,complex,5,50,5/50,49
121,297,none,13,50,13/50,49
121,297,trans,31,50,31/50,49
121,298,complex,38,50,38/50,48
121,298,none,1,50,1/50,48
121,298,trans,9,50,9/50,48
121,319,complex,6,50,6/50,49
121,319,none,15,50,15/50,49
121,319,trans,28,50,28/50,49
121,330,complex,33,50,33/50,41
121,330,none,8,50,8/50,41
121,367,complex,34,50,34/50,49
121,367,none,2,50,2/50,49
121,367,trans,13,50,13/50,49
121,524,complex,5,50,5/50,45
121,524,none,13,50,13/50,45
121,524,trans,27,50,27/50,45
121,577,none,18,50,18/50,45
121,577,trans,27,50,27/50,45
121,59,complex,1,50,1/50,44
121,59,none,16,50,16/50,44
121,59,trans,27,50,27/50,44
121,719,complex,35,50,35/50,39
121,719,none,4,50,4/50,39
121,728,complex,29,50,29/50,34
121,728,none,5,50,5/50,34
121,844,complex,20,50,20/50,28
121,844,none,8,50,8/50,28
121,847,complex,24,50,24/50,48
121,847,trans,24,50,24/50,48
121,982,complex,19,50,19/50,43
121,982,none,19,50,19/50,43
121,982,trans,5,50,5/50,43
13,421,complex,24,50,24/50,38
13,421,none,14,50,14/50,38
13,982,complex,34,50,34/50,49
13,982,none,1,50,1/50,49
137,319,complex,6,50,6/50,27
137,319,none,7,50,7/50,27
137,319,trans,12,50,12/50,27
176,524,complex,3,50,3/50,40
176,524,none,10,50,10/50,40
176,593,complex,9,50,9/50,50
176,593,none,26,50,26/50,50
176,593,trans,6,50,6/50,50
188,189,complex,20,50,20/50,49
188,189,trans,29,50,29/50,49
188,577,none,41,50,41/50,44
188,59,complex,1,50,1/50,46
188,59,none,43,50,43/50,46
188,8,complex,28,50,28/50,50
188,8,trans,22,50,22/50,50
189,8,complex,19,50,19/50,27
189,8,none,7,50,7/50,27
298,330,complex,20,50,20/50,32
298,330,none,12,50,12/50,32
319,137,trans,2,50,2/50,27
330,719,complex,25,50,25/50,35
330,719,none,10,50,10/50,35
330,982,complex,30,50,30/50,41
330,982,none,9,50,9/50,41
330,982,trans,2,50,2/50,41
361,411,complex,40,50,40/50,50
361,411,none,3,50,3/50,50
361,411,trans,7,50,7/50,50
361,982,complex,3,50,3/50,30
361,982,none,6,50,6/50,30
367,847,complex,19,50,19/50,27
367,847,none,4,50,4/50,27
367,847,trans,2,50,2/50,27
391,411,complex,6,50,6/50,50
411,391,trans,44,50,44/50,50
411,46,complex,2,50,2/50,50
411,46,trans,48,50,48/50,50
411,512,complex,13,50,13/50,50
411,512,trans,37,50,37/50,50
419,524,complex,4,50,4/50,50
421,728,complex,15,50,15/50,34
421,728,none,19,50,19/50,34
421,982,complex,38,50,38/50,40
421,982,none,1,50,1/50,40
524,176,trans,27,50,27/50,40
524,419,trans,46,50,46/50,50
524,593,complex,2,50,2/50,41
524,593,none,7,50,7/50,41
524,593,trans,32,50,32/50,41
577,188,trans,3,50,3/50,44
577,59,complex,1,50,1/50,48
577,59,none,41,50,41/50,48
577,59,trans,3,50,3/50,48
59,188,trans,2,50,2/50,46
59,577,trans,3,50,3/50,48
593,176,trans,9,50,9/50,50
719,982,complex,26,50,26/50,32
719,982,none,6,50,6/50,32
728,982,complex,37,50,37/50,40
728,982,none,1,50,1/50,40
728,982,trans,1,50,1/50,40
8,189,trans,1,50,1/50,27
844,982,complex,21,50,21/50,26
844,982,none,4,50,4/50,26
844,982,trans,1,50,1/50,26
847,367,trans,2,50,2/50,27
982,13,trans,14,50,14/50,49
982,361,trans,21,50,21/50,30
982,421,trans,1,50,1/50,40
982,728,trans,1,50,1/50,40
