host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
121,273,none,42,50,42/50,50
121,273,trans,8,50,8/50,50
121,70,none,7,50,7/50,50
121,70,trans,43,50,43/50,50
186,543,none,9,50,9/50,50
186,543,trans,41,50,41/50,50
186,9,complex,19,50,19/50,50
229,121,trans,50,50,50/50,50
229,148,trans,50,50,50/50,50
229,235,trans,49,50,49/50,49
229,273,trans,42,50,42/50,42
229,449,complex,11,50,11/50,49
229,449,none,37,50,37/50,49
229,812,none,35,50,35/50,35
229,9,complex,2,50,2/50,33
229,9,none,31,50,31/50,33
235,127,trans,50,50,50/50,50
235,73,none,2,50,2/50,50
235,73,trans,47,50,47/50,50
235,931,trans,50,50,50/50,50
449,229,trans,1,50,1/50,49
449,812,complex,11,50,11/50,47
449,812,none,27,50,27/50,47
449,812,trans,9,50,9/50,47
449,9,complex,16,50,16/50,43
449,9,none,20,50,20/50,43
449,9,trans,7,50,7/50,43
70,714,trans,50,50,50/50,50
73,235,trans,1,50,1/50,50
759,9,none,4,50,4/50,50
812,9,complex,1,50,1/50,39
812,9,none,26,50,26/50,39
812,9,trans,8,50,8/50,39
9,186,trans,31,50,31/50,50
9,759,trans,46,50,46/50,50
9,812,trans,4,50,4/50,39
