host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
114,206,complex,3,10,3/10,10
117,286,complex,8,10,8/10,9
117,299,complex,1,10,1/10,7
117,299,none,2,10,2/10,7
117,299,trans,2,10,2/10,7
117,946,complex,10,10,10/10,10
199,543,complex,6,10,6/10,10
199,978,trans,9,10,9/10,10
206,114,trans,7,10,7/10,10
206,286,complex,2,10,2/10,7
206,286,none,1,10,1/10,7
206,523,complex,1,10,1/10,6
206,523,none,4,10,4/10,6
286,117,trans,1,10,1/10,9
286,206,trans,4,10,4/10,7
286,299,complex,6,10,6/10,9
286,299,none,1,10,1/10,9
286,299,trans,2,10,2/10,9
286,384,complex,2,10,2/10,10
286,384,trans,8,10,8/10,10
286,523,trans,10,10,10/10,10
286,543,complex,8,10,8/10,10
286,543,none,2,10,2/10,10
286,748,complex,1,10,1/10,9
286,748,none,2,10,2/10,9
286,748,trans,6,10,6/10,9
299,117,trans,2,10,2/10,7
299,946,complex,5,10,5/10,8
299,946,none,2,10,2/10,8
355,543,complex,3,10,3/10,10
523,206,trans,1,10,1/10,6
543,199,trans,4,10,4/10,10
543,355,trans,7,10,7/10,10
946,299,trans,1,10,1/10,8
978,199,trans,1,10,1/10,10
