host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
100,127,complex,3,100,3/100,81
100,127,none,7,100,7/100,81
100,978,complex,8,100,8/100,100
100,978,none,3,100,3/100,100
100,978,trans,79,100,79/100,100
117,37,none,100,100,100/100,100
127,100,trans,71,100,71/100,81
127,148,complex,35,100,35/100,100
127,148,none,64,100,64/100,100
127,148,trans,1,100,1/100,100
127,403,none,46,100,46/100,59
127,403,trans,13,100,13/100,59
127,633,complex,1,100,1/100,100
127,633,none,97,100,97/100,100
127,633,trans,2,100,2/100,100
127,899,none,29,100,29/100,99
127,899,trans,70,100,70/100,99
127,991,none,90,100,90/100,97
127,991,trans,7,100,7/100,97
148,117,trans,100,100,100/100,100
148,253,none,6,100,6/100,100
148,253,trans,94,100,94/100,100
148,37,trans,100,100,100/100,100
148,420,trans,100,100,100/100,100
148,491,trans,100,100,100/100,100
148,633,complex,1,100,1/100,97
148,633,none,96,100,96/100,97
148,701,complex,1,100,1/100,100
148,701,none,1,100,1/100,100
148,701,trans,98,100,98/100,100
148,991,none,90,100,90/100,93
148,991,trans,3,100,3/100,93
311,633,complex,1,100,1/100,100
332,978,none,2,100,2/100,99
332,978,trans,1,100,1/100,99
403,633,none,46,100,46/100,87
633,311,trans,99,100,99/100,100
633,403,trans,41,100,41/100,87
633,991,none,90,100,90/100,90
978,100,trans,10,100,10/100,100
978,332,trans,96,100,96/100,99
