host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
105,169,complex,1,50,1/50,49
105,169,none,3,50,3/50,49
105,169,trans,45,50,45/50,49
105,4,complex,6,50,6/50,50
105,4,none,1,50,1/50,50
105,4,trans,43,50,43/50,50
105,473,none,4,50,4/50,33
105,473,trans,29,50,29/50,33
105,506,complex,5,50,5/50,50
108,667,none,5,50,5/50,50
127,234,none,5,50,5/50,49
127,234,trans,44,50,44/50,49
127,667,none,5,50,5/50,50
127,667,trans,45,50,45/50,50
127,922,complex,2,50,2/50,48
127,922,none,15,50,15/50,48
127,99,complex,4,50,4/50,50
127,99,none,9,50,9/50,50
127,99,trans,37,50,37/50,50
147,79,none,12,50,12/50,50
169,473,none,33,50,33/50,50
169,473,trans,17,50,17/50,50
19,557,complex,4,50,4/50,50
19,623,none,43,50,43/50,44
19,623,trans,1,50,1/50,44
19,95,complex,4,50,4/50,50
19,95,none,4,50,4/50,50
19,95,trans,42,50,42/50,50
201,79,none,28,50,28/50,49
222,462,complex,4,50,4/50,38
222,462,none,22,50,22/50,38
222,462,trans,1,50,1/50,38
222,97,complex,3,50,3/50,39
222,97,none,16,50,16/50,39
222,97,trans,2,50,2/50,39
231,290,none,41,50,41/50,41
231,30,none,34,50,34/50,34
231,52,none,44,50,44/50,46
231,65,none,41,50,41/50,48
234,667,none,49,50,49/50,50
283,82,none,4,50,4/50,50
290,201,trans,28,50,28/50,28
290,30,complex,1,50,1/50,50
290,30,none,41,50,41/50,50
290,30,trans,8,50,8/50,50
290,462,complex,2,50,2/50,41
290,462,trans,39,50,39/50,41
290,52,none,39,50,39/50,39
290,558,trans,50,50,50/50,50
290,65,none,50,50,50/50,50
290,79,trans,50,50,50/50,50
290,97,trans,45,50,45/50,45
30,52,none,33,50,33/50,33
30,65,none,42,50,42/50,42
411,65,none,1,50,1/50,42
446,97,none,14,50,14/50,49
462,222,trans,11,50,11/50,38
462,97,complex,2,50,2/50,48
462,97,none,37,50,37/50,48
462,97,trans,2,50,2/50,48
506,105,trans,45,50,45/50,50
506,65,complex,1,50,1/50,50
506,65,none,5,50,5/50,50
52,124,trans,50,50,50/50,50
52,231,trans,2,50,2/50,46
52,557,complex,14,50,14/50,50
52,557,none,4,50,4/50,50
52,557,trans,32,50,32/50,50
52,65,none,39,50,39/50,46
557,19,trans,46,50,46/50,50
557,623,complex,6,50,6/50,49
557,623,trans,43,50,43/50,49
558,3,trans,50,50,50/50,50
6,65,complex,4,50,4/50,50
6,869,trans,50,50,50/50,50
6,922,complex,1,50,1/50,38
6,922,none,37,50,37/50,38
623,82,complex,10,50,10/50,50
623,82,trans,40,50,40/50,50
65,193,trans,50,50,50/50,50
65,231,trans,7,50,7/50,48
65,411,trans,41,50,41/50,42
65,506,trans,44,50,44/50,50
65,52,trans,7,50,7/50,46
65,599,trans,50,50,50/50,50
65,6,trans,46,50,46/50,50
65,689,complex,24,50,24/50,50
65,689,trans,26,50,26/50,50
65,922,complex,2,50,2/50,50
65,922,trans,48,50,48/50,50
667,108,trans,45,50,45/50,50
667,234,trans,1,50,1/50,50
689,288,trans,50,50,50/50,50
79,147,trans,38,50,38/50,50
79,201,trans,21,50,21/50,49
82,283,trans,46,50,46/50,50
922,127,trans,31,50,31/50,48
97,222,trans,18,50,18/50,39
97,446,trans,35,50,35/50,49
97,462,trans,7,50,7/50,48
