host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
10,177,none,13,50,13/50,28
10,509,complex,3,50,3/50,50
10,509,none,10,50,10/50,50
10,509,trans,29,50,29/50,50
125,153,complex,22,50,22/50,30
125,153,none,4,50,4/50,30
125,233,none,2,50,2/50,50
125,233,trans,48,50,48/50,50
125,238,none,1,50,1/50,40
125,238,trans,39,50,39/50,40
125,302,trans,43,50,43/50,43
125,662,none,1,50,1/50,41
125,662,trans,40,50,40/50,41
125,694,complex,5,50,5/50,46
125,832,trans,49,50,49/50,49
126,912,none,1,50,1/50,50
134,177,none,3,50,3/50,50
135,205,none,50,50,50/50,50
135,231,none,35,50,35/50,35
135,274,none,50,50,50/50,50
135,349,none,50,50,50/50,50
135,977,none,50,50,50/50,50
149,217,none,47,50,47/50,47
149,244,none,4,50,4/50,50
149,385,none,42,50,42/50,42
153,125,trans,4,50,4/50,30
153,478,complex,33,50,33/50,42
153,478,none,6,50,6/50,42
153,688,complex,11,50,11/50,30
153,688,none,18,50,18/50,30
153,688,trans,1,50,1/50,30
153,694,complex,26,50,26/50,36
153,694,none,6,50,6/50,36
153,694,trans,3,50,3/50,36
153,894,complex,14,50,14/50,27
153,894,none,13,50,13/50,27
159,943,none,45,50,45/50,50
159,943,trans,4,50,4/50,50
161,426,none,33,50,33/50,33
177,10,trans,15,50,15/50,28
177,130,trans,50,50,50/50,50
177,134,trans,47,50,47/50,50
177,191,complex,28,50,28/50,43
177,191,none,13,50,13/50,43
177,191,trans,1,50,1/50,43
177,244,complex,3,50,3/50,27
177,244,none,24,50,24/50,27
177,344,none,26,50,26/50,36
177,344,trans,10,50,10/50,36
177,405,trans,49,50,49/50,49
177,478,complex,22,50,22/50,44
177,478,none,19,50,19/50,44
177,526,none,5,50,5/50,49
177,526,trans,44,50,44/50,49
177,620,trans,48,50,48/50,48
177,894,complex,22,50,22/50,41
177,894,none,19,50,19/50,41
191,161,trans,50,50,50/50,50
191,177,trans,1,50,1/50,43
191,218,none,22,50,22/50,50
191,218,trans,28,50,28/50,50
191,244,complex,4,50,4/50,37
191,244,none,33,50,33/50,37
191,344,none,13,50,13/50,31
191,344,trans,18,50,18/50,31
191,400,complex,3,50,3/50,50
191,400,trans,47,50,47/50,50
191,425,complex,1,50,1/50,46
191,425,trans,45,50,45/50,46
191,426,trans,50,50,50/50,50
191,478,complex,15,50,15/50,46
191,478,none,28,50,28/50,46
191,478,trans,2,50,2/50,46
191,688,complex,10,50,10/50,35
191,688,none,24,50,24/50,35
191,894,complex,15,50,15/50,34
191,894,none,18,50,18/50,34
191,894,trans,1,50,1/50,34
191,912,trans,50,50,50/50,50
205,231,none,35,50,35/50,35
205,274,none,50,50,50/50,50
205,349,none,50,50,50/50,50
205,977,none,50,50,50/50,50
217,244,none,3,50,3/50,49
217,385,none,39,50,39/50,39
23,694,complex,39,50,39/50,50
231,274,none,35,50,35/50,35
231,349,none,35,50,35/50,35
231,977,none,35,50,35/50,35
238,662,none,48,50,48/50,50
238,662,trans,1,50,1/50,50
244,135,trans,50,50,50/50,50
244,149,trans,46,50,46/50,50
244,159,trans,49,50,49/50,49
244,205,trans,50,50,50/50,50
244,217,trans,46,50,46/50,49
244,231,trans,50,50,50/50,50
244,274,trans,50,50,50/50,50
244,349,trans,50,50,50/50,50
244,385,complex,5,50,5/50,45
244,385,none,3,50,3/50,45
244,385,trans,37,50,37/50,45
244,478,complex,4,50,4/50,45
244,478,none,41,50,41/50,45
244,688,complex,8,50,8/50,33
244,688,none,25,50,25/50,33
244,785,trans,50,50,50/50,50
244,894,complex,8,50,8/50,37
244,894,none,27,50,27/50,37
244,943,trans,46,50,46/50,46
244,977,trans,50,50,50/50,50
274,349,none,50,50,50/50,50
274,977,none,50,50,50/50,50
275,385,complex,11,50,11/50,50
275,385,none,6,50,6/50,50
275,385,trans,1,50,1/50,50
276,385,complex,1,50,1/50,47
276,385,none,5,50,5/50,47
302,832,none,43,50,43/50,50
334,912,none,2,50,2/50,50
349,977,none,50,50,50/50,50
385,275,trans,32,50,32/50,50
385,276,trans,41,50,41/50,47
405,620,none,47,50,47/50,50
405,620,trans,2,50,2/50,50
425,912,complex,1,50,1/50,49
425,912,none,44,50,44/50,49
448,748,none,30,50,30/50,50
448,748,trans,6,50,6/50,50
478,153,trans,3,50,3/50,42
478,177,trans,3,50,3/50,44
478,191,trans,1,50,1/50,46
478,688,complex,12,50,12/50,30
478,688,none,18,50,18/50,30
478,694,complex,4,50,4/50,40
478,694,none,13,50,13/50,40
478,694,trans,23,50,23/50,40
478,894,complex,26,50,26/50,40
478,894,none,14,50,14/50,40
509,10,trans,8,50,8/50,50
620,405,trans,1,50,1/50,50
662,238,trans,1,50,1/50,50
688,191,trans,1,50,1/50,35
688,894,complex,12,50,12/50,30
688,894,none,18,50,18/50,30
694,125,trans,41,50,41/50,46
694,153,trans,1,50,1/50,36
694,23,trans,11,50,11/50,50
748,448,trans,14,50,14/50,50
832,302,trans,7,50,7/50,50
894,244,trans,2,50,2/50,37
894,301,trans,50,50,50/50,50
912,114,trans,50,50,50/50,50
912,123,trans,50,50,50/50,50
912,126,trans,49,50,49/50,50
912,334,trans,48,50,48/50,50
912,425,trans,4,50,4/50,49
943,159,trans,1,50,1/50,50
