host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
104,298,trans,100,100,100/100,100
113,332,none,21,100,21/100,97
113,332,trans,76,100,76/100,97
113,363,complex,78,100,78/100,100
113,363,none,7,100,7/100,100
113,363,trans,1,100,1/100,100
113,37,none,21,100,21/100,94
113,37,trans,73,100,73/100,94
165,104,trans,100,100,100/100,100
165,273,none,67,100,67/100,85
165,273,trans,18,100,18/100,85
165,363,complex,12,100,12/100,99
165,363,none,62,100,62/100,99
165,363,trans,17,100,17/100,99
165,93,none,67,100,67/100,85
165,93,trans,18,100,18/100,85
273,346,trans,100,100,100/100,100
273,363,none,56,100,56/100,57
273,60,none,1,100,1/100,100
273,60,trans,99,100,99/100,100
273,93,none,95,100,95/100,100
273,93,trans,3,100,3/100,100
298,188,trans,100,100,100/100,100
332,399,none,7,100,7/100,100
332,399,trans,90,100,90/100,100
363,113,trans,14,100,14/100,100
363,165,trans,8,100,8/100,99
363,273,trans,1,100,1/100,57
363,93,none,56,100,56/100,57
363,93,trans,1,100,1/100,57
399,332,trans,3,100,3/100,100
93,273,trans,2,100,2/100,100
