host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
130,168,complex,31,100,31/100,73
130,168,none,39,100,39/100,73
130,168,trans,1,100,1/100,73
130,257,complex,31,100,31/100,67
130,257,none,35,100,35/100,67
130,317,complex,2,100,2/100,99
130,317,none,8,100,8/100,99
130,317,trans,89,100,89/100,99
130,324,complex,29,100,29/100,90
130,324,none,35,100,35/100,90
130,324,trans,25,100,25/100,90
130,911,complex,20,100,20/100,72
130,911,none,37,100,37/100,72
130,911,trans,1,100,1/100,72
130,968,complex,13,100,13/100,51
130,968,none,36,100,36/100,51
168,130,trans,2,100,2/100,73
168,257,complex,79,100,79/100,99
168,257,none,15,100,15/100,99
168,257,trans,1,100,1/100,99
168,911,complex,14,100,14/100,58
168,911,none,42,100,42/100,58
168,911,trans,2,100,2/100,58
257,130,trans,1,100,1/100,67
257,168,trans,4,100,4/100,99
257,911,complex,21,100,21/100,92
257,911,none,53,100,53/100,92
257,911,trans,13,100,13/100,92
257,968,complex,46,100,46/100,75
257,968,none,28,100,28/100,75
324,130,trans,1,100,1/100,90
911,130,trans,14,100,14/100,72
911,257,trans,5,100,5/100,92
911,968,complex,57,100,57/100,82
911,968,none,19,100,19/100,82
911,968,trans,2,100,2/100,82
968,130,trans,2,100,2/100,51
968,257,trans,1,100,1/100,75
968,911,trans,4,100,4/100,82
