host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
123,162,none,92,100,92/100,92
123,275,none,74,100,74/100,74
123,334,none,91,100,91/100,97
123,555,complex,47,100,47/100,100
123,555,none,1,100,1/100,100
123,555,trans,52,100,52/100,100
123,716,complex,3,100,3/100,87
123,716,none,84,100,84/100,87
123,83,none,89,100,89/100,89
139,196,none,44,100,44/100,100
162,275,none,73,100,73/100,73
162,334,none,97,100,97/100,97
162,356,none,6,100,6/100,100
162,356,trans,94,100,94/100,100
162,398,complex,17,100,17/100,100
162,398,trans,83,100,83/100,100
162,514,none,14,100,14/100,100
162,514,trans,86,100,86/100,100
162,659,none,1,100,1/100,100
162,659,trans,99,100,99/100,100
162,716,none,87,100,87/100,88
162,79,none,1,100,1/100,100
162,79,trans,99,100,99/100,100
162,83,none,90,100,90/100,90
196,139,trans,56,100,56/100,100
196,425,complex,26,100,26/100,61
196,425,none,13,100,13/100,61
214,514,complex,3,100,3/100,100
214,514,none,16,100,16/100,100
275,334,none,74,100,74/100,97
275,425,none,2,100,2/100,100
275,425,trans,98,100,98/100,100
275,605,none,21,100,21/100,100
275,605,trans,79,100,79/100,100
275,716,none,74,100,74/100,75
275,83,complex,1,100,1/100,75
275,83,none,73,100,73/100,75
334,123,trans,6,100,6/100,97
334,275,trans,23,100,23/100,97
334,716,complex,52,100,52/100,100
334,716,none,40,100,40/100,100
334,716,trans,8,100,8/100,100
334,83,complex,2,100,2/100,98
334,83,none,90,100,90/100,98
334,83,trans,6,100,6/100,98
356,514,none,80,100,80/100,80
398,849,complex,6,100,6/100,100
398,849,trans,94,100,94/100,100
425,196,trans,22,100,22/100,61
473,716,complex,15,100,15/100,95
473,716,none,9,100,9/100,95
514,214,trans,81,100,81/100,100
716,162,trans,1,100,1/100,88
716,275,trans,1,100,1/100,75
716,473,trans,71,100,71/100,95
716,83,complex,2,100,2/100,88
716,83,none,85,100,85/100,88
716,83,trans,1,100,1/100,88
83,275,trans,1,100,1/100,75
