host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
234,267,complex,38,50,38/50,50
234,267,none,2,50,2/50,50
267,234,trans,10,50,10/50,50
267,456,complex,21,50,21/50,44
267,456,none,23,50,23/50,44
267,776,complex,17,50,17/50,36
267,776,none,19,50,19/50,36
267,80,complex,35,50,35/50,46
267,80,none,11,50,11/50,46
267,895,complex,17,50,17/50,33
267,895,none,16,50,16/50,33
303,482,complex,40,50,40/50,50
303,776,complex,22,50,22/50,32
303,776,none,5,50,5/50,32
456,776,complex,11,50,11/50,32
456,776,none,20,50,20/50,32
456,776,trans,1,50,1/50,32
456,80,complex,20,50,20/50,45
456,80,none,20,50,20/50,45
482,303,trans,10,50,10/50,50
482,776,complex,25,50,25/50,41
482,776,none,13,50,13/50,41
550,895,complex,1,50,1/50,46
550,895,none,17,50,17/50,46
659,895,complex,3,50,3/50,50
776,303,trans,5,50,5/50,32
776,482,trans,3,50,3/50,41
776,80,complex,32,50,32/50,45
776,80,none,10,50,10/50,45
776,80,trans,2,50,2/50,45
80,456,trans,5,50,5/50,45
80,776,trans,1,50,1/50,45
80,895,complex,7,50,7/50,44
80,895,none,22,50,22/50,44
80,895,trans,15,50,15/50,44
895,550,trans,28,50,28/50,46
895,659,trans,47,50,47/50,50
