host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
123,233,complex,1,50,1/50,50
132,162,trans,50,50,50/50,50
132,235,trans,50,50,50/50,50
132,358,complex,46,50,46/50,50
132,358,trans,4,50,4/50,50
132,4,trans,50,50,50/50,50
132,467,complex,1,50,1/50,49
132,467,trans,48,50,48/50,49
132,475,complex,25,50,25/50,50
132,54,none,1,50,1/50,50
132,54,trans,49,50,49/50,50
132,80,trans,50,50,50/50,50
164,233,none,6,50,6/50,50
164,303,trans,50,50,50/50,50
164,364,none,46,50,46/50,46
233,123,trans,49,50,49/50,50
233,164,trans,44,50,44/50,50
233,347,complex,2,50,2/50,43
233,347,none,12,50,12/50,43
233,347,trans,29,50,29/50,43
233,364,none,6,50,6/50,49
233,364,trans,43,50,43/50,49
233,55,none,44,50,44/50,47
233,55,trans,3,50,3/50,47
233,628,none,48,50,48/50,50
233,628,trans,2,50,2/50,50
233,96,trans,50,50,50/50,50
259,347,none,12,50,12/50,49
259,347,trans,3,50,3/50,49
259,662,complex,34,50,34/50,40
259,662,none,4,50,4/50,40
259,662,trans,2,50,2/50,40
290,876,complex,37,50,37/50,43
290,949,complex,28,50,28/50,49
290,949,none,10,50,10/50,49
290,949,trans,11,50,11/50,49
303,423,trans,50,50,50/50,50
303,719,trans,50,50,50/50,50
347,259,trans,34,50,34/50,49
347,596,none,18,50,18/50,50
347,596,trans,30,50,30/50,50
347,68,complex,12,50,12/50,38
347,68,none,9,50,9/50,38
347,68,trans,13,50,13/50,38
423,800,trans,50,50,50/50,50
467,544,none,4,50,4/50,50
467,544,trans,45,50,45/50,50
467,943,complex,1,50,1/50,50
467,943,none,3,50,3/50,50
467,943,trans,46,50,46/50,50
475,132,trans,25,50,25/50,50
544,467,trans,1,50,1/50,50
55,628,none,42,50,42/50,42
55,876,complex,21,50,21/50,50
55,876,none,1,50,1/50,50
55,876,trans,25,50,25/50,50
596,347,trans,2,50,2/50,50
596,68,complex,3,50,3/50,48
596,68,none,30,50,30/50,48
596,68,trans,10,50,10/50,48
628,453,trans,50,50,50/50,50
628,475,trans,50,50,50/50,50
628,651,trans,50,50,50/50,50
662,68,complex,27,50,27/50,29
662,68,none,2,50,2/50,29
68,347,trans,4,50,4/50,38
68,596,trans,5,50,5/50,48
861,949,none,4,50,4/50,50
876,290,trans,6,50,6/50,43
876,55,trans,3,50,3/50,50
876,949,complex,15,50,15/50,29
876,949,trans,14,50,14/50,29
949,861,trans,46,50,46/50,50
