host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
110,372,none,2,50,2/50,40
110,84,none,36,50,36/50,43
118,153,complex,21,50,21/50,34
118,153,none,11,50,11/50,34
118,42,complex,15,50,15/50,34
118,42,none,12,50,12/50,34
118,663,complex,11,50,11/50,28
118,663,none,8,50,8/50,28
133,376,complex,2,50,2/50,39
133,376,none,31,50,31/50,39
133,376,trans,4,50,4/50,39
133,84,complex,18,50,18/50,49
133,84,none,3,50,3/50,49
134,372,none,1,50,1/50,50
139,309,complex,3,50,3/50,50
139,309,none,42,50,42/50,50
139,309,trans,1,50,1/50,50
139,372,complex,2,50,2/50,45
139,372,none,2,50,2/50,45
153,118,trans,2,50,2/50,34
153,382,complex,17,50,17/50,26
153,382,none,8,50,8/50,26
153,382,trans,1,50,1/50,26
153,42,complex,27,50,27/50,36
153,42,none,9,50,9/50,36
153,663,complex,36,50,36/50,41
153,663,none,5,50,5/50,41
180,260,none,21,50,21/50,50
180,260,trans,21,50,21/50,50
260,180,trans,8,50,8/50,50
309,139,trans,4,50,4/50,50
309,372,none,5,50,5/50,49
354,597,none,1,50,1/50,50
372,110,trans,38,50,38/50,40
372,134,trans,49,50,49/50,50
372,139,trans,41,50,41/50,45
372,309,trans,44,50,44/50,49
372,382,complex,10,50,10/50,41
372,382,none,22,50,22/50,41
372,382,trans,9,50,9/50,41
372,42,complex,20,50,20/50,34
372,42,none,14,50,14/50,34
372,44,complex,5,50,5/50,27
372,44,none,7,50,7/50,27
372,44,trans,15,50,15/50,27
372,663,complex,45,50,45/50,49
372,663,none,4,50,4/50,49
372,84,complex,12,50,12/50,47
372,84,none,2,50,2/50,47
372,84,trans,33,50,33/50,47
372,93,complex,4,50,4/50,31
372,93,none,5,50,5/50,31
372,93,trans,22,50,22/50,31
376,133,trans,2,50,2/50,39
376,84,complex,5,50,5/50,45
376,84,none,11,50,11/50,45
382,42,complex,20,50,20/50,36
382,42,none,6,50,6/50,36
382,42,trans,2,50,2/50,36
382,663,complex,30,50,30/50,42
382,663,none,6,50,6/50,42
382,663,trans,1,50,1/50,42
42,118,trans,7,50,7/50,34
42,382,trans,8,50,8/50,36
42,663,complex,39,50,39/50,42
42,663,none,3,50,3/50,42
42,763,complex,6,50,6/50,28
42,763,none,11,50,11/50,28
42,763,trans,11,50,11/50,28
44,93,complex,20,50,20/50,50
44,93,none,6,50,6/50,50
44,93,trans,12,50,12/50,50
574,84,complex,7,50,7/50,49
574,84,none,14,50,14/50,49
597,354,trans,49,50,49/50,50
663,118,trans,9,50,9/50,28
663,382,trans,5,50,5/50,42
763,180,trans,42,50,42/50,42
763,260,trans,29,50,29/50,29
763,829,trans,50,50,50/50,50
84,110,trans,7,50,7/50,43
84,133,trans,28,50,28/50,49
84,376,trans,29,50,29/50,45
84,574,trans,28,50,28/50,49
93,44,trans,12,50,12/50,50
