host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
115,121,complex,5,10,5/10,7
115,121,none,2,10,2/10,7
115,844,complex,7,10,7/10,10
115,844,none,3,10,3/10,10
115,982,complex,7,10,7/10,8
115,982,none,1,10,1/10,8
121,137,complex,2,10,2/10,10
121,137,none,2,10,2/10,10
121,137,trans,6,10,6/10,10
121,188,none,2,10,2/10,7
121,188,trans,5,10,5/10,7
121,297,complex,1,10,1/10,10
121,297,none,1,10,1/10,10
121,297,trans,8,10,8/10,10
121,298,complex,8,10,8/10,9
121,298,trans,1,10,1/10,9
121,319,none,2,10,2/10,9
121,319,trans,7,10,7/10,9
121,330,complex,8,10,8/10,8
121,367,complex,8,10,8/10,10
121,367,trans,2,10,2/10,10
121,524,none,2,10,2/10,8
121,524,trans,6,10,6/10,8
121,577,none,2,10,2/10,8
121,577,trans,6,10,6/10,8
121,59,none,2,10,2/10,8
121,59,trans,6,10,6/10,8
121,719,complex,7,10,7/10,7
121,728,complex,6,10,6/10,7
121,728,none,1,10,1/10,7
121,847,complex,6,10,6/10,10
121,847,trans,4,10,4/10,10
121,982,complex,4,10,4/10,9
121,982,none,5,10,5/10,9
13,421,complex,7,10,7/10,9
13,421,none,2,10,2/10,9
13,982,complex,6,10,6/10,10
176,524,complex,1,10,1/10,7
176,593,complex,1,10,1/10,10
176,593,none,6,10,6/10,10
188,189,complex,3,10,3/10,10
188,189,trans,7,10,7/10,10
188,577,none,8,10,8/10,8
188,59,none,9,10,9/10,9
188,8,complex,6,10,6/10,10
188,8,trans,4,10,4/10,10
298,330,complex,5,10,5/10,6
298,330,none,1,10,1/10,6
330,719,complex,5,10,5/10,7
330,719,none,2,10,2/10,7
330,982,complex,6,10,6/10,8
330,982,none,2,10,2/10,8
361,411,complex,7,10,7/10,10
361,411,trans,3,10,3/10,10
367,847,complex,4,10,4/10,7
367,847,none,1,10,1/10,7
367,847,trans,1,10,1/10,7
411,391,trans,10,10,10/10,10
411,46,trans,10,10,10/10,10
411,512,complex,4,10,4/10,10
411,512,trans,6,10,6/10,10
419,524,complex,1,10,1/10,10
421,719,complex,3,10,3/10,6
421,719,none,3,10,3/10,6
421,728,complex,6,10,6/10,9
421,728,none,3,10,3/10,9
421,982,complex,7,10,7/10,8
421,982,trans,1,10,1/10,8
524,176,trans,6,10,6/10,7
524,419,trans,9,10,9/10,10
524,593,trans,10,10,10/10,10
577,59,none,9,10,9/10,9
593,176,trans,3,10,3/10,10
719,982,complex,8,10,8/10,8
728,982,complex,8,10,8/10,8
847,367,trans,1,10,1/10,7
982,13,trans,4,10,4/10,10
982,361,trans,6,10,6/10,6
