dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
AA,1.0,1.0,1.0,1.0,1.0,1.0
AC,1.0,1.0,1.0,1.0,1.0,1.0
AI,0.308,0.857,0.453,0.367,0.786,0.5
AJ,0.667,1.0,0.8,0.667,1.0,0.8
AQ,0.2,0.25,0.222,0.111,0.125,0.118
AW,0.111,0.278,0.159,0.133,0.222,0.167
BA,0.714,1.0,0.833,0.667,0.8,0.727
BB,0.4,0.667,0.5,0.429,0.5,0.462
BC,1.0,1.0,1.0,1.0,1.0,1.0
BJ,1.0,1.0,1.0,1.0,1.0,1.0
