host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
100,161,none,3,10,3/10,10
132,161,complex,4,10,4/10,10
134,391,none,6,10,6/10,10
134,391,trans,4,10,4/10,10
135,161,complex,4,10,4/10,6
135,161,none,1,10,1/10,6
135,211,complex,3,10,3/10,6
135,211,none,3,10,3/10,6
135,410,complex,2,10,2/10,6
135,410,none,3,10,3/10,6
135,765,complex,5,10,5/10,7
135,765,none,1,10,1/10,7
142,614,complex,7,10,7/10,10
154,594,none,6,10,6/10,10
161,100,trans,7,10,7/10,10
161,132,trans,6,10,6/10,10
161,135,trans,1,10,1/10,6
161,17,complex,1,10,1/10,7
161,17,none,1,10,1/10,7
161,17,trans,5,10,5/10,7
161,211,complex,6,10,6/10,8
161,211,none,2,10,2/10,8
161,350,complex,2,10,2/10,8
161,350,none,3,10,3/10,8
161,350,trans,3,10,3/10,8
161,410,complex,7,10,7/10,9
161,410,none,2,10,2/10,9
161,423,complex,7,10,7/10,8
161,423,none,1,10,1/10,8
161,482,complex,2,10,2/10,10
161,482,trans,8,10,8/10,10
161,493,complex,3,10,3/10,8
161,493,none,1,10,1/10,8
161,493,trans,4,10,4/10,8
161,512,none,2,10,2/10,8
161,512,trans,6,10,6/10,8
161,515,complex,4,10,4/10,9
161,515,trans,5,10,5/10,9
161,622,complex,7,10,7/10,10
161,622,none,3,10,3/10,10
161,724,complex,5,10,5/10,10
161,724,none,2,10,2/10,10
161,724,trans,3,10,3/10,10
161,765,complex,6,10,6/10,8
161,765,none,1,10,1/10,8
161,765,trans,1,10,1/10,8
161,864,none,9,10,9/10,10
161,864,trans,1,10,1/10,10
161,941,complex,6,10,6/10,9
161,941,none,1,10,1/10,9
161,941,trans,2,10,2/10,9
178,81,none,1,10,1/10,9
211,350,complex,2,10,2/10,6
211,350,none,4,10,4/10,6
211,410,complex,3,10,3/10,6
211,410,none,3,10,3/10,6
211,724,complex,3,10,3/10,6
211,724,none,3,10,3/10,6
211,941,complex,1,10,1/10,6
211,941,none,5,10,5/10,6
264,622,complex,10,10,10/10,10
274,622,complex,10,10,10/10,10
300,941,none,3,10,3/10,10
317,539,none,7,10,7/10,7
317,716,none,6,10,6/10,6
350,410,complex,2,10,2/10,6
350,410,none,4,10,4/10,6
350,724,none,4,10,4/10,7
350,724,trans,1,10,1/10,7
350,765,complex,2,10,2/10,9
350,765,none,6,10,6/10,9
410,135,trans,1,10,1/10,6
410,423,complex,4,10,4/10,6
410,423,none,2,10,2/10,6
410,724,complex,6,10,6/10,8
410,724,none,2,10,2/10,8
410,765,complex,6,10,6/10,9
410,765,none,3,10,3/10,9
466,614,complex,10,10,10/10,10
493,515,complex,2,10,2/10,8
493,515,none,1,10,1/10,8
493,515,trans,2,10,2/10,8
515,174,trans,10,10,10/10,10
515,241,trans,10,10,10/10,10
515,407,trans,10,10,10/10,10
515,493,trans,3,10,3/10,8
515,659,trans,10,10,10/10,10
515,661,trans,10,10,10/10,10
515,718,trans,10,10,10/10,10
539,622,complex,7,10,7/10,10
539,716,none,6,10,6/10,6
594,154,trans,4,10,4/10,10
612,81,complex,3,10,3/10,10
612,81,none,2,10,2/10,10
614,142,trans,3,10,3/10,10
622,104,trans,10,10,10/10,10
622,107,trans,10,10,10/10,10
622,13,trans,10,10,10/10,10
622,154,trans,6,10,6/10,6
622,16,trans,9,10,9/10,9
622,279,trans,9,10,9/10,9
622,317,trans,10,10,10/10,10
622,522,trans,10,10,10/10,10
622,539,trans,3,10,3/10,10
622,594,trans,10,10,10/10,10
622,716,trans,10,10,10/10,10
716,159,trans,10,10,10/10,10
716,81,complex,2,10,2/10,9
716,81,trans,7,10,7/10,9
724,350,trans,2,10,2/10,7
724,765,complex,2,10,2/10,8
724,765,none,4,10,4/10,8
724,765,trans,2,10,2/10,8
724,941,complex,1,10,1/10,6
724,941,none,4,10,4/10,6
765,135,trans,1,10,1/10,7
765,350,trans,1,10,1/10,9
81,101,trans,10,10,10/10,10
81,166,trans,10,10,10/10,10
81,178,trans,8,10,8/10,9
81,612,trans,5,10,5/10,10
81,638,trans,10,10,10/10,10
81,675,trans,10,10,10/10,10
81,922,complex,3,10,3/10,10
81,922,trans,7,10,7/10,10
81,943,none,1,10,1/10,9
81,943,trans,8,10,8/10,9
864,163,trans,10,10,10/10,10
864,299,trans,10,10,10/10,10
864,395,trans,10,10,10/10,10
864,709,trans,10,10,10/10,10
941,134,trans,10,10,10/10,10
941,300,trans,7,10,7/10,10
941,391,trans,6,10,6/10,6
941,724,trans,1,10,1/10,6
