host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5
206,1000_to_1099,1049.5,10,10,1,1,1.5976937,1.5976937,1.63703,3.9650990000000004,2.3330975333333335,2.3330975333333335,1.5976937,1.5976937,1.63703,3.9650990000000004,2.3330975333333335,2.3330975333333335,1,0,0,0,0
254,1000_to_1099,1049.5,10,10,1,6,0.9173506,0.9173506,0.48544299999999996,1.57757,0.8971342222222222,0.8971342222222222,0.9173506,0.9173506,0.48544299999999996,1.57757,0.8971342222222222,0.8971342222222222,1,0,0,0,0
26,1000_to_1099,1049.5,10,10,1,1,1.2294892000000002,1.2294892000000002,1.011709,1.6711649999999998,0.6144129333333334,0.6144129333333334,1.2294892000000002,1.2294892000000002,1.011709,1.6711649999999998,0.6144129333333334,0.6144129333333334,1,0,0,0,0
265,1000_to_1099,1049.5,10,10,4,6,13.128704399999998,6.249643,12.927746999999998,33.182022,21.146129244444445,10.62837,13.128704399999998,6.249643,12.927746999999998,33.182022,21.146129244444445,10.62837,0.3,0.3,0.3,0.1,0
476,1000_to_1099,1049.5,10,10,1,1,0.5618604,0.5618604,0.860168,1.317368,0.6910214666666666,0.6910214666666666,0.5618604,0.5618604,0.860168,1.317368,0.6910214666666666,0.6910214666666666,1,0,0,0,0
479,1000_to_1099,1049.5,10,10,1,3,3.7903478,3.7903478,3.140814,9.460522000000001,5.655375155555556,5.655375155555556,3.7903478,3.7903478,3.140814,9.460522000000001,5.655375155555556,5.655375155555556,1,0,0,0,0
69,1000_to_1099,1049.5,10,10,3,6,5.6956777,4.055175,2.328968,10.208328,5.970454822222222,3.9215721904761907,5.6956777,4.055175,2.328968,10.208328,5.970454822222222,3.9215721904761907,0.7,0.2,0.1,0,0
99,1000_to_1099,1049.5,10,10,1,2,1.6075782999999997,1.6075782999999997,2.2282859999999998,4.443138,1.9601103777777777,1.9601103777777777,1.6075782999999997,1.6075782999999997,2.2282859999999998,4.443138,1.9601103777777777,1.9601103777777777,1,0,0,0,0
206,10200_to_10299,10249.5,10,10,1,1,1.4055505,1.4055505,1.343376,3.276916,2.068349711111111,2.068349711111111,1.4055505,1.4055505,1.343376,3.276916,2.068349711111111,2.068349711111111,1,0,0,0,0
254,10200_to_10299,10249.5,10,10,1,3,0.8408439000000001,0.8408439000000001,1.248579,2.4204039999999996,1.2339026444444443,1.2339026444444443,0.8408439000000001,0.8408439000000001,1.248579,2.4204039999999996,1.2339026444444443,1.2339026444444443,1,0,0,0,0
26,10200_to_10299,10249.5,10,10,1,1,0.38017029999999996,0.38017029999999996,0.686306,1.340727,0.5168070444444445,0.5168070444444445,0.38017029999999996,0.38017029999999996,0.686306,1.340727,0.5168070444444445,0.5168070444444445,1,0,0,0,0
265,10200_to_10299,10249.5,10,10,2,6,9.0681317,9.584039500000001,8.6772570000000009,22.345606,14.850840911111112,11.816873133333333,9.0681317,9.584039500000001,8.6772570000000009,22.345606,14.850840911111112,11.816873133333333,0.6,0.4,0,0,0
476,10200_to_10299,10249.5,10,10,1,10,0.8193868999999999,0.8193868999999999,1.007075,1.677769,0.8006354,0.8006354,0.8193868999999999,0.8193868999999999,1.007075,1.677769,0.8006354,0.8006354,1,0,0,0,0
479,10200_to_10299,10249.5,10,10,2,4,5.217854100000001,4.437851333333334,3.554486,9.059319,5.6277682,5.1377885333333335,5.217854100000001,4.437851333333334,3.554486,9.059319,5.6277682,5.1377885333333335,0.6,0.4,0,0,0
69,10200_to_10299,10249.5,10,10,5,5,9.0118193,2.825503,26.773357,34.243939,12.754293933333333,2.3619476666666666,9.0118193,2.825503,26.773357,34.243939,12.754293933333333,2.3619476666666666,0.4,0.2,0.2,0.1,0.1
99,10200_to_10299,10249.5,10,10,1,2,1.9133208000000004,1.9133208000000004,1.760593,4.830451,1.862377688888889,1.862377688888889,1.9133208000000004,1.9133208000000004,1.760593,4.830451,1.862377688888889,1.862377688888889,1,0,0,0,0
206,10800_to_10899,10849.5,10,10,1,1,3.3996874999999998,3.3996874999999998,3.713684,6.708849,3.618915311111111,3.618915311111111,3.3996874999999998,3.3996874999999998,3.713684,6.708849,3.618915311111111,3.618915311111111,1,0,0,0,0
254,10800_to_10899,10849.5,10,10,1,7,1.5579460999999997,1.5579460999999997,1.1449529999999999,3.4407960000000006,1.9063289555555556,1.9063289555555556,1.5579460999999997,1.5579460999999997,1.1449529999999999,3.4407960000000006,1.9063289555555556,1.9063289555555556,1,0,0,0,0
26,10800_to_10899,10849.5,10,10,1,1,1.4745516999999997,1.4745516999999997,1.669954,2.4581539999999995,0.9421615777777778,0.9421615777777778,1.4745516999999997,1.4745516999999997,1.669954,2.4581539999999995,0.9421615777777778,0.9421615777777778,1,0,0,0,0
265,10800_to_10899,10849.5,10,10,3,5,10.7690831,12.732257599999999,20.93584,34.936694,19.422048644444445,19.6794122,10.7690831,12.732257599999999,20.93584,34.936694,19.422048644444445,19.6794122,0.5,0.4,0.1,0,0
476,10800_to_10899,10849.5,10,10,1,2,1.1445556,1.1445556,2.2869300000000004,2.8581930000000004,1.5353904888888892,1.5353904888888892,1.1445556,1.1445556,2.2869300000000004,2.8581930000000004,1.5353904888888892,1.5353904888888892,1,0,0,0,0
479,10800_to_10899,10849.5,10,10,3,3,16.800827199999997,6.224535571428572,7.001859,26.748352,14.067863066666668,6.949769047619048,16.800827199999997,6.224535571428572,7.001859,26.748352,14.067863066666668,6.949769047619048,0.7,0.2,0.1,0,0
69,10800_to_10899,10849.5,10,10,3,4,11.828581699999997,6.481945249999999,8.149109,27.156447,15.840139577777776,4.814781166666665,11.828581699999997,6.481945249999999,8.149109,27.156447,15.840139577777776,4.814781166666665,0.4,0.4,0.2,0,0
99,10800_to_10899,10849.5,10,10,1,2,2.5159496999999997,2.5159496999999997,4.048469,9.082841,3.4108479333333332,3.4108479333333332,2.5159496999999997,2.5159496999999997,4.048469,9.082841,3.4108479333333332,3.4108479333333332,1,0,0,0,0
206,1300_to_1399,1349.5,10,10,1,4,1.0338476,1.0338476,0.895367,2.287891,1.5302618666666665,1.5302618666666665,1.0338476,1.0338476,0.895367,2.287891,1.5302618666666665,1.5302618666666665,1,0,0,0,0
