dataset,50,60,70,80,90,100
SEIR015_sl1000_mr0125_nv10_1,0.794,0.764,0.667,0.598,0.558,0.558
SEIR015_sl1000_mr0125_nv10_10,0.765,0.765,0.765,0.688,0.667,0.667
SEIR015_sl1000_mr0125_nv10_11,0.75,0.75,0.636,0.526,0.526,0.526
SEIR015_sl1000_mr0125_nv10_12,0.769,0.72,0.421,0.421,0.421,0.421
SEIR015_sl1000_mr0125_nv10_13,0.879,0.854,0.841,0.709,0.709,0.709
SEIR015_sl1000_mr0125_nv10_14,0.838,0.846,0.8,0.727,0.706,0.69
SEIR015_sl1000_mr0125_nv10_15,0.685,0.667,0.5,0.4,0.4,0.4
SEIR015_sl1000_mr0125_nv10_16,0.75,0.76,0.733,0.707,0.707,0.707
SEIR015_sl1000_mr0125_nv10_17,0.717,0.717,0.692,0.612,0.625,0.625
SEIR015_sl1000_mr0125_nv10_18,0.667,0.737,0.588,0.588,0.588,0.588
SEIR015_sl1000_mr0125_nv10_19,0.615,0.615,0.627,0.612,0.625,0.625
SEIR015_sl1000_mr0125_nv10_2,0.741,0.741,0.741,0.692,0.692,0.692
SEIR015_sl1000_mr0125_nv10_20,0.9,0.897,0.771,0.754,0.716,0.716
SEIR015_sl1000_mr0125_nv10_3,0.737,0.778,0.625,0.625,0.625,0.625
SEIR015_sl1000_mr0125_nv10_4,0.8,0.8,0.778,0.75,0.75,0.75
SEIR015_sl1000_mr0125_nv10_5,0.466,0.444,0.423,0.377,0.328,0.328
SEIR015_sl1000_mr0125_nv10_6,0.689,0.689,0.632,0.604,0.52,0.52
SEIR015_sl1000_mr0125_nv10_7,0.775,0.774,0.673,0.604,0.602,0.602
SEIR015_sl1000_mr0125_nv10_8,0.686,0.625,0.5,0.5,0.435,0.435
SEIR015_sl1000_mr0125_nv10_9,0.389,0.412,0.323,0.357,0.357,0.37
SEIR015_sl1000_mr025_nv10_1,0.8,0.842,0.842,0.842,0.842,0.842
