dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr025_nv20_15,0.632,0.5,0.558,0.684,0.542,0.605
SEIR015_sl1000_mr025_nv20_16,0.909,0.667,0.769,0.909,0.667,0.769
SEIR015_sl1000_mr025_nv20_17,0.931,0.482,0.635,0.818,0.482,0.607
SEIR015_sl1000_mr025_nv20_18,0.606,0.513,0.556,0.606,0.513,0.556
SEIR015_sl1000_mr025_nv20_19,0.429,0.273,0.333,0.429,0.273,0.333
SEIR015_sl1000_mr025_nv20_2,0.938,0.6,0.732,0.941,0.64,0.762
SEIR015_sl1000_mr025_nv20_20,0.75,0.474,0.581,0.75,0.474,0.581
SEIR015_sl1000_mr025_nv20_3,0.692,0.545,0.61,0.72,0.545,0.621
SEIR015_sl1000_mr025_nv20_4,0.778,0.424,0.549,0.778,0.424,0.549
SEIR015_sl1000_mr025_nv20_5,0.95,0.487,0.644,0.905,0.487,0.633
SEIR015_sl1000_mr025_nv20_6,0.75,0.553,0.636,0.778,0.553,0.646
SEIR015_sl1000_mr025_nv20_7,1,0.75,0.857,1,0.75,0.857
SEIR015_sl1000_mr025_nv20_8,0.736,0.582,0.65,0.867,0.582,0.696
SEIR015_sl1000_mr025_nv20_9,0.857,0.333,0.48,0.75,0.333,0.462
SEIR015_sl1000_mr025_nv5_1,1,0.071,0.133,1,0.071,0.133
SEIR015_sl1000_mr025_nv5_10,0.636,0.389,0.483,0.824,0.389,0.528
SEIR015_sl1000_mr025_nv5_11,0.7,0.298,0.418,0.778,0.298,0.431
SEIR015_sl1000_mr025_nv5_12,1,0.182,0.308,0.5,0.182,0.267
SEIR015_sl1000_mr025_nv5_13,1,0.355,0.524,1,0.355,0.524
SEIR015_sl1000_mr025_nv5_14,0.8,0.533,0.64,0.889,0.533,0.667
SEIR015_sl1000_mr025_nv5_15,0.686,0.369,0.48,0.875,0.323,0.472
SEIR015_sl1000_mr025_nv5_16,1,0.308,0.471,1,0.423,0.595
SEIR015_sl1000_mr025_nv5_17,0.933,0.341,0.5,1,0.39,0.561
SEIR015_sl1000_mr025_nv5_18,0.815,0.4,0.537,0.88,0.4,0.55
SEIR015_sl1000_mr025_nv5_19,0.5,0.455,0.476,0.625,0.455,0.526
SEIR015_sl1000_mr025_nv5_2,1,0.444,0.615,1,0.444,0.615
SEIR015_sl1000_mr025_nv5_20,0.714,0.244,0.364,0.714,0.244,0.364
SEIR015_sl1000_mr025_nv5_3,0.692,0.333,0.45,0.692,0.333,0.45
SEIR015_sl1000_mr025_nv5_4,0.762,0.32,0.451,0.762,0.32,0.451
SEIR015_sl1000_mr025_nv5_5,0.833,0.238,0.37,0.833,0.238,0.37
SEIR015_sl1000_mr025_nv5_6,0.346,0.145,0.205,0.562,0.145,0.231
SEIR015_sl1000_mr025_nv5_7,0.889,0.308,0.457,0.8,0.308,0.444
SEIR015_sl1000_mr025_nv5_8,0.889,0.348,0.5,1,0.348,0.516
SEIR015_sl1000_mr025_nv5_9,0.56,0.35,0.431,0.64,0.4,0.492
SEIR015_sl1000_mr05_nv10_1,0.714,0.294,0.417,0.833,0.294,0.435
SEIR015_sl1000_mr05_nv10_10,0.875,0.778,0.824,0.8,0.889,0.842
SEIR015_sl1000_mr05_nv10_11,0.375,0.375,0.375,0.6,0.375,0.462
SEIR015_sl1000_mr05_nv10_12,0.571,0.5,0.533,0.625,0.625,0.625
SEIR015_sl1000_mr05_nv10_13,0.927,0.623,0.745,0.927,0.623,0.745
SEIR015_sl1000_mr05_nv10_14,0.81,0.37,0.507,0.81,0.37,0.507
SEIR015_sl1000_mr05_nv10_15,0.75,0.273,0.4,0.333,0.091,0.143
SEIR015_sl1000_mr05_nv10_16,0.893,0.61,0.725,0.893,0.61,0.725
SEIR015_sl1000_mr05_nv10_17,0.681,0.464,0.552,0.727,0.464,0.566
SEIR015_sl1000_mr05_nv10_18,0.704,0.463,0.559,0.72,0.439,0.545
SEIR015_sl1000_mr05_nv10_19,0.556,0.469,0.508,0.833,0.469,0.6
SEIR015_sl1000_mr05_nv10_2,1,0.31,0.473,0.867,0.31,0.456
SEIR015_sl1000_mr05_nv10_20,0.429,0.146,0.218,0.833,0.122,0.213
SEIR015_sl1000_mr05_nv10_3,0.867,0.696,0.772,0.907,0.696,0.788
SEIR015_sl1000_mr05_nv10_4,0.476,0.312,0.377,0.524,0.344,0.415
SEIR015_sl1000_mr05_nv10_5,0.714,0.455,0.556,0.75,0.545,0.632
SEIR015_sl1000_mr05_nv10_6,0.923,0.4,0.558,0.929,0.433,0.591
SEIR015_sl1000_mr05_nv10_7,0.5,0.615,0.552,0.5,0.538,0.519
SEIR015_sl1000_mr05_nv10_8,0.875,0.583,0.7,0.875,0.583,0.7
SEIR015_sl1000_mr05_nv10_9,0.545,0.4,0.462,0.6,0.4,0.48
SEIR015_sl250_mr025_nv10_1,0.478,0.647,0.55,0.647,0.647,0.647
SEIR015_sl250_mr025_nv10_10,0.521,0.424,0.467,0.641,0.424,0.51
SEIR015_sl250_mr025_nv10_11,0.542,0.382,0.448,0.542,0.382,0.448
SEIR015_sl250_mr025_nv10_12,0.6,0.558,0.578,0.658,0.581,0.617
SEIR015_sl250_mr025_nv10_13,0.889,0.5,0.64,0.8,0.5,0.615
SEIR015_sl250_mr025_nv10_14,0.25,0.28,0.264,0.292,0.28,0.286
SEIR015_sl250_mr025_nv10_15,0.639,0.469,0.541,0.697,0.469,0.561
SEIR015_sl250_mr025_nv10_16,0.138,0.148,0.143,0.211,0.148,0.174
SEIR015_sl250_mr025_nv10_17,0,0,0,0.25,0.083,0.125
SEIR015_sl250_mr025_nv10_18,0.2,0.182,0.19,0.2,0.182,0.19
SEIR015_sl250_mr025_nv10_19,0.5,0.297,0.373,0.647,0.297,0.407
SEIR015_sl250_mr025_nv10_2,0.263,0.227,0.244,0.357,0.227,0.278
SEIR015_sl250_mr025_nv10_20,0.645,0.606,0.625,0.688,0.667,0.677
SEIR015_sl250_mr025_nv10_3,0.462,0.4,0.429,0.583,0.467,0.519
SEIR015_sl250_mr025_nv10_4,0.727,0.64,0.681,0.727,0.64,0.681
SEIR015_sl250_mr025_nv10_5,0.8,0.5,0.615,0.833,0.625,0.714
SEIR015_sl250_mr025_nv10_6,0.517,0.429,0.469,0.5,0.429,0.462
SEIR015_sl250_mr025_nv10_7,0.5,0.375,0.429,0.375,0.375,0.375
SEIR015_sl250_mr025_nv10_8,0.8,0.444,0.571,0.857,0.444,0.585
SEIR015_sl250_mr025_nv10_9,0.25,0.2,0.222,0.5,0.2,0.286
SEIR015_sl500_mr025_nv10_1,0.714,0.5,0.588,0.625,0.5,0.556
SEIR015_sl500_mr025_nv10_10,0.885,0.535,0.667,0.885,0.535,0.667
SEIR015_sl500_mr025_nv10_11,0,0,0,0,0,0
SEIR015_sl500_mr025_nv10_12,0.714,0.377,0.494,0.76,0.358,0.487
SEIR015_sl500_mr025_nv10_13,0.583,0.5,0.538,0.737,0.5,0.596
SEIR015_sl500_mr025_nv10_14,1,0.778,0.875,1,0.778,0.875
SEIR015_sl500_mr025_nv10_15,0.893,0.431,0.581,0.893,0.431,0.581
SEIR015_sl500_mr025_nv10_16,0.667,0.333,0.444,0.667,0.333,0.444
SEIR015_sl500_mr025_nv10_17,0.769,0.714,0.741,0.8,0.857,0.828
SEIR015_sl500_mr025_nv10_18,0.75,0.231,0.353,0.667,0.231,0.343
SEIR015_sl500_mr025_nv10_19,0.75,0.6,0.667,1,0.6,0.75
SEIR015_sl500_mr025_nv10_2,0.5,0.25,0.333,0.5,0.25,0.333
SEIR015_sl500_mr025_nv10_20,0.756,0.531,0.624,0.868,0.516,0.647
SEIR015_sl500_mr025_nv10_3,0.696,0.432,0.533,0.8,0.432,0.561
SEIR015_sl500_mr025_nv10_4,0.656,0.512,0.575,0.7,0.512,0.592
SEIR015_sl500_mr025_nv10_5,0.889,0.571,0.696,0.889,0.571,0.696
SEIR015_sl500_mr025_nv10_6,0.789,0.789,0.789,0.75,0.789,0.769
SEIR015_sl500_mr025_nv10_7,0.727,0.387,0.505,0.917,0.355,0.512
SEIR015_sl500_mr025_nv10_8,0.75,0.493,0.595,0.8,0.478,0.598
SEIR015_sl500_mr025_nv10_9,0.778,0.636,0.7,0.778,0.636,0.7
SEIR01_sl1000_mr0125_nv10_1,0.846,0.611,0.71,0.846,0.611,0.71
SEIR01_sl1000_mr0125_nv10_10,0.949,0.685,0.796,0.949,0.685,0.796
SEIR01_sl1000_mr0125_nv10_11,1,0.769,0.87,0.909,0.769,0.833
SEIR01_sl1000_mr0125_nv10_12,1,0.2,0.333,1,0.2,0.333
SEIR01_sl1000_mr0125_nv10_13,0.9,0.9,0.9,0.818,0.9,0.857
SEIR01_sl1000_mr0125_nv10_14,0.96,0.8,0.873,0.96,0.8,0.873
SEIR01_sl1000_mr0125_nv10_15,1,0.417,0.588,1,0.458,0.629
SEIR01_sl1000_mr0125_nv10_16,0.667,0.286,0.4,0.667,0.286,0.4
SEIR01_sl1000_mr0125_nv10_17,0.833,0.833,0.833,0.833,0.833,0.833
SEIR01_sl1000_mr0125_nv10_18,0.921,0.778,0.843,0.972,0.778,0.864
SEIR01_sl1000_mr0125_nv10_19,0.917,0.733,0.815,0.917,0.733,0.815
SEIR01_sl1000_mr0125_nv10_2,0.941,0.615,0.744,0.944,0.654,0.773
SEIR01_sl1000_mr0125_nv10_20,0.913,0.84,0.875,0.955,0.84,0.894
SEIR01_sl1000_mr0125_nv10_3,0.846,0.579,0.688,0.852,0.605,0.708
SEIR01_sl1000_mr0125_nv10_4,0.938,0.625,0.75,0.882,0.625,0.732
SEIR01_sl1000_mr0125_nv10_5,0.923,0.766,0.837,0.923,0.766,0.837
SEIR01_sl1000_mr0125_nv10_6,0.929,0.542,0.684,0.963,0.542,0.693
SEIR01_sl1000_mr0125_nv10_7,0.966,0.718,0.824,0.966,0.718,0.824
SEIR01_sl1000_mr0125_nv10_8,0.667,0.333,0.444,0.5,0.333,0.4
SEIR01_sl1000_mr0125_nv10_9,0.968,0.638,0.769,0.968,0.638,0.769
SEIR01_sl1000_mr025_nv10_1,0.889,0.571,0.696,0.889,0.571,0.696
SEIR01_sl1000_mr025_nv10_10,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl1000_mr025_nv10_11,0.923,0.686,0.787,0.923,0.686,0.787
SEIR01_sl1000_mr025_nv10_12,1,0.625,0.769,1,0.625,0.769
SEIR01_sl1000_mr025_nv10_13,0.667,0.2,0.308,0.625,0.25,0.357
SEIR01_sl1000_mr025_nv10_14,0.955,0.618,0.75,0.913,0.618,0.737
SEIR01_sl1000_mr025_nv10_15,0.75,0.6,0.667,0.75,0.6,0.667
SEIR01_sl1000_mr025_nv10_16,0.96,0.571,0.716,1,0.571,0.727
SEIR01_sl1000_mr025_nv10_17,0.897,0.578,0.703,0.897,0.578,0.703
SEIR01_sl1000_mr025_nv10_18,0.875,0.778,0.824,0.875,0.778,0.824
SEIR01_sl1000_mr025_nv10_19,0.919,0.576,0.708,0.944,0.576,0.716
SEIR01_sl1000_mr025_nv10_2,0.941,0.727,0.821,0.941,0.727,0.821
SEIR01_sl1000_mr025_nv10_20,0.769,0.588,0.667,0.769,0.588,0.667
SEIR01_sl1000_mr025_nv10_3,0.943,0.673,0.786,0.941,0.653,0.771
SEIR01_sl1000_mr025_nv10_4,0.917,0.635,0.75,0.943,0.635,0.759
SEIR01_sl1000_mr025_nv10_5,0.972,0.795,0.875,0.972,0.795,0.875
SEIR01_sl1000_mr025_nv10_6,0.833,0.714,0.769,0.833,0.714,0.769
SEIR01_sl1000_mr025_nv10_7,0.844,0.675,0.75,0.9,0.675,0.771
SEIR01_sl1000_mr025_nv10_8,0.947,0.667,0.783,0.909,0.741,0.816
SEIR01_sl1000_mr025_nv10_9,1,0.596,0.747,0.966,0.596,0.737
SEIR01_sl1000_mr025_nv20_1,0.917,0.688,0.786,0.917,0.688,0.786
SEIR01_sl1000_mr025_nv20_10,0.8,0.444,0.571,0.8,0.444,0.571
SEIR01_sl1000_mr025_nv20_11,0.75,0.6,0.667,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv20_12,0.933,0.778,0.848,0.933,0.778,0.848
SEIR01_sl1000_mr025_nv20_13,0.935,0.741,0.827,0.978,0.759,0.854
SEIR01_sl1000_mr025_nv20_14,0.846,0.846,0.846,0.917,0.846,0.88
SEIR01_sl1000_mr025_nv20_15,0.882,0.652,0.75,0.938,0.652,0.769
SEIR01_sl1000_mr025_nv20_16,0.333,0.286,0.308,0.333,0.286,0.308
SEIR01_sl1000_mr025_nv20_17,0.95,0.76,0.844,0.95,0.76,0.844
SEIR01_sl1000_mr025_nv20_18,0.92,0.885,0.902,0.885,0.885,0.885
SEIR01_sl1000_mr025_nv20_19,0.923,0.906,0.914,0.941,0.906,0.923
SEIR01_sl1000_mr025_nv20_2,0.933,0.667,0.778,0.933,0.667,0.778
SEIR01_sl1000_mr025_nv20_20,0.857,0.581,0.692,0.857,0.581,0.692
SEIR01_sl1000_mr025_nv20_3,0.833,0.714,0.769,0.833,0.714,0.769
SEIR01_sl1000_mr025_nv20_4,0.857,0.75,0.8,0.75,0.75,0.75
SEIR01_sl1000_mr025_nv20_5,0.926,0.758,0.833,0.963,0.788,0.867
SEIR01_sl1000_mr025_nv20_6,1,1,1,0.917,1,0.957
SEIR01_sl1000_mr025_nv20_7,1,0.706,0.828,0.923,0.706,0.8
SEIR01_sl1000_mr025_nv20_8,0.75,0.6,0.667,0.6,0.6,0.6
SEIR01_sl1000_mr025_nv20_9,1,0.917,0.957,1,0.917,0.957
SEIR01_sl1000_mr025_nv5_1,0.923,0.585,0.716,0.923,0.585,0.716
SEIR01_sl1000_mr025_nv5_10,1,0.273,0.429,1,0.303,0.465
SEIR01_sl1000_mr025_nv5_11,0.7,0.368,0.483,0.778,0.368,0.5
SEIR01_sl1000_mr025_nv5_12,0.75,0.316,0.444,0.75,0.316,0.444
SEIR01_sl1000_mr025_nv5_13,1,0.75,0.857,0.9,0.75,0.818
SEIR01_sl1000_mr025_nv5_14,0.867,0.65,0.743,0.929,0.65,0.765
SEIR01_sl1000_mr025_nv5_15,0.786,0.407,0.537,0.786,0.407,0.537
SEIR01_sl1000_mr025_nv5_16,0.909,0.556,0.69,0.938,0.833,0.882
SEIR01_sl1000_mr025_nv5_17,0.8,0.364,0.5,0.857,0.545,0.667
SEIR01_sl1000_mr025_nv5_18,0.926,0.532,0.676,1,0.532,0.694
SEIR01_sl1000_mr025_nv5_19,0.976,0.69,0.808,0.976,0.707,0.82
SEIR01_sl1000_mr025_nv5_2,0.625,0.312,0.417,0.833,0.312,0.455
SEIR01_sl1000_mr025_nv5_20,0.895,0.708,0.791,0.765,0.542,0.634
SEIR01_sl1000_mr025_nv5_3,0.75,0.6,0.667,0.75,0.6,0.667
SEIR01_sl1000_mr025_nv5_4,0.897,0.52,0.658,0.897,0.52,0.658
SEIR01_sl1000_mr025_nv5_5,0.95,0.373,0.535,0.826,0.373,0.514
SEIR01_sl1000_mr025_nv5_6,0.667,0.5,0.571,0.667,0.5,0.571
SEIR01_sl1000_mr025_nv5_7,1,0.8,0.889,0.9,0.9,0.9
SEIR01_sl1000_mr025_nv5_8,0.875,0.609,0.718,0.938,0.652,0.769
SEIR01_sl1000_mr025_nv5_9,1,0.222,0.364,1,0.333,0.5
SEIR01_sl1000_mr05_nv10_1,0.857,0.462,0.6,0.857,0.462,0.6
SEIR01_sl1000_mr05_nv10_10,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl1000_mr05_nv10_11,0.815,0.688,0.746,0.88,0.688,0.772
SEIR01_sl1000_mr05_nv10_12,0.953,0.707,0.812,0.933,0.724,0.816
SEIR01_sl1000_mr05_nv10_13,0.667,0.25,0.364,0.75,0.375,0.5
SEIR01_sl1000_mr05_nv10_14,0.92,0.59,0.719,0.958,0.59,0.73
SEIR01_sl1000_mr05_nv10_15,0.917,0.688,0.786,0.917,0.688,0.786
SEIR01_sl1000_mr05_nv10_16,0.95,0.864,0.905,0.95,0.864,0.905
SEIR01_sl1000_mr05_nv10_17,0.929,0.591,0.722,0.929,0.591,0.722
SEIR01_sl1000_mr05_nv10_18,0.952,0.714,0.816,0.953,0.732,0.828
SEIR01_sl1000_mr05_nv10_19,1,0.286,0.444,0.667,0.286,0.4
SEIR01_sl1000_mr05_nv10_2,0.875,0.875,0.875,0.889,1,0.941
SEIR01_sl1000_mr05_nv10_20,0.902,0.712,0.796,0.925,0.712,0.804
SEIR01_sl1000_mr05_nv10_3,0.882,0.6,0.714,0.938,0.6,0.732
SEIR01_sl1000_mr05_nv10_4,0.778,0.636,0.7,0.889,0.727,0.8
SEIR01_sl1000_mr05_nv10_5,0.875,0.778,0.824,0.875,0.778,0.824
SEIR01_sl1000_mr05_nv10_6,0.88,0.55,0.677,0.88,0.55,0.677
SEIR01_sl1000_mr05_nv10_7,0.889,0.696,0.78,0.914,0.696,0.79
SEIR01_sl1000_mr05_nv10_8,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_9,1,0.692,0.818,0.947,0.692,0.8
SEIR01_sl250_mr025_nv10_1,0.619,0.578,0.598,0.632,0.533,0.578
SEIR01_sl250_mr025_nv10_10,0.769,0.588,0.667,0.733,0.647,0.688
SEIR01_sl250_mr025_nv10_11,0.688,0.688,0.688,0.688,0.688,0.688
SEIR01_sl250_mr025_nv10_12,0.78,0.744,0.762,0.846,0.767,0.805
SEIR01_sl250_mr025_nv10_13,0.5,0.333,0.4,0.5,0.333,0.4
SEIR01_sl250_mr025_nv10_14,0.686,0.522,0.593,0.727,0.522,0.608
SEIR01_sl250_mr025_nv10_15,0.6,0.857,0.706,0.667,0.857,0.75
SEIR01_sl250_mr025_nv10_16,0.429,0.391,0.409,0.487,0.413,0.447
SEIR01_sl250_mr025_nv10_17,0.222,0.25,0.235,0.333,0.125,0.182
SEIR01_sl250_mr025_nv10_18,0.71,0.688,0.698,0.733,0.688,0.71
SEIR01_sl250_mr025_nv10_19,0.875,0.583,0.7,0.778,0.583,0.667
SEIR01_sl250_mr025_nv10_2,0.75,0.643,0.692,0.727,0.571,0.64
SEIR01_sl250_mr025_nv10_20,0.917,0.611,0.733,0.917,0.611,0.733
SEIR01_sl250_mr025_nv10_3,0.692,0.667,0.679,0.692,0.667,0.679
SEIR01_sl250_mr025_nv10_4,0.818,0.643,0.72,0.786,0.786,0.786
SEIR01_sl250_mr025_nv10_5,0.667,0.634,0.65,0.667,0.634,0.65
SEIR01_sl250_mr025_nv10_6,0.619,0.591,0.605,0.636,0.636,0.636
SEIR01_sl250_mr025_nv10_7,0.733,0.786,0.759,0.706,0.857,0.774
SEIR01_sl250_mr025_nv10_8,0.722,0.765,0.743,0.703,0.765,0.732
SEIR01_sl250_mr025_nv10_9,0.698,0.607,0.649,0.717,0.623,0.667
SEIR01_sl500_mr025_nv10_1,0.75,0.6,0.667,0.833,0.5,0.625
SEIR01_sl500_mr025_nv10_10,0.875,0.5,0.636,0.778,0.5,0.609
SEIR01_sl500_mr025_nv10_11,0.786,0.647,0.71,0.824,0.824,0.824
SEIR01_sl500_mr025_nv10_12,0.907,0.765,0.83,0.95,0.745,0.835
SEIR01_sl500_mr025_nv10_13,0.833,0.5,0.625,0.833,0.5,0.625
SEIR01_sl500_mr025_nv10_14,1,0.667,0.8,1,0.667,0.8
SEIR01_sl500_mr025_nv10_15,0.884,0.655,0.752,0.905,0.655,0.76
SEIR01_sl500_mr025_nv10_16,0.9,0.6,0.72,0.818,0.6,0.692
SEIR01_sl500_mr025_nv10_17,0.667,0.333,0.444,0.667,0.333,0.444
SEIR01_sl500_mr025_nv10_18,0.5,0.167,0.25,0.5,0.167,0.25
SEIR01_sl500_mr025_nv10_19,0.6,0.75,0.667,0.625,0.625,0.625
SEIR01_sl500_mr025_nv10_2,0.8,0.5,0.615,0.8,0.5,0.615
SEIR01_sl500_mr025_nv10_20,0.842,0.5,0.627,0.842,0.5,0.627
SEIR01_sl500_mr025_nv10_3,0.895,0.81,0.85,0.895,0.81,0.85
SEIR01_sl500_mr025_nv10_4,1,0.714,0.833,1,0.714,0.833
SEIR01_sl500_mr025_nv10_5,1,0.6,0.75,1,0.6,0.75
SEIR01_sl500_mr025_nv10_6,0.909,0.755,0.825,0.909,0.755,0.825
SEIR01_sl500_mr025_nv10_7,0.867,0.765,0.812,0.867,0.765,0.812
SEIR01_sl500_mr025_nv10_8,0.812,0.812,0.812,0.737,0.875,0.8
SEIR01_sl500_mr025_nv10_9,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl1000_mr025_nv10_1,0.9,0.643,0.75,0.9,0.643,0.75
SIR003_sl1000_mr025_nv10_10,0.8,0.615,0.696,1,0.538,0.7
SIR003_sl1000_mr025_nv10_11,0.933,0.467,0.622,1,0.467,0.636
SIR003_sl1000_mr025_nv10_12,0.967,0.592,0.734,1,0.571,0.727
SIR003_sl1000_mr025_nv10_13,0.75,0.273,0.4,0.75,0.273,0.4
SIR003_sl1000_mr025_nv10_14,1,0.467,0.636,1,0.467,0.636
SIR003_sl1000_mr025_nv10_15,0.867,0.542,0.667,0.867,0.542,0.667
SIR003_sl1000_mr025_nv10_16,0.875,0.412,0.56,0.889,0.471,0.615
SIR003_sl1000_mr025_nv10_17,0.895,0.739,0.81,0.941,0.696,0.8
SIR003_sl1000_mr025_nv10_18,1,0.4,0.571,1,0.6,0.75
SIR003_sl1000_mr025_nv10_19,0.909,0.417,0.571,1,0.5,0.667
SIR003_sl1000_mr025_nv10_2,0.875,0.737,0.8,1,0.737,0.848
SIR003_sl1000_mr025_nv10_20,0.75,0.333,0.462,0.8,0.444,0.571
SIR003_sl1000_mr025_nv10_3,0.95,0.731,0.826,1,0.731,0.844
SIR003_sl1000_mr025_nv10_4,1,0.484,0.652,1,0.516,0.681
SIR003_sl1000_mr025_nv10_5,0.833,0.714,0.769,0.833,0.714,0.769
SIR003_sl1000_mr025_nv10_6,0.923,0.522,0.667,0.923,0.522,0.667
SIR003_sl1000_mr025_nv10_7,0.75,0.375,0.5,0.75,0.375,0.5
SIR003_sl1000_mr025_nv10_8,1,0.667,0.8,0.923,0.8,0.857
SIR003_sl1000_mr025_nv10_9,1,0.429,0.6,1,0.464,0.634
SIR003_sl1000_mr05_nv10_1,0.818,0.529,0.643,0.909,0.588,0.714
SIR003_sl1000_mr05_nv10_10,1,0.769,0.87,1,0.846,0.917
SIR003_sl1000_mr05_nv10_11,0.81,0.486,0.607,0.81,0.486,0.607
SIR003_sl1000_mr05_nv10_12,0.976,0.727,0.833,0.976,0.727,0.833
SIR003_sl1000_mr05_nv10_13,0.968,0.536,0.69,0.968,0.536,0.69
SIR003_sl1000_mr05_nv10_14,1,0.7,0.824,1,1,1
SIR003_sl1000_mr05_nv10_15,1,0.615,0.762,1,0.692,0.818
SIR003_sl1000_mr05_nv10_16,1,0.48,0.649,1,0.48,0.649
SIR003_sl1000_mr05_nv10_17,0.833,0.357,0.5,0.833,0.357,0.5
SIR003_sl1000_mr05_nv10_18,0.875,0.609,0.718,0.933,0.609,0.737
SIR003_sl1000_mr05_nv10_19,0.867,0.703,0.776,0.871,0.73,0.794
SIR003_sl1000_mr05_nv10_2,1,0.667,0.8,1,0.867,0.929
SIR003_sl1000_mr05_nv10_20,1,0.222,0.364,1,0.222,0.364
SIR003_sl1000_mr05_nv10_3,1,0.6,0.75,1,0.6,0.75
SIR003_sl1000_mr05_nv10_4,0.9,0.692,0.783,0.846,0.846,0.846
