host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
0,29,complex,26,50,26/50,32
0,29,none,6,50,6/50,32
0,386,complex,33,50,33/50,35
0,386,none,2,50,2/50,35
0,660,complex,19,50,19/50,26
0,660,none,4,50,4/50,26
0,660,trans,3,50,3/50,26
0,954,complex,31,50,31/50,35
0,954,none,4,50,4/50,35
0,986,complex,16,50,16/50,32
0,986,none,16,50,16/50,32
114,134,complex,19,50,19/50,27
114,134,none,3,50,3/50,27
114,134,trans,4,50,4/50,27
114,207,complex,42,50,42/50,50
115,386,complex,27,50,27/50,30
115,386,none,3,50,3/50,30
115,954,complex,25,50,25/50,33
115,954,none,8,50,8/50,33
129,207,complex,25,50,25/50,30
129,207,none,5,50,5/50,30
129,386,complex,23,50,23/50,30
129,386,none,7,50,7/50,30
129,407,complex,19,50,19/50,31
129,407,none,12,50,12/50,31
129,954,complex,47,50,47/50,49
129,954,none,2,50,2/50,49
134,114,trans,1,50,1/50,27
134,207,complex,34,50,34/50,48
134,207,none,2,50,2/50,48
134,984,complex,10,50,10/50,26
134,984,none,3,50,3/50,26
134,984,trans,5,50,5/50,26
135,386,complex,25,50,25/50,30
135,386,none,2,50,2/50,30
161,386,complex,40,50,40/50,40
161,897,complex,29,50,29/50,29
161,954,complex,18,50,18/50,30
161,954,none,12,50,12/50,30
173,306,complex,38,50,38/50,47
173,306,none,3,50,3/50,47
173,306,trans,4,50,4/50,47
173,977,complex,43,50,43/50,46
173,977,none,3,50,3/50,46
207,114,trans,8,50,8/50,50
207,134,trans,12,50,12/50,48
207,306,complex,33,50,33/50,43
207,306,none,8,50,8/50,43
207,306,trans,2,50,2/50,43
207,386,complex,25,50,25/50,29
207,386,none,4,50,4/50,29
207,692,complex,34,50,34/50,43
207,692,none,8,50,8/50,43
207,692,trans,1,50,1/50,43
207,8,complex,17,50,17/50,50
207,8,none,20,50,20/50,50
207,8,trans,13,50,13/50,50
207,83,complex,39,50,39/50,50
207,83,none,2,50,2/50,50
207,83,trans,9,50,9/50,50
207,954,complex,26,50,26/50,33
207,954,none,7,50,7/50,33
207,977,complex,27,50,27/50,32
207,977,none,4,50,4/50,32
207,977,trans,1,50,1/50,32
207,984,complex,24,50,24/50,44
207,984,none,5,50,5/50,44
207,984,trans,15,50,15/50,44
29,407,complex,18,50,18/50,29
29,407,none,11,50,11/50,29
29,897,complex,36,50,36/50,37
29,897,none,1,50,1/50,37
29,954,complex,28,50,28/50,35
29,954,none,7,50,7/50,35
306,173,trans,2,50,2/50,47
306,977,complex,46,50,46/50,47
317,954,complex,18,50,18/50,28
317,954,none,7,50,7/50,28
319,954,complex,18,50,18/50,49
319,954,none,5,50,5/50,49
386,135,trans,3,50,3/50,30
386,407,complex,22,50,22/50,31
386,407,none,6,50,6/50,31
386,407,trans,3,50,3/50,31
386,897,complex,12,50,12/50,50
386,897,none,4,50,4/50,50
386,897,trans,31,50,31/50,50
386,954,complex,48,50,48/50,49
386,954,none,1,50,1/50,49
407,954,complex,37,50,37/50,43
407,954,none,5,50,5/50,43
6,954,complex,33,50,33/50,42
6,954,none,6,50,6/50,42
660,954,complex,19,50,19/50,47
660,954,none,7,50,7/50,47
692,758,complex,41,50,41/50,50
692,758,trans,6,50,6/50,50
758,692,trans,3,50,3/50,50
897,386,trans,3,50,3/50,50
954,317,trans,3,50,3/50,28
954,319,trans,26,50,26/50,49
954,407,trans,1,50,1/50,43
954,6,trans,3,50,3/50,42
954,660,trans,21,50,21/50,47
954,986,complex,31,50,31/50,38
954,986,none,5,50,5/50,38
954,986,trans,2,50,2/50,38
977,306,trans,1,50,1/50,47
984,134,trans,8,50,8/50,26
