host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2
10,1000_to_1099,1049.5,10,10,1,5,0.6357211,0.6357211,0.42813199999999996,1.300995,0.7579447777777777,0.7579447777777777,0.6357211,0.6357211,0.42813199999999996,1.300995,0.7579447777777777,0.7579447777777777,1,0
123,1000_to_1099,1049.5,10,10,1,4,1.4580954,1.4580954,1.061249,3.2664310000000003,2.4269244444444444,2.4269244444444444,1.4580954,1.4580954,1.061249,3.2664310000000003,2.4269244444444444,2.4269244444444444,1,0
179,1000_to_1099,1049.5,10,10,1,1,0.4526445,0.4526445,0.549046,1.0647639999999998,0.6373666,0.6373666,0.4526445,0.4526445,0.549046,1.0647639999999998,0.6373666,0.6373666,1,0
197,1000_to_1099,1049.5,10,10,1,1,1.0665942000000002,1.0665942000000002,1.5635569999999999,2.3356589999999997,1.3565423555555556,1.3565423555555556,1.0665942000000002,1.0665942000000002,1.5635569999999999,2.3356589999999997,1.3565423555555556,1.3565423555555556,1,0
28,1000_to_1099,1049.5,10,10,1,1,0.8079069000000001,0.8079069000000001,0.887834,1.910182,1.3517045555555556,1.3517045555555556,0.8079069000000001,0.8079069000000001,0.887834,1.910182,1.3517045555555556,1.3517045555555556,1,0
292,1000_to_1099,1049.5,10,10,1,1,0.339424,0.339424,0.335177,0.8871610000000001,0.5142042222222223,0.5142042222222223,0.339424,0.339424,0.335177,0.8871610000000001,0.5142042222222223,0.5142042222222223,1,0
295,1000_to_1099,1049.5,10,10,1,2,1.3579163000000003,1.3579163000000003,2.0080289999999996,2.9537639999999996,1.3204622888888888,1.3204622888888888,1.3579163000000003,1.3579163000000003,2.0080289999999996,2.9537639999999996,1.3204622888888888,1.3204622888888888,1,0
296,1000_to_1099,1049.5,10,10,1,1,0.022446,0.022446,0.025156,0.06256,0.03825382222222222,0.03825382222222222,0.022446,0.022446,0.025156,0.06256,0.03825382222222222,0.03825382222222222,1,0
366,1000_to_1099,1049.5,10,10,1,5,0.9094861,0.9094861,1.228383,2.3163519999999997,1.3072930888888887,1.3072930888888887,0.9094861,0.9094861,1.228383,2.3163519999999997,1.3072930888888887,1.3072930888888887,1,0
414,1000_to_1099,1049.5,10,10,1,1,1.9598981000000002,1.9598981000000002,1.4300199999999998,4.642418,2.793547577777778,2.793547577777778,1.9598981000000002,1.9598981000000002,1.4300199999999998,4.642418,2.793547577777778,2.793547577777778,1,0
