host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
103,187,none,28,50,28/50,28
103,227,none,47,50,47/50,47
103,249,none,36,50,36/50,36
103,403,none,1,50,1/50,47
103,455,none,46,50,46/50,46
103,505,none,32,50,32/50,32
103,715,none,47,50,47/50,50
103,769,none,43,50,43/50,43
103,770,none,26,50,26/50,26
112,291,none,50,50,50/50,50
112,403,none,5,50,5/50,50
137,676,none,48,50,48/50,50
161,383,complex,24,50,24/50,28
161,383,none,3,50,3/50,28
161,383,trans,1,50,1/50,28
161,576,none,3,50,3/50,49
161,576,trans,7,50,7/50,49
161,776,complex,31,50,31/50,35
161,776,none,1,50,1/50,35
182,228,complex,11,50,11/50,28
182,228,none,15,50,15/50,28
182,228,trans,1,50,1/50,28
182,383,complex,19,50,19/50,33
182,383,none,11,50,11/50,33
182,403,complex,10,50,10/50,30
182,403,none,18,50,18/50,30
182,468,complex,7,50,7/50,26
182,468,none,17,50,17/50,26
187,227,none,29,50,29/50,29
187,455,none,28,50,28/50,28
187,505,none,36,50,36/50,50
187,505,trans,2,50,2/50,50
187,715,none,29,50,29/50,29
187,769,none,27,50,27/50,38
187,769,trans,2,50,2/50,38
223,335,none,50,50,50/50,50
223,403,none,2,50,2/50,50
227,249,none,38,50,38/50,38
227,403,none,1,50,1/50,50
227,455,none,47,50,47/50,47
227,505,none,33,50,33/50,33
227,715,none,50,50,50/50,50
227,769,none,46,50,46/50,47
227,769,trans,1,50,1/50,47
227,770,none,27,50,27/50,27
228,182,trans,1,50,1/50,28
228,383,complex,20,50,20/50,31
228,383,none,10,50,10/50,31
24,776,none,29,50,29/50,46
240,343,complex,12,50,12/50,28
240,343,none,16,50,16/50,28
240,383,complex,21,50,21/50,36
240,383,none,15,50,15/50,36
240,468,complex,6,50,6/50,28
240,468,none,22,50,22/50,28
249,403,complex,3,50,3/50,38
249,455,none,36,50,36/50,36
249,492,complex,2,50,2/50,47
249,492,none,20,50,20/50,47
249,492,trans,24,50,24/50,47
249,505,none,26,50,26/50,26
249,715,none,38,50,38/50,38
249,769,none,35,50,35/50,35
249,770,complex,3,50,3/50,49
249,770,none,13,50,13/50,49
249,770,trans,22,50,22/50,49
262,403,none,21,50,21/50,50
291,403,none,5,50,5/50,50
294,750,complex,7,50,7/50,50
311,623,none,18,50,18/50,50
318,776,complex,9,50,9/50,50
335,403,none,2,50,2/50,50
343,383,complex,38,50,38/50,43
343,383,none,5,50,5/50,43
343,403,complex,22,50,22/50,33
343,403,none,11,50,11/50,33
343,468,complex,21,50,21/50,32
343,468,none,11,50,11/50,32
343,776,complex,15,50,15/50,34
343,776,none,18,50,18/50,34
373,403,none,1,50,1/50,50
373,42,none,49,50,49/50,50
373,42,trans,1,50,1/50,50
373,621,none,50,50,50/50,50
383,182,trans,3,50,3/50,33
383,228,trans,1,50,1/50,31
383,403,complex,40,50,40/50,45
383,403,none,5,50,5/50,45
383,468,complex,27,50,27/50,37
383,468,none,9,50,9/50,37
383,468,trans,1,50,1/50,37
383,56,trans,50,50,50/50,50
383,576,complex,27,50,27/50,37
383,576,none,7,50,7/50,37
383,576,trans,3,50,3/50,37
383,776,complex,28,50,28/50,40
383,776,none,12,50,12/50,40
403,103,trans,46,50,46/50,47
403,112,trans,45,50,45/50,50
403,137,trans,48,50,48/50,48
403,182,trans,2,50,2/50,30
403,187,trans,29,50,29/50,29
403,223,trans,48,50,48/50,50
403,227,trans,49,50,49/50,50
403,249,trans,35,50,35/50,38
403,262,trans,29,50,29/50,50
403,291,trans,45,50,45/50,50
403,335,trans,48,50,48/50,50
403,373,trans,49,50,49/50,50
403,42,none,1,50,1/50,49
403,42,trans,48,50,48/50,49
403,455,none,1,50,1/50,47
403,455,trans,46,50,46/50,47
403,468,complex,19,50,19/50,39
403,468,none,19,50,19/50,39
403,468,trans,1,50,1/50,39
403,505,trans,33,50,33/50,33
403,576,complex,33,50,33/50,40
403,576,none,7,50,7/50,40
403,621,none,1,50,1/50,50
403,621,trans,49,50,49/50,50
403,623,none,1,50,1/50,50
403,623,trans,49,50,49/50,50
403,63,none,1,50,1/50,50
403,63,trans,49,50,49/50,50
403,676,trans,50,50,50/50,50
403,715,none,1,50,1/50,50
403,715,trans,49,50,49/50,50
403,769,none,1,50,1/50,46
403,769,trans,45,50,45/50,46
403,770,complex,2,50,2/50,28
403,770,none,1,50,1/50,28
403,770,trans,25,50,25/50,28
403,776,complex,13,50,13/50,32
403,776,none,19,50,19/50,32
42,621,none,49,50,49/50,49
420,776,complex,4,50,4/50,48
455,505,none,32,50,32/50,32
455,715,none,47,50,47/50,50
455,769,none,43,50,43/50,43
468,182,trans,2,50,2/50,26
468,576,complex,23,50,23/50,31
468,576,none,8,50,8/50,31
468,776,complex,20,50,20/50,36
468,776,none,16,50,16/50,36
492,249,trans,1,50,1/50,47
492,770,none,22,50,22/50,31
505,187,trans,12,50,12/50,50
505,715,none,33,50,33/50,33
505,769,none,34,50,34/50,50
505,769,trans,1,50,1/50,50
56,104,trans,50,50,50/50,50
56,119,trans,50,50,50/50,50
56,127,trans,50,50,50/50,50
56,971,trans,50,50,50/50,50
576,161,trans,39,50,39/50,49
576,776,complex,27,50,27/50,31
576,776,none,2,50,2/50,31
576,776,trans,1,50,1/50,31
623,311,trans,32,50,32/50,50
623,63,none,50,50,50/50,50
676,137,trans,2,50,2/50,50
687,776,complex,6,50,6/50,50
715,103,trans,3,50,3/50,50
715,455,trans,3,50,3/50,50
715,769,none,46,50,46/50,46
715,770,none,27,50,27/50,27
750,294,trans,43,50,43/50,50
750,315,trans,50,50,50/50,50
750,555,trans,50,50,50/50,50
750,776,complex,5,50,5/50,50
769,187,trans,9,50,9/50,38
769,505,trans,15,50,15/50,50
769,770,none,26,50,26/50,26
770,249,trans,11,50,11/50,49
770,492,trans,9,50,9/50,31
776,161,trans,3,50,3/50,35
776,24,trans,17,50,17/50,46
776,318,trans,41,50,41/50,50
776,338,trans,48,50,48/50,48
776,343,trans,1,50,1/50,34
776,420,trans,44,50,44/50,48
776,576,trans,1,50,1/50,31
776,687,trans,44,50,44/50,50
776,750,trans,45,50,45/50,50
