dataset,single,10,20,30,40,50,60,70,80,90,100
AA,1,1,1,1,1,1,1,1,1,1,1
AC,1,1,1,1,1,1,1,1,1,1,1
AI,0.286,0.5,0.5,0.5,0.429,0.429,0.429,0.357,0.214,0.143,0.143
AJ,1,1,1,1,1,1,1,1,1,1,1
AQ,0,0,0,0,0,0,0,0,0,0,0
AW,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111
BA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
BB,0.667,0.667,0.667,0.667,0.667,0.5,0.5,0.333,0.333,0.333,0.167
BC,1,1,1,1,1,1,1,1,1,1,1
BJ,1,1,1,1,1,1,1,1,1,1,1
,0.6464,0.6678,0.6678,0.6678,0.6607,0.644,0.644,0.6201,0.6058,0.5987,0.5821
