dataset,single,10,20,30,40,50,60,70,80,90,100
SEIR015_sl1000_mr0125_nv10_1,0.882,0.689,0.78,0.845,0.887,0.905,0.925,0.918,0.914,0.914,0.914
SEIR015_sl1000_mr0125_nv10_10,0.947,0.75,0.818,0.9,0.947,0.947,0.947,0.947,0.938,0.938,0.938
SEIR015_sl1000_mr0125_nv10_11,0.692,0.529,0.643,0.643,0.643,0.692,0.75,0.75,0.818,0.9,0.9
SEIR015_sl1000_mr0125_nv10_12,0.714,0.706,0.706,0.8,0.8,0.786,0.846,0.846,0.818,0.818,0.818
SEIR015_sl1000_mr0125_nv10_13,0.88,0.778,0.831,0.891,0.96,0.96,0.958,0.977,0.977,0.974,0.974
SEIR015_sl1000_mr0125_nv10_14,0.825,0.69,0.71,0.774,0.8,0.857,0.846,0.857,0.909,0.905,0.905
SEIR015_sl1000_mr0125_nv10_15,0.689,0.443,0.532,0.667,0.682,0.784,0.839,0.867,0.889,0.889,0.889
SEIR015_sl1000_mr0125_nv10_16,0.739,0.722,0.722,0.722,0.732,0.725,0.746,0.746,0.746,0.746,0.746
SEIR015_sl1000_mr0125_nv10_17,0.656,0.59,0.676,0.697,0.719,0.7,0.7,0.69,0.69,0.692,0.692
SEIR015_sl1000_mr0125_nv10_18,0.7,0.727,0.727,0.727,0.727,0.7,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr0125_nv10_19,0.548,0.404,0.452,0.486,0.581,0.643,0.692,0.75,0.818,0.842,0.842
SEIR015_sl1000_mr0125_nv10_2,0.75,0.56,0.619,0.667,0.75,0.75,0.8,0.909,0.909,0.909,0.909
SEIR015_sl1000_mr0125_nv10_20,0.833,0.679,0.735,0.75,0.795,0.833,0.854,0.919,0.944,0.944,0.944
SEIR015_sl1000_mr0125_nv10_3,0.636,0.533,0.571,0.615,0.727,0.8,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr0125_nv10_4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR015_sl1000_mr0125_nv10_5,0.686,0.426,0.541,0.707,0.795,0.778,0.786,0.808,0.8,0.783,0.773
SEIR015_sl1000_mr0125_nv10_6,0.757,0.635,0.711,0.78,0.8,0.795,0.8,0.818,0.818,0.857,0.84
