host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
0,162,complex,15,100,15/100,60
0,162,none,5,100,5/100,60
0,162,trans,1,100,1/100,60
0,73,complex,78,100,78/100,100
0,73,trans,9,100,9/100,100
10,168,complex,2,100,2/100,100
10,168,none,3,100,3/100,100
10,168,trans,1,100,1/100,100
10,624,complex,2,100,2/100,100
10,624,trans,98,100,98/100,100
11,15,none,3,100,3/100,100
11,15,trans,2,100,2/100,100
11,743,none,1,100,1/100,100
11,743,trans,99,100,99/100,100
15,11,trans,95,100,95/100,100
15,29,complex,2,100,2/100,54
15,29,none,26,100,26/100,54
15,720,complex,3,100,3/100,100
15,720,none,30,100,30/100,100
15,720,trans,26,100,26/100,100
162,0,trans,39,100,39/100,60
162,168,none,78,100,78/100,85
162,168,trans,7,100,7/100,85
162,29,complex,5,100,5/100,99
162,29,none,36,100,36/100,99
162,338,none,80,100,80/100,90
162,338,trans,7,100,7/100,90
162,73,complex,37,100,37/100,73
162,73,none,6,100,6/100,73
162,73,trans,29,100,29/100,73
168,10,trans,94,100,94/100,100
168,29,complex,2,100,2/100,94
168,29,none,34,100,34/100,94
168,338,none,77,100,77/100,80
205,29,none,14,100,14/100,100
282,29,none,39,100,39/100,95
29,15,trans,26,100,26/100,54
29,162,trans,58,100,58/100,99
29,168,trans,58,100,58/100,94
29,205,trans,86,100,86/100,100
29,282,trans,56,100,56/100,95
29,338,complex,10,100,10/100,95
29,338,none,30,100,30/100,95
29,338,trans,55,100,55/100,95
29,510,complex,1,100,1/100,92
29,510,none,44,100,44/100,92
29,510,trans,47,100,47/100,92
29,647,complex,38,100,38/100,100
29,647,none,50,100,50/100,100
29,647,trans,12,100,12/100,100
29,681,complex,18,100,18/100,100
29,681,none,4,100,4/100,100
29,681,trans,78,100,78/100,100
29,720,complex,1,100,1/100,72
29,720,none,33,100,33/100,72
29,720,trans,38,100,38/100,72
338,162,trans,3,100,3/100,90
338,168,trans,3,100,3/100,80
344,647,complex,3,100,3/100,100
344,647,none,3,100,3/100,100
647,344,trans,94,100,94/100,100
720,15,trans,41,100,41/100,100
73,0,trans,13,100,13/100,100
73,162,trans,1,100,1/100,73
