host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
117,72,none,14,50,14/50,41
117,72,trans,1,50,1/50,41
121,390,complex,1,50,1/50,50
123,166,none,1,50,1/50,50
123,166,trans,2,50,2/50,50
158,166,complex,2,50,2/50,26
158,166,none,8,50,8/50,26
158,166,trans,16,50,16/50,26
158,224,complex,44,50,44/50,49
158,224,none,1,50,1/50,49
158,25,complex,19,50,19/50,30
158,25,none,10,50,10/50,30
158,25,trans,1,50,1/50,30
158,445,complex,15,50,15/50,26
158,445,none,11,50,11/50,26
158,506,complex,26,50,26/50,32
158,506,none,4,50,4/50,32
158,542,complex,17,50,17/50,32
158,542,none,14,50,14/50,32
158,542,trans,1,50,1/50,32
158,636,complex,28,50,28/50,44
158,636,none,9,50,9/50,44
158,636,trans,7,50,7/50,44
16,41,complex,1,50,1/50,26
16,41,none,13,50,13/50,26
16,41,trans,12,50,12/50,26
16,63,complex,22,50,22/50,49
16,63,none,13,50,13/50,49
16,8,complex,5,50,5/50,27
16,8,none,3,50,3/50,27
166,123,trans,47,50,47/50,50
166,367,trans,50,50,50/50,50
166,636,complex,31,50,31/50,47
166,636,none,3,50,3/50,47
180,63,complex,1,50,1/50,49
180,63,none,2,50,2/50,49
186,72,complex,36,50,36/50,50
186,72,none,1,50,1/50,50
187,8,complex,8,50,8/50,50
193,322,complex,20,50,20/50,50
193,322,none,1,50,1/50,50
193,651,complex,2,50,2/50,27
193,651,none,7,50,7/50,27
193,651,trans,18,50,18/50,27
209,26,complex,23,50,23/50,31
209,270,complex,40,50,40/50,50
209,270,trans,10,50,10/50,50
209,968,complex,5,50,5/50,26
209,968,none,17,50,17/50,26
209,968,trans,4,50,4/50,26
224,158,trans,4,50,4/50,49
224,445,complex,42,50,42/50,49
224,445,trans,7,50,7/50,49
224,506,complex,17,50,17/50,38
224,506,none,13,50,13/50,38
230,41,complex,16,50,16/50,50
230,41,none,19,50,19/50,50
230,41,trans,2,50,2/50,50
