host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
143,214,trans,100,100,100/100,100
143,59,complex,7,100,7/100,100
173,59,complex,12,100,12/100,100
173,59,none,54,100,54/100,100
173,59,trans,4,100,4/100,100
173,628,none,82,100,82/100,92
173,628,trans,9,100,9/100,92
173,821,none,68,100,68/100,68
59,143,trans,93,100,93/100,100
59,173,trans,30,100,30/100,100
59,628,complex,1,100,1/100,95
59,628,none,63,100,63/100,95
59,628,trans,30,100,30/100,95
59,821,complex,1,100,1/100,92
59,821,none,91,100,91/100,92
628,173,trans,1,100,1/100,92
628,59,trans,1,100,1/100,95
628,821,none,61,100,61/100,61
