host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3
104,1000_to_1099,1049.5,10,10,1,1,0.046490100000000006,0.046490100000000006,0.063581,0.11686200000000001,0.057885400000000004,0.057885400000000004,0.046490100000000006,0.046490100000000006,0.063581,0.11686200000000001,0.057885400000000004,0.057885400000000004,1,0,0
114,1000_to_1099,1049.5,10,10,1,4,1.7725987,1.7725987,2.7094769999999997,4.24686,2.181409933333333,2.181409933333333,1.7725987,1.7725987,2.7094769999999997,4.24686,2.181409933333333,2.181409933333333,1,0,0
120,1000_to_1099,1049.5,10,10,1,6,1.0137287000000001,1.0137287000000001,1.204231,2.631278,1.4315652666666667,1.4315652666666667,1.0137287000000001,1.0137287000000001,1.204231,2.631278,1.4315652666666667,1.4315652666666667,1,0,0
123,1000_to_1099,1049.5,10,10,1,2,3.1684495000000004,3.1684495000000004,4.422793,6.898858000000001,3.7883002,3.7883002,3.1684495000000004,3.1684495000000004,4.422793,6.898858000000001,3.7883002,3.7883002,1,0,0
131,1000_to_1099,1049.5,10,10,1,1,0.549758,0.549758,0.33448999999999995,1.2479230000000001,0.8261460444444445,0.8261460444444445,0.549758,0.549758,0.33448999999999995,1.2479230000000001,0.8261460444444445,0.8261460444444445,1,0,0
145,1000_to_1099,1049.5,10,10,1,1,0.0528647,0.0528647,0.08461,0.170532,0.07350602222222223,0.07350602222222223,0.0528647,0.0528647,0.08461,0.170532,0.07350602222222223,0.07350602222222223,1,0,0
149,1000_to_1099,1049.5,10,10,1,1,0.2745158,0.2745158,0.45321500000000003,0.7796869999999999,0.4335622222222222,0.4335622222222222,0.2745158,0.2745158,0.45321500000000003,0.7796869999999999,0.4335622222222222,0.4335622222222222,1,0,0
157,1000_to_1099,1049.5,10,10,1,4,0.7837168999999999,0.7837168999999999,0.87958,1.486608,0.8486482444444444,0.8486482444444444,0.7837168999999999,0.7837168999999999,0.87958,1.486608,0.8486482444444444,0.8486482444444444,1,0,0
161,1000_to_1099,1049.5,10,10,1,1,0.2376004,0.2376004,0.22706300000000001,0.5296829999999999,0.25120635555555554,0.25120635555555554,0.2376004,0.2376004,0.22706300000000001,0.5296829999999999,0.25120635555555554,0.25120635555555554,1,0,0
169,1000_to_1099,1049.5,10,10,1,1,0.544948,0.544948,0.7792410000000001,1.104626,0.3591669333333334,0.3591669333333334,0.544948,0.544948,0.7792410000000001,1.104626,0.3591669333333334,0.3591669333333334,1,0,0
171,1000_to_1099,1049.5,10,10,1,2,2.165913,2.165913,3.1789579999999997,5.001797,2.9534739111111112,2.9534739111111112,2.165913,2.165913,3.1789579999999997,5.001797,2.9534739111111112,2.9534739111111112,1,0,0
184,1000_to_1099,1049.5,10,10,1,1,0.190228,0.190228,0.24613200000000002,0.4041739999999999,0.2535214222222222,0.2535214222222222,0.190228,0.190228,0.24613200000000002,0.4041739999999999,0.2535214222222222,0.2535214222222222,1,0,0
206,1000_to_1099,1049.5,10,10,1,3,1.8614542,1.8614542,2.4945139999999997,4.2668,2.6868037777777776,2.6868037777777776,1.8614542,1.8614542,2.4945139999999997,4.2668,2.6868037777777776,2.6868037777777776,1,0,0
219,1000_to_1099,1049.5,10,10,1,1,3.7486186000000004,3.7486186000000004,3.368058,9.430575000000001,5.337566488888889,5.337566488888889,3.7486186000000004,3.7486186000000004,3.368058,9.430575000000001,5.337566488888889,5.337566488888889,1,0,0
