dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,0.932,0.932,0.932,0.887,0.753,0.815
SEIR015_sl1000_mr0125_nv10_10,0.889,0.842,0.865,0.789,0.789,0.789
SEIR015_sl1000_mr0125_nv10_11,0.9,0.692,0.783,0.667,0.615,0.64
SEIR015_sl1000_mr0125_nv10_12,0.9,0.643,0.75,0.833,0.714,0.769
SEIR015_sl1000_mr0125_nv10_13,1.0,0.92,0.958,0.936,0.88,0.907
SEIR015_sl1000_mr0125_nv10_14,0.811,0.827,0.819,0.88,0.846,0.863
SEIR015_sl1000_mr0125_nv10_15,0.816,0.689,0.747,0.771,0.6,0.675
SEIR015_sl1000_mr0125_nv10_16,0.81,0.81,0.81,0.873,0.873,0.873
SEIR015_sl1000_mr0125_nv10_17,0.833,0.962,0.893,0.846,0.846,0.846
SEIR015_sl1000_mr0125_nv10_18,0.8,0.8,0.8,0.818,0.9,0.857
SEIR015_sl1000_mr0125_nv10_19,0.875,0.677,0.764,0.808,0.677,0.737
SEIR015_sl1000_mr0125_nv10_2,0.923,0.75,0.828,0.846,0.688,0.759
SEIR015_sl1000_mr0125_nv10_20,0.897,0.854,0.875,0.897,0.854,0.875
SEIR015_sl1000_mr0125_nv10_3,0.8,0.889,0.842,0.818,1.0,0.9
SEIR015_sl1000_mr0125_nv10_4,0.909,1.0,0.952,0.9,0.9,0.9
SEIR015_sl1000_mr0125_nv10_5,0.96,0.941,0.95,0.688,0.431,0.53
SEIR015_sl1000_mr0125_nv10_6,0.811,0.857,0.833,0.909,0.857,0.882
SEIR015_sl1000_mr0125_nv10_7,0.919,0.838,0.877,0.944,0.75,0.836
SEIR015_sl1000_mr0125_nv10_8,0.857,1.0,0.923,0.941,0.889,0.914
SEIR015_sl1000_mr0125_nv10_9,0.5,0.524,0.512,0.471,0.381,0.421
SEIR015_sl1000_mr025_nv10_1,1.0,0.8,0.889,0.909,1.0,0.952
SEIR015_sl1000_mr025_nv10_10,0.857,0.545,0.667,0.833,0.909,0.87
SEIR015_sl1000_mr025_nv10_11,0.895,0.911,0.903,0.927,0.911,0.919
SEIR015_sl1000_mr025_nv10_12,0.875,0.7,0.778,1.0,0.5,0.667
SEIR015_sl1000_mr025_nv10_13,0.3,0.3,0.3,0.333,0.2,0.25
SEIR015_sl1000_mr025_nv10_14,0.75,0.72,0.735,0.778,0.84,0.808
SEIR015_sl1000_mr025_nv10_15,0.844,0.655,0.738,0.652,0.517,0.577
SEIR015_sl1000_mr025_nv10_16,0.714,0.714,0.714,0.812,0.929,0.867
SEIR015_sl1000_mr025_nv10_17,0.914,0.842,0.877,0.853,0.763,0.806
SEIR015_sl1000_mr025_nv10_18,0.882,0.811,0.845,0.816,0.838,0.827
SEIR015_sl1000_mr025_nv10_19,0.696,0.842,0.762,0.75,0.789,0.769
SEIR015_sl1000_mr025_nv10_2,0.842,0.857,0.85,0.851,0.714,0.777
SEIR015_sl1000_mr025_nv10_20,0.75,0.75,0.75,0.889,1.0,0.941
SEIR015_sl1000_mr025_nv10_3,0.882,0.978,0.928,0.915,0.935,0.925
SEIR015_sl1000_mr025_nv10_4,0.894,0.955,0.923,0.889,0.909,0.899
SEIR015_sl1000_mr025_nv10_5,0.84,0.875,0.857,0.808,0.875,0.84
SEIR015_sl1000_mr025_nv10_6,0.957,0.957,0.957,0.955,0.913,0.933
SEIR015_sl1000_mr025_nv10_7,1.0,0.667,0.8,0.9,1.0,0.947
SEIR015_sl1000_mr025_nv10_8,0.947,0.9,0.923,0.895,0.85,0.872
SEIR015_sl1000_mr025_nv10_9,0.946,0.946,0.946,0.926,0.893,0.909
SEIR015_sl1000_mr025_nv20_1,0.812,0.867,0.839,0.722,0.867,0.788
SEIR015_sl1000_mr025_nv20_10,0.727,0.889,0.8,0.75,1.0,0.857
SEIR015_sl1000_mr025_nv20_11,0.923,0.923,0.923,0.846,0.846,0.846
SEIR015_sl1000_mr025_nv20_12,0.48,0.6,0.533,0.667,0.6,0.632
SEIR015_sl1000_mr025_nv20_13,0.692,1.0,0.818,0.818,1.0,0.9
SEIR015_sl1000_mr025_nv20_14,0.952,0.909,0.93,0.913,0.955,0.933
SEIR015_sl1000_mr025_nv20_15,0.625,0.833,0.714,0.704,0.792,0.745
SEIR015_sl1000_mr025_nv20_16,0.871,0.9,0.885,0.871,0.9,0.885
SEIR015_sl1000_mr025_nv20_17,0.877,0.893,0.885,0.86,0.875,0.867
SEIR015_sl1000_mr025_nv20_18,0.811,0.769,0.789,0.9,0.692,0.783
SEIR015_sl1000_mr025_nv20_19,0.533,0.727,0.615,0.625,0.909,0.741
SEIR015_sl1000_mr025_nv20_2,0.852,0.92,0.885,0.857,0.96,0.906
