dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,0.932,0.932,0.932,0.702,0.808,0.752
SEIR015_sl1000_mr0125_nv10_10,0.889,0.842,0.865,0.75,0.789,0.769
SEIR015_sl1000_mr0125_nv10_11,0.9,0.692,0.783,0.588,0.769,0.667
SEIR015_sl1000_mr0125_nv10_12,0.9,0.643,0.75,0.625,0.714,0.667
SEIR015_sl1000_mr0125_nv10_13,1.0,0.92,0.958,0.828,0.96,0.889
SEIR015_sl1000_mr0125_nv10_14,0.811,0.827,0.819,0.746,0.904,0.817
SEIR015_sl1000_mr0125_nv10_15,0.816,0.689,0.747,0.625,0.667,0.645
SEIR015_sl1000_mr0125_nv10_16,0.81,0.81,0.81,0.784,0.921,0.847
SEIR015_sl1000_mr0125_nv10_17,0.833,0.962,0.893,0.735,0.962,0.833
SEIR015_sl1000_mr0125_nv10_18,0.8,0.8,0.8,0.714,1.0,0.833
SEIR015_sl1000_mr0125_nv10_19,0.875,0.677,0.764,0.677,0.677,0.677
SEIR015_sl1000_mr0125_nv10_2,0.923,0.75,0.828,0.789,0.938,0.857
SEIR015_sl1000_mr0125_nv10_20,0.897,0.854,0.875,0.776,0.927,0.844
SEIR015_sl1000_mr0125_nv10_3,0.8,0.889,0.842,0.818,1.0,0.9
SEIR015_sl1000_mr0125_nv10_4,0.909,1.0,0.952,0.833,1.0,0.909
SEIR015_sl1000_mr0125_nv10_5,0.96,0.941,0.95,0.551,0.529,0.54
SEIR015_sl1000_mr0125_nv10_6,0.811,0.857,0.833,0.714,0.857,0.779
SEIR015_sl1000_mr0125_nv10_7,0.919,0.838,0.877,0.787,0.868,0.825
SEIR015_sl1000_mr0125_nv10_8,0.857,1.0,0.923,0.783,1.0,0.878
SEIR015_sl1000_mr0125_nv10_9,0.5,0.524,0.512,0.409,0.429,0.419
SEIR015_sl1000_mr025_nv10_1,1.0,0.8,0.889,0.909,1.0,0.952
SEIR015_sl1000_mr025_nv10_10,0.857,0.545,0.667,0.733,1.0,0.846
SEIR015_sl1000_mr025_nv10_11,0.895,0.911,0.903,0.73,0.964,0.831
SEIR015_sl1000_mr025_nv10_12,0.875,0.7,0.778,0.7,0.7,0.7
SEIR015_sl1000_mr025_nv10_13,0.3,0.3,0.3,0.25,0.3,0.273
SEIR015_sl1000_mr025_nv10_14,0.75,0.72,0.735,0.719,0.92,0.807
SEIR015_sl1000_mr025_nv10_15,0.844,0.655,0.738,0.59,0.621,0.605
SEIR015_sl1000_mr025_nv10_16,0.714,0.714,0.714,0.684,0.929,0.788
SEIR015_sl1000_mr025_nv10_17,0.914,0.842,0.877,0.717,0.868,0.786
SEIR015_sl1000_mr025_nv10_18,0.882,0.811,0.845,0.738,0.838,0.785
SEIR015_sl1000_mr025_nv10_19,0.696,0.842,0.762,0.63,0.895,0.739
SEIR015_sl1000_mr025_nv10_2,0.842,0.857,0.85,0.678,0.714,0.696
SEIR015_sl1000_mr025_nv10_20,0.75,0.75,0.75,0.667,1.0,0.8
SEIR015_sl1000_mr025_nv10_3,0.882,0.978,0.928,0.863,0.957,0.907
SEIR015_sl1000_mr025_nv10_4,0.894,0.955,0.923,0.745,0.932,0.828
SEIR015_sl1000_mr025_nv10_5,0.84,0.875,0.857,0.786,0.917,0.846
SEIR015_sl1000_mr025_nv10_6,0.957,0.957,0.957,0.833,0.978,0.9
SEIR015_sl1000_mr025_nv10_7,1.0,0.667,0.8,0.818,1.0,0.9
SEIR015_sl1000_mr025_nv10_8,0.947,0.9,0.923,0.826,0.95,0.884
SEIR015_sl1000_mr025_nv10_9,0.946,0.946,0.946,0.791,0.946,0.862
SEIR015_sl1000_mr025_nv20_1,0.812,0.867,0.839,0.667,0.933,0.778
SEIR015_sl1000_mr025_nv20_10,0.727,0.889,0.8,0.75,1.0,0.857
SEIR015_sl1000_mr025_nv20_11,0.923,0.923,0.923,0.812,1.0,0.897
SEIR015_sl1000_mr025_nv20_12,0.48,0.6,0.533,0.5,0.6,0.545
SEIR015_sl1000_mr025_nv20_13,0.692,1.0,0.818,0.75,1.0,0.857
SEIR015_sl1000_mr025_nv20_14,0.952,0.909,0.93,0.759,1.0,0.863
SEIR015_sl1000_mr025_nv20_15,0.625,0.833,0.714,0.5,0.792,0.613
SEIR015_sl1000_mr025_nv20_16,0.871,0.9,0.885,0.848,0.933,0.889
SEIR015_sl1000_mr025_nv20_17,0.877,0.893,0.885,0.785,0.911,0.843
SEIR015_sl1000_mr025_nv20_18,0.811,0.769,0.789,0.769,0.769,0.769
SEIR015_sl1000_mr025_nv20_19,0.533,0.727,0.615,0.556,0.909,0.69
SEIR015_sl1000_mr025_nv20_2,0.852,0.92,0.885,0.774,0.96,0.857
SEIR015_sl1000_mr025_nv20_20,0.684,0.684,0.684,0.64,0.842,0.727
SEIR015_sl1000_mr025_nv20_3,0.892,0.879,0.885,0.725,0.758,0.741
SEIR015_sl1000_mr025_nv20_4,0.889,0.97,0.928,0.711,0.818,0.761
SEIR015_sl1000_mr025_nv20_5,0.973,0.923,0.947,0.8,0.923,0.857
SEIR015_sl1000_mr025_nv20_6,0.837,0.947,0.889,0.787,0.974,0.871
SEIR015_sl1000_mr025_nv20_7,0.943,0.917,0.93,0.85,0.944,0.895
SEIR015_sl1000_mr025_nv20_8,0.791,0.791,0.791,0.742,0.731,0.737
SEIR015_sl1000_mr025_nv20_9,0.765,0.722,0.743,0.636,0.778,0.7
SEIR015_sl1000_mr025_nv5_1,0.889,0.571,0.696,0.643,0.643,0.643
SEIR015_sl1000_mr025_nv5_10,0.583,0.583,0.583,0.564,0.611,0.587
SEIR015_sl1000_mr025_nv5_11,0.867,0.83,0.848,0.667,0.766,0.713
SEIR015_sl1000_mr025_nv5_12,0.8,0.727,0.762,0.5,0.455,0.476
SEIR015_sl1000_mr025_nv5_13,0.794,0.871,0.831,0.667,0.903,0.767
SEIR015_sl1000_mr025_nv5_14,0.867,0.867,0.867,0.765,0.867,0.812
SEIR015_sl1000_mr025_nv5_15,0.797,0.785,0.791,0.704,0.769,0.735
SEIR015_sl1000_mr025_nv5_16,0.96,0.923,0.941,0.69,0.769,0.727
SEIR015_sl1000_mr025_nv5_17,0.921,0.854,0.886,0.796,0.951,0.867
SEIR015_sl1000_mr025_nv5_18,0.796,0.782,0.789,0.745,0.745,0.745
SEIR015_sl1000_mr025_nv5_19,0.538,0.636,0.583,0.562,0.818,0.667
SEIR015_sl1000_mr025_nv5_2,1.0,0.444,0.615,0.583,0.778,0.667
SEIR015_sl1000_mr025_nv5_20,0.846,0.805,0.825,0.673,0.854,0.753
SEIR015_sl1000_mr025_nv5_3,0.714,0.556,0.625,0.679,0.704,0.691
SEIR015_sl1000_mr025_nv5_4,0.844,0.76,0.8,0.691,0.76,0.724
