dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,0.947,0.986,0.966,0.753,0.836,0.792
SEIR015_sl1000_mr0125_nv10_10,0.875,0.737,0.8,0.833,0.789,0.811
SEIR015_sl1000_mr0125_nv10_11,1.0,0.615,0.762,0.625,0.769,0.69
SEIR015_sl1000_mr0125_nv10_12,1.0,0.643,0.783,0.625,0.714,0.667
SEIR015_sl1000_mr0125_nv10_13,1.0,0.96,0.98,0.842,0.96,0.897
SEIR015_sl1000_mr0125_nv10_14,0.868,0.885,0.876,0.8,0.923,0.857
SEIR015_sl1000_mr0125_nv10_15,0.917,0.733,0.815,0.667,0.667,0.667
SEIR015_sl1000_mr0125_nv10_16,0.828,0.762,0.793,0.812,0.889,0.848
SEIR015_sl1000_mr0125_nv10_17,0.862,0.962,0.909,0.833,0.962,0.893
SEIR015_sl1000_mr0125_nv10_18,0.875,0.7,0.778,0.75,0.9,0.818
SEIR015_sl1000_mr0125_nv10_19,0.864,0.613,0.717,0.714,0.645,0.678
SEIR015_sl1000_mr0125_nv10_2,0.929,0.812,0.867,0.867,0.812,0.839
SEIR015_sl1000_mr0125_nv10_20,0.943,0.805,0.868,0.818,0.878,0.847
SEIR015_sl1000_mr0125_nv10_3,0.889,0.889,0.889,0.75,1.0,0.857
SEIR015_sl1000_mr0125_nv10_4,1.0,0.8,0.889,0.818,0.9,0.857
SEIR015_sl1000_mr0125_nv10_5,0.96,0.941,0.95,0.578,0.51,0.542
SEIR015_sl1000_mr0125_nv10_6,0.882,0.857,0.87,0.789,0.857,0.822
SEIR015_sl1000_mr0125_nv10_7,0.95,0.838,0.891,0.822,0.882,0.851
SEIR015_sl1000_mr0125_nv10_8,0.941,0.889,0.914,0.692,1.0,0.818
SEIR015_sl1000_mr0125_nv10_9,0.571,0.571,0.571,0.636,0.333,0.437
SEIR015_sl1000_mr025_nv10_1,0.889,0.8,0.842,0.909,1.0,0.952
SEIR015_sl1000_mr025_nv10_10,1.0,0.545,0.706,0.786,1.0,0.88
SEIR015_sl1000_mr025_nv10_11,0.891,0.875,0.883,0.742,0.875,0.803
SEIR015_sl1000_mr025_nv10_12,0.857,0.6,0.706,0.857,0.6,0.706
SEIR015_sl1000_mr025_nv10_13,0.375,0.3,0.333,0.25,0.2,0.222
SEIR015_sl1000_mr025_nv10_14,0.704,0.76,0.731,0.688,0.88,0.772
SEIR015_sl1000_mr025_nv10_15,0.868,0.569,0.688,0.689,0.534,0.602
SEIR015_sl1000_mr025_nv10_16,0.857,0.857,0.857,0.824,1.0,0.903
SEIR015_sl1000_mr025_nv10_17,0.941,0.842,0.889,0.786,0.868,0.825
SEIR015_sl1000_mr025_nv10_18,0.882,0.811,0.845,0.769,0.811,0.789
SEIR015_sl1000_mr025_nv10_19,0.81,0.895,0.85,0.708,0.895,0.791
SEIR015_sl1000_mr025_nv10_2,0.889,0.857,0.873,0.672,0.768,0.717
SEIR015_sl1000_mr025_nv10_20,0.75,0.75,0.75,0.778,0.875,0.824
SEIR015_sl1000_mr025_nv10_3,0.88,0.957,0.917,0.83,0.957,0.889
SEIR015_sl1000_mr025_nv10_4,0.933,0.955,0.944,0.788,0.932,0.854
SEIR015_sl1000_mr025_nv10_5,0.857,0.875,0.866,0.815,0.917,0.863
