dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,0.932,0.932,0.932,0.963,0.712,0.819
SEIR015_sl1000_mr0125_nv10_10,0.889,0.842,0.865,0.938,0.789,0.857
SEIR015_sl1000_mr0125_nv10_11,0.9,0.692,0.783,0.889,0.615,0.727
SEIR015_sl1000_mr0125_nv10_12,0.9,0.643,0.75,0.909,0.714,0.8
SEIR015_sl1000_mr0125_nv10_13,1.0,0.92,0.958,1.0,0.8,0.889
SEIR015_sl1000_mr0125_nv10_14,0.811,0.827,0.819,0.896,0.827,0.86
SEIR015_sl1000_mr0125_nv10_15,0.816,0.689,0.747,0.833,0.556,0.667
SEIR015_sl1000_mr0125_nv10_16,0.81,0.81,0.81,0.883,0.841,0.862
SEIR015_sl1000_mr0125_nv10_17,0.833,0.962,0.893,0.87,0.769,0.816
SEIR015_sl1000_mr0125_nv10_18,0.8,0.8,0.8,0.778,0.7,0.737
SEIR015_sl1000_mr0125_nv10_19,0.875,0.677,0.764,0.913,0.677,0.778
SEIR015_sl1000_mr0125_nv10_2,0.923,0.75,0.828,0.917,0.688,0.786
SEIR015_sl1000_mr0125_nv10_20,0.897,0.854,0.875,0.944,0.829,0.883
SEIR015_sl1000_mr0125_nv10_3,0.8,0.889,0.842,1.0,1.0,1.0
SEIR015_sl1000_mr0125_nv10_4,0.909,1.0,0.952,0.9,0.9,0.9
SEIR015_sl1000_mr0125_nv10_5,0.96,0.941,0.95,0.818,0.353,0.493
SEIR015_sl1000_mr0125_nv10_6,0.811,0.857,0.833,0.893,0.714,0.794
SEIR015_sl1000_mr0125_nv10_7,0.919,0.838,0.877,0.961,0.721,0.824
SEIR015_sl1000_mr0125_nv10_8,0.857,1.0,0.923,0.938,0.833,0.882
SEIR015_sl1000_mr0125_nv10_9,0.5,0.524,0.512,0.538,0.333,0.412
SEIR015_sl1000_mr025_nv10_1,1.0,0.8,0.889,1.0,1.0,1.0
SEIR015_sl1000_mr025_nv10_10,0.857,0.545,0.667,1.0,0.455,0.625
SEIR015_sl1000_mr025_nv10_11,0.895,0.911,0.903,0.961,0.875,0.916
SEIR015_sl1000_mr025_nv10_12,0.875,0.7,0.778,1.0,0.5,0.667
SEIR015_sl1000_mr025_nv10_13,0.3,0.3,0.3,0.333,0.2,0.25
SEIR015_sl1000_mr025_nv10_14,0.75,0.72,0.735,0.84,0.84,0.84
SEIR015_sl1000_mr025_nv10_15,0.844,0.655,0.738,0.769,0.345,0.476
SEIR015_sl1000_mr025_nv10_16,0.714,0.714,0.714,0.812,0.929,0.867
SEIR015_sl1000_mr025_nv10_17,0.914,0.842,0.877,0.875,0.737,0.8
SEIR015_sl1000_mr025_nv10_18,0.882,0.811,0.845,0.857,0.811,0.833
SEIR015_sl1000_mr025_nv10_19,0.696,0.842,0.762,0.778,0.737,0.757
SEIR015_sl1000_mr025_nv10_2,0.842,0.857,0.85,0.947,0.643,0.766
SEIR015_sl1000_mr025_nv10_20,0.75,0.75,0.75,0.889,1.0,0.941
SEIR015_sl1000_mr025_nv10_3,0.882,0.978,0.928,0.932,0.891,0.911
SEIR015_sl1000_mr025_nv10_4,0.894,0.955,0.923,0.884,0.864,0.874
SEIR015_sl1000_mr025_nv10_5,0.84,0.875,0.857,0.83,0.812,0.821
SEIR015_sl1000_mr025_nv10_6,0.957,0.957,0.957,0.974,0.826,0.894
SEIR015_sl1000_mr025_nv10_7,1.0,0.667,0.8,1.0,0.889,0.941
SEIR015_sl1000_mr025_nv10_8,0.947,0.9,0.923,0.944,0.85,0.895
SEIR015_sl1000_mr025_nv10_9,0.946,0.946,0.946,0.961,0.875,0.916
SEIR015_sl1000_mr025_nv20_1,0.812,0.867,0.839,0.812,0.867,0.839
SEIR015_sl1000_mr025_nv20_10,0.727,0.889,0.8,0.727,0.889,0.8
SEIR015_sl1000_mr025_nv20_11,0.923,0.923,0.923,0.909,0.769,0.833
SEIR015_sl1000_mr025_nv20_12,0.48,0.6,0.533,0.706,0.6,0.649
SEIR015_sl1000_mr025_nv20_13,0.692,1.0,0.818,0.9,1.0,0.947
SEIR015_sl1000_mr025_nv20_14,0.952,0.909,0.93,0.95,0.864,0.905
SEIR015_sl1000_mr025_nv20_15,0.625,0.833,0.714,0.895,0.708,0.791
SEIR015_sl1000_mr025_nv20_16,0.871,0.9,0.885,0.871,0.9,0.885
SEIR015_sl1000_mr025_nv20_17,0.877,0.893,0.885,0.917,0.786,0.846
SEIR015_sl1000_mr025_nv20_18,0.811,0.769,0.789,0.926,0.641,0.758
SEIR015_sl1000_mr025_nv20_19,0.533,0.727,0.615,0.615,0.727,0.667
SEIR015_sl1000_mr025_nv20_2,0.852,0.92,0.885,0.923,0.96,0.941
SEIR015_sl1000_mr025_nv20_20,0.684,0.684,0.684,0.684,0.684,0.684
SEIR015_sl1000_mr025_nv20_3,0.892,0.879,0.885,0.939,0.697,0.8
SEIR015_sl1000_mr025_nv20_4,0.889,0.97,0.928,0.957,0.667,0.786
SEIR015_sl1000_mr025_nv20_5,0.973,0.923,0.947,0.969,0.795,0.873
SEIR015_sl1000_mr025_nv20_6,0.837,0.947,0.889,0.919,0.895,0.907
SEIR015_sl1000_mr025_nv20_7,0.943,0.917,0.93,1.0,0.861,0.925
SEIR015_sl1000_mr025_nv20_8,0.791,0.791,0.791,0.855,0.701,0.77
SEIR015_sl1000_mr025_nv20_9,0.765,0.722,0.743,0.818,0.5,0.621
SEIR015_sl1000_mr025_nv5_1,0.889,0.571,0.696,0.889,0.571,0.696
SEIR015_sl1000_mr025_nv5_10,0.583,0.583,0.583,0.679,0.528,0.594
SEIR015_sl1000_mr025_nv5_11,0.867,0.83,0.848,0.969,0.66,0.785
SEIR015_sl1000_mr025_nv5_12,0.8,0.727,0.762,0.571,0.364,0.444
SEIR015_sl1000_mr025_nv5_13,0.794,0.871,0.831,0.905,0.613,0.731
SEIR015_sl1000_mr025_nv5_14,0.867,0.867,0.867,0.857,0.8,0.828
SEIR015_sl1000_mr025_nv5_15,0.797,0.785,0.791,0.857,0.646,0.737
SEIR015_sl1000_mr025_nv5_16,0.96,0.923,0.941,1.0,0.654,0.791
SEIR015_sl1000_mr025_nv5_17,0.921,0.854,0.886,0.971,0.805,0.88
SEIR015_sl1000_mr025_nv5_18,0.796,0.782,0.789,0.829,0.618,0.708
SEIR015_sl1000_mr025_nv5_19,0.538,0.636,0.583,0.667,0.545,0.6
SEIR015_sl1000_mr025_nv5_2,1.0,0.444,0.615,0.667,0.667,0.667
SEIR015_sl1000_mr025_nv5_20,0.846,0.805,0.825,0.903,0.683,0.778
SEIR015_sl1000_mr025_nv5_3,0.714,0.556,0.625,0.933,0.519,0.667
SEIR015_sl1000_mr025_nv5_4,0.844,0.76,0.8,0.912,0.62,0.738
SEIR015_sl1000_mr025_nv5_5,0.625,0.476,0.541,0.667,0.286,0.4
SEIR015_sl1000_mr025_nv5_6,0.582,0.516,0.547,0.778,0.339,0.472
SEIR015_sl1000_mr025_nv5_7,0.852,0.885,0.868,0.773,0.654,0.708
SEIR015_sl1000_mr025_nv5_8,1.0,0.913,0.955,0.941,0.696,0.8
SEIR015_sl1000_mr025_nv5_9,0.727,0.6,0.658,0.762,0.4,0.525
SEIR015_sl1000_mr05_nv10_1,0.75,0.706,0.727,0.812,0.765,0.788
SEIR015_sl1000_mr05_nv10_10,0.889,0.889,0.889,0.875,0.778,0.824
SEIR015_sl1000_mr05_nv10_11,0.5,0.5,0.5,0.429,0.375,0.4
SEIR015_sl1000_mr05_nv10_12,0.625,0.625,0.625,0.667,0.75,0.706
SEIR015_sl1000_mr05_nv10_13,0.95,0.934,0.942,0.966,0.918,0.941
SEIR015_sl1000_mr05_nv10_14,0.745,0.826,0.784,0.794,0.587,0.675
SEIR015_sl1000_mr05_nv10_15,0.917,1.0,0.957,1.0,0.727,0.842
SEIR015_sl1000_mr05_nv10_16,0.86,0.902,0.881,0.923,0.878,0.9
SEIR015_sl1000_mr05_nv10_17,0.817,0.841,0.829,0.902,0.797,0.846
SEIR015_sl1000_mr05_nv10_18,0.766,0.878,0.818,0.842,0.78,0.81
SEIR015_sl1000_mr05_nv10_19,0.903,0.875,0.889,0.933,0.875,0.903
SEIR015_sl1000_mr05_nv10_2,0.95,0.905,0.927,0.909,0.714,0.8
SEIR015_sl1000_mr05_nv10_20,0.622,0.561,0.59,0.765,0.317,0.448
SEIR015_sl1000_mr05_nv10_3,0.828,0.857,0.842,0.922,0.839,0.879
SEIR015_sl1000_mr05_nv10_4,0.771,0.844,0.806,0.833,0.781,0.806
SEIR015_sl1000_mr05_nv10_5,0.727,0.727,0.727,0.75,0.818,0.783
SEIR015_sl1000_mr05_nv10_6,0.935,0.967,0.951,1.0,0.733,0.846
SEIR015_sl1000_mr05_nv10_7,0.833,0.769,0.8,0.846,0.846,0.846
SEIR015_sl1000_mr05_nv10_8,0.861,0.861,0.861,0.844,0.75,0.794
SEIR015_sl1000_mr05_nv10_9,0.684,0.867,0.765,0.812,0.867,0.839
SEIR015_sl250_mr025_nv10_1,0.64,0.941,0.762,0.789,0.882,0.833
SEIR015_sl250_mr025_nv10_10,0.562,0.695,0.621,0.722,0.441,0.547
SEIR015_sl250_mr025_nv10_11,0.528,0.559,0.543,0.586,0.5,0.54
SEIR015_sl250_mr025_nv10_12,0.492,0.744,0.593,0.636,0.651,0.644
SEIR015_sl250_mr025_nv10_13,0.75,0.75,0.75,1.0,0.75,0.857
SEIR015_sl250_mr025_nv10_14,0.633,0.76,0.691,0.667,0.48,0.558
SEIR015_sl250_mr025_nv10_15,0.691,0.776,0.731,0.775,0.633,0.697
SEIR015_sl250_mr025_nv10_16,0.373,0.704,0.487,0.536,0.556,0.545
SEIR015_sl250_mr025_nv10_17,0.444,0.333,0.381,0.5,0.25,0.333
SEIR015_sl250_mr025_nv10_18,0.474,0.818,0.6,0.556,0.455,0.5
SEIR015_sl250_mr025_nv10_19,0.457,0.432,0.444,0.52,0.351,0.419
SEIR015_sl250_mr025_nv10_2,0.355,0.5,0.415,0.263,0.227,0.244
SEIR015_sl250_mr025_nv10_20,0.595,0.758,0.667,0.735,0.758,0.746
SEIR015_sl250_mr025_nv10_3,0.467,0.467,0.467,0.364,0.267,0.308
SEIR015_sl250_mr025_nv10_4,0.704,0.76,0.731,0.75,0.84,0.792
SEIR015_sl250_mr025_nv10_5,0.667,0.75,0.706,0.625,0.625,0.625
SEIR015_sl250_mr025_nv10_6,0.575,0.657,0.613,0.568,0.6,0.583
SEIR015_sl250_mr025_nv10_7,0.5,0.5,0.5,0.429,0.375,0.4
SEIR015_sl250_mr025_nv10_8,0.815,0.815,0.815,0.84,0.778,0.808
SEIR015_sl250_mr025_nv10_9,0.571,0.8,0.667,0.667,0.533,0.593
SEIR015_sl500_mr025_nv10_1,0.769,1.0,0.87,0.8,0.8,0.8
SEIR015_sl500_mr025_nv10_10,0.864,0.884,0.874,0.895,0.791,0.84
SEIR015_sl500_mr025_nv10_11,0.833,0.625,0.714,1.0,0.75,0.857
SEIR015_sl500_mr025_nv10_12,0.717,0.717,0.717,0.762,0.604,0.674
SEIR015_sl500_mr025_nv10_13,0.667,0.857,0.75,0.677,0.75,0.712
SEIR015_sl500_mr025_nv10_14,1.0,0.778,0.875,1.0,1.0,1.0
SEIR015_sl500_mr025_nv10_15,0.806,0.862,0.833,0.857,0.724,0.785
SEIR015_sl500_mr025_nv10_16,0.625,0.833,0.714,0.75,0.75,0.75
SEIR015_sl500_mr025_nv10_17,0.688,0.786,0.733,0.846,0.786,0.815
SEIR015_sl500_mr025_nv10_18,0.696,0.615,0.653,0.778,0.538,0.636
SEIR015_sl500_mr025_nv10_19,1.0,0.9,0.947,1.0,1.0,1.0
SEIR015_sl500_mr025_nv10_2,1.0,0.875,0.933,1.0,0.875,0.933
SEIR015_sl500_mr025_nv10_20,0.844,0.844,0.844,0.848,0.609,0.709
SEIR015_sl500_mr025_nv10_3,0.758,0.676,0.714,0.864,0.514,0.644
SEIR015_sl500_mr025_nv10_4,0.767,0.805,0.786,0.811,0.732,0.769
SEIR015_sl500_mr025_nv10_5,0.923,0.857,0.889,0.923,0.857,0.889
SEIR015_sl500_mr025_nv10_6,0.65,0.684,0.667,0.684,0.684,0.684
SEIR015_sl500_mr025_nv10_7,0.781,0.806,0.794,0.851,0.645,0.734
SEIR015_sl500_mr025_nv10_8,0.812,0.776,0.794,0.895,0.761,0.823
SEIR015_sl500_mr025_nv10_9,0.846,1.0,0.917,0.714,0.909,0.8
SEIR01_sl1000_mr0125_nv10_1,0.824,0.778,0.8,0.824,0.778,0.8
SEIR01_sl1000_mr0125_nv10_10,0.945,0.963,0.954,0.959,0.87,0.913
SEIR01_sl1000_mr0125_nv10_11,1.0,0.923,0.96,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_12,1.0,0.6,0.75,1.0,0.2,0.333
SEIR01_sl1000_mr0125_nv10_13,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_14,0.963,0.867,0.912,0.963,0.867,0.912
SEIR01_sl1000_mr0125_nv10_15,1.0,0.917,0.957,1.0,0.875,0.933
SEIR01_sl1000_mr0125_nv10_16,1.0,0.714,0.833,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_17,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_18,0.913,0.933,0.923,0.976,0.889,0.93
SEIR01_sl1000_mr0125_nv10_19,1.0,0.9,0.947,0.966,0.933,0.949
SEIR01_sl1000_mr0125_nv10_2,1.0,0.923,0.96,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_20,1.0,0.96,0.98,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_3,0.949,0.974,0.961,0.973,0.947,0.96
SEIR01_sl1000_mr0125_nv10_4,0.917,0.917,0.917,0.913,0.875,0.894
SEIR01_sl1000_mr0125_nv10_5,0.956,0.915,0.935,0.913,0.894,0.903
SEIR01_sl1000_mr0125_nv10_6,0.957,0.917,0.936,1.0,0.854,0.921
SEIR01_sl1000_mr0125_nv10_7,1.0,0.949,0.974,1.0,0.949,0.974
SEIR01_sl1000_mr0125_nv10_8,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_9,0.979,1.0,0.989,0.978,0.957,0.968
SEIR01_sl1000_mr025_nv10_1,0.931,0.964,0.947,0.926,0.893,0.909
SEIR01_sl1000_mr025_nv10_10,0.889,0.889,0.889,0.889,0.889,0.889
SEIR01_sl1000_mr025_nv10_11,0.919,0.971,0.944,0.921,1.0,0.959
SEIR01_sl1000_mr025_nv10_12,0.857,0.75,0.8,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv10_13,0.947,0.9,0.923,0.938,0.75,0.833
SEIR01_sl1000_mr025_nv10_14,0.889,0.941,0.914,0.939,0.912,0.925
SEIR01_sl1000_mr025_nv10_15,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv10_16,0.976,0.976,0.976,1.0,0.905,0.95
SEIR01_sl1000_mr025_nv10_17,0.929,0.867,0.897,0.944,0.756,0.84
SEIR01_sl1000_mr025_nv10_18,1.0,0.889,0.941,1.0,1.0,1.0
