dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,0.947,0.986,0.966,0.902,0.753,0.821
SEIR015_sl1000_mr0125_nv10_10,0.875,0.737,0.8,0.882,0.789,0.833
SEIR015_sl1000_mr0125_nv10_11,1.0,0.615,0.762,0.818,0.692,0.75
SEIR015_sl1000_mr0125_nv10_12,1.0,0.643,0.783,0.909,0.714,0.8
SEIR015_sl1000_mr0125_nv10_13,1.0,0.96,0.98,0.935,0.86,0.896
SEIR015_sl1000_mr0125_nv10_14,0.868,0.885,0.876,0.9,0.865,0.882
SEIR015_sl1000_mr0125_nv10_15,0.917,0.733,0.815,0.871,0.6,0.711
SEIR015_sl1000_mr0125_nv10_16,0.828,0.762,0.793,0.897,0.825,0.86
SEIR015_sl1000_mr0125_nv10_17,0.862,0.962,0.909,0.88,0.846,0.863
SEIR015_sl1000_mr0125_nv10_18,0.875,0.7,0.778,0.8,0.8,0.8
SEIR015_sl1000_mr0125_nv10_19,0.864,0.613,0.717,0.87,0.645,0.741
SEIR015_sl1000_mr0125_nv10_2,0.929,0.812,0.867,0.923,0.75,0.828
SEIR015_sl1000_mr0125_nv10_20,0.943,0.805,0.868,0.914,0.78,0.842
SEIR015_sl1000_mr0125_nv10_3,0.889,0.889,0.889,0.9,1.0,0.947
SEIR015_sl1000_mr0125_nv10_4,1.0,0.8,0.889,0.9,0.9,0.9
SEIR015_sl1000_mr0125_nv10_5,0.96,0.941,0.95,0.88,0.431,0.579
SEIR015_sl1000_mr0125_nv10_6,0.882,0.857,0.87,0.935,0.829,0.879
SEIR015_sl1000_mr0125_nv10_7,0.95,0.838,0.891,0.946,0.779,0.855
SEIR015_sl1000_mr0125_nv10_8,0.941,0.889,0.914,0.842,0.889,0.865
SEIR015_sl1000_mr0125_nv10_9,0.571,0.571,0.571,0.667,0.286,0.4
SEIR015_sl1000_mr025_nv10_1,0.889,0.8,0.842,0.909,1.0,0.952
SEIR015_sl1000_mr025_nv10_10,1.0,0.545,0.706,0.833,0.909,0.87
SEIR015_sl1000_mr025_nv10_11,0.891,0.875,0.883,0.935,0.768,0.843
SEIR015_sl1000_mr025_nv10_12,0.857,0.6,0.706,1.0,0.4,0.571
SEIR015_sl1000_mr025_nv10_13,0.375,0.3,0.333,0.4,0.2,0.267
SEIR015_sl1000_mr025_nv10_14,0.704,0.76,0.731,0.808,0.84,0.824
SEIR015_sl1000_mr025_nv10_15,0.868,0.569,0.688,0.862,0.431,0.575
SEIR015_sl1000_mr025_nv10_16,0.857,0.857,0.857,0.867,0.929,0.897
SEIR015_sl1000_mr025_nv10_17,0.941,0.842,0.889,0.938,0.789,0.857
SEIR015_sl1000_mr025_nv10_18,0.882,0.811,0.845,0.879,0.784,0.829
SEIR015_sl1000_mr025_nv10_19,0.81,0.895,0.85,0.833,0.789,0.811
SEIR015_sl1000_mr025_nv10_2,0.889,0.857,0.873,0.848,0.696,0.765
SEIR015_sl1000_mr025_nv10_20,0.75,0.75,0.75,0.857,0.75,0.8
SEIR015_sl1000_mr025_nv10_3,0.88,0.957,0.917,0.915,0.935,0.925
SEIR015_sl1000_mr025_nv10_4,0.933,0.955,0.944,0.951,0.886,0.918
SEIR015_sl1000_mr025_nv10_5,0.857,0.875,0.866,0.86,0.896,0.878
SEIR015_sl1000_mr025_nv10_6,0.915,0.935,0.925,0.952,0.87,0.909
SEIR015_sl1000_mr025_nv10_7,1.0,0.667,0.8,1.0,1.0,1.0
SEIR015_sl1000_mr025_nv10_8,0.944,0.85,0.895,0.895,0.85,0.872
SEIR015_sl1000_mr025_nv10_9,0.964,0.964,0.964,0.943,0.893,0.917
SEIR015_sl1000_mr025_nv20_1,0.867,0.867,0.867,0.875,0.933,0.903
SEIR015_sl1000_mr025_nv20_10,0.889,0.889,0.889,0.8,0.889,0.842
