host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
146,268,complex,19,50,19/50,30
146,268,none,11,50,11/50,30
146,336,complex,43,50,43/50,46
146,336,none,2,50,2/50,46
146,475,complex,16,50,16/50,35
146,475,none,18,50,18/50,35
146,475,trans,1,50,1/50,35
146,965,complex,24,50,24/50,32
146,965,none,7,50,7/50,32
146,965,trans,1,50,1/50,32
207,327,complex,9,50,9/50,44
207,327,none,9,50,9/50,44
207,327,trans,24,50,24/50,44
207,505,complex,4,50,4/50,44
207,505,none,10,50,10/50,44
207,505,trans,30,50,30/50,44
207,919,complex,3,50,3/50,42
207,919,none,17,50,17/50,42
268,336,complex,45,50,45/50,48
268,336,none,1,50,1/50,48
268,475,complex,21,50,21/50,36
268,475,none,15,50,15/50,36
268,5,complex,24,50,24/50,31
268,5,none,7,50,7/50,31
268,705,complex,19,50,19/50,31
268,705,none,12,50,12/50,31
296,442,complex,4,50,4/50,50
296,442,none,4,50,4/50,50
3,919,complex,10,50,10/50,50
3,919,none,3,50,3/50,50
327,207,trans,2,50,2/50,44
327,505,complex,2,50,2/50,45
327,505,none,27,50,27/50,45
327,505,trans,11,50,11/50,45
336,146,trans,1,50,1/50,46
336,268,trans,2,50,2/50,48
336,475,complex,42,50,42/50,49
336,475,none,1,50,1/50,49
336,475,trans,6,50,6/50,49
336,5,complex,50,50,50/50,50
336,705,complex,41,50,41/50,44
336,705,none,1,50,1/50,44
336,705,trans,2,50,2/50,44
336,878,complex,29,50,29/50,45
336,878,none,2,50,2/50,45
336,878,trans,14,50,14/50,45
336,965,complex,29,50,29/50,44
336,965,none,1,50,1/50,44
336,965,trans,13,50,13/50,44
413,734,complex,8,50,8/50,45
413,734,none,20,50,20/50,45
413,734,trans,1,50,1/50,45
413,919,complex,5,50,5/50,35
413,919,none,5,50,5/50,35
442,142,trans,49,50,49/50,49
442,296,trans,42,50,42/50,50
442,768,complex,11,50,11/50,50
442,768,trans,39,50,39/50,50
442,813,complex,34,50,34/50,50
442,813,trans,16,50,16/50,50
442,919,complex,31,50,31/50,45
442,919,none,1,50,1/50,45
448,919,complex,1,50,1/50,49
448,919,none,7,50,7/50,49
451,919,complex,22,50,22/50,49
451,919,none,12,50,12/50,49
475,705,complex,14,50,14/50,26
475,705,none,11,50,11/50,26
5,705,complex,24,50,24/50,31
5,705,none,7,50,7/50,31
5,878,complex,15,50,15/50,26
5,878,none,8,50,8/50,26
5,878,trans,3,50,3/50,26
505,327,trans,5,50,5/50,45
671,751,complex,24,50,24/50,50
705,475,trans,1,50,1/50,26
733,919,complex,17,50,17/50,50
733,919,none,11,50,11/50,50
734,413,trans,16,50,16/50,45
734,919,complex,26,50,26/50,49
734,919,none,4,50,4/50,49
743,919,complex,28,50,28/50,49
743,919,none,1,50,1/50,49
751,671,trans,26,50,26/50,50
751,919,complex,34,50,34/50,50
751,919,none,1,50,1/50,50
919,207,trans,22,50,22/50,42
919,3,trans,37,50,37/50,50
919,413,trans,25,50,25/50,35
919,442,trans,13,50,13/50,45
919,448,trans,41,50,41/50,49
919,451,trans,15,50,15/50,49
919,733,trans,22,50,22/50,50
919,734,trans,19,50,19/50,49
919,743,trans,20,50,20/50,49
919,751,trans,15,50,15/50,50
965,336,trans,1,50,1/50,44
