dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,1,0.89,0.942,0.622,0.836,0.713
SEIR015_sl1000_mr0125_nv10_10,1,0.526,0.69,0.682,0.789,0.732
SEIR015_sl1000_mr0125_nv10_11,1,0.538,0.7,0.526,0.769,0.625
SEIR015_sl1000_mr0125_nv10_12,1,0.643,0.783,0.562,0.643,0.6
SEIR015_sl1000_mr0125_nv10_13,0.936,0.88,0.907,0.742,0.92,0.821
SEIR015_sl1000_mr0125_nv10_14,1,0.673,0.805,0.762,0.923,0.835
SEIR015_sl1000_mr0125_nv10_15,0.964,0.6,0.74,0.51,0.578,0.542
SEIR015_sl1000_mr0125_nv10_16,0.882,0.476,0.619,0.705,0.873,0.78
SEIR015_sl1000_mr0125_nv10_17,1,0.423,0.595,0.735,0.962,0.833
SEIR015_sl1000_mr0125_nv10_18,1,0.5,0.667,0.615,0.8,0.696
SEIR015_sl1000_mr0125_nv10_19,1,0.548,0.708,0.594,0.613,0.603
SEIR015_sl1000_mr0125_nv10_2,0.917,0.688,0.786,0.722,0.812,0.765
SEIR015_sl1000_mr0125_nv10_20,0.958,0.561,0.708,0.706,0.878,0.783
SEIR015_sl1000_mr0125_nv10_3,1,0.667,0.8,0.692,1,0.818
SEIR015_sl1000_mr0125_nv10_4,1,0.8,0.889,0.667,0.8,0.727
SEIR015_sl1000_mr0125_nv10_5,0.957,0.882,0.918,0.421,0.471,0.444
SEIR015_sl1000_mr0125_nv10_6,1,0.543,0.704,0.659,0.829,0.734
SEIR015_sl1000_mr0125_nv10_7,0.98,0.706,0.821,0.728,0.868,0.792
SEIR015_sl1000_mr0125_nv10_8,1,0.778,0.875,0.63,0.944,0.756
SEIR015_sl1000_mr0125_nv10_9,0.75,0.429,0.545,0.75,0.286,0.414
SEIR015_sl1000_mr025_nv10_1,1,0.6,0.75,0.833,1,0.909
SEIR015_sl1000_mr025_nv10_10,0.833,0.455,0.588,0.588,0.909,0.714
SEIR015_sl1000_mr025_nv10_11,0.977,0.75,0.848,0.653,0.875,0.748
SEIR015_sl1000_mr025_nv10_12,1,0.2,0.333,0.8,0.8,0.8
SEIR015_sl1000_mr025_nv10_13,1,0.1,0.182,0.222,0.2,0.211
SEIR015_sl1000_mr025_nv10_14,0.895,0.68,0.773,0.6,0.84,0.7
SEIR015_sl1000_mr025_nv10_15,1,0.483,0.651,0.564,0.534,0.549
SEIR015_sl1000_mr025_nv10_16,1,0.571,0.727,0.765,0.929,0.839
SEIR015_sl1000_mr025_nv10_17,0.9,0.711,0.794,0.689,0.816,0.747
SEIR015_sl1000_mr025_nv10_18,1,0.595,0.746,0.674,0.784,0.725
SEIR015_sl1000_mr025_nv10_19,0.933,0.737,0.824,0.63,0.895,0.739
SEIR015_sl1000_mr025_nv10_2,0.976,0.732,0.837,0.562,0.732,0.636
SEIR015_sl1000_mr025_nv10_20,1,0.375,0.545,0.667,0.75,0.706
SEIR015_sl1000_mr025_nv10_3,1,0.761,0.864,0.741,0.935,0.827
SEIR015_sl1000_mr025_nv10_4,0.972,0.795,0.875,0.69,0.909,0.784
SEIR015_sl1000_mr025_nv10_5,0.947,0.75,0.837,0.741,0.896,0.811
SEIR015_sl1000_mr025_nv10_6,0.93,0.87,0.899,0.71,0.957,0.815
SEIR015_sl1000_mr025_nv10_7,0.833,0.556,0.667,0.727,0.889,0.8
SEIR015_sl1000_mr025_nv10_8,1,0.7,0.824,0.739,0.85,0.791
SEIR015_sl1000_mr025_nv10_9,1,0.875,0.933,0.746,0.946,0.835
SEIR015_sl1000_mr025_nv20_1,1,0.6,0.75,0.636,0.933,0.757
SEIR015_sl1000_mr025_nv20_10,0.75,0.333,0.462,0.615,0.889,0.727
SEIR015_sl1000_mr025_nv20_11,1,0.692,0.818,0.706,0.923,0.8
SEIR015_sl1000_mr025_nv20_12,0.923,0.6,0.727,0.545,0.6,0.571
SEIR015_sl1000_mr025_nv20_13,1,0.222,0.364,0.692,1,0.818
SEIR015_sl1000_mr025_nv20_14,0.952,0.909,0.93,0.636,0.955,0.764
SEIR015_sl1000_mr025_nv20_15,1,0.417,0.588,0.654,0.708,0.68
SEIR015_sl1000_mr025_nv20_16,0.929,0.867,0.897,0.711,0.9,0.794
SEIR015_sl1000_mr025_nv20_17,0.979,0.839,0.904,0.693,0.929,0.794
SEIR015_sl1000_mr025_nv20_18,0.955,0.538,0.689,0.674,0.744,0.707
SEIR015_sl1000_mr025_nv20_19,0.667,0.182,0.286,0.421,0.727,0.533
SEIR015_sl1000_mr025_nv20_2,1,0.6,0.75,0.8,0.96,0.873
SEIR015_sl1000_mr025_nv20_20,0.833,0.526,0.645,0.609,0.737,0.667
SEIR015_sl1000_mr025_nv20_3,1,0.636,0.778,0.781,0.758,0.769
SEIR015_sl1000_mr025_nv20_4,0.963,0.788,0.867,0.675,0.818,0.74
SEIR015_sl1000_mr025_nv20_5,0.972,0.897,0.933,0.661,0.949,0.779
SEIR015_sl1000_mr025_nv20_6,0.895,0.447,0.596,0.767,0.868,0.815
SEIR015_sl1000_mr025_nv20_7,0.935,0.806,0.866,0.791,0.944,0.861
SEIR015_sl1000_mr025_nv20_8,0.979,0.701,0.817,0.82,0.746,0.781
SEIR015_sl1000_mr025_nv20_9,0.812,0.722,0.765,0.464,0.722,0.565
SEIR015_sl1000_mr025_nv5_1,1,0.357,0.526,0.471,0.571,0.516
SEIR015_sl1000_mr025_nv5_10,1,0.306,0.468,0.71,0.611,0.657
SEIR015_sl1000_mr025_nv5_11,0.971,0.723,0.829,0.615,0.681,0.646
SEIR015_sl1000_mr025_nv5_12,0.778,0.636,0.7,0.364,0.364,0.364
SEIR015_sl1000_mr025_nv5_13,1,0.71,0.83,0.658,0.806,0.725
SEIR015_sl1000_mr025_nv5_14,1,0.467,0.636,0.684,0.867,0.765
SEIR015_sl1000_mr025_nv5_15,0.911,0.631,0.745,0.653,0.754,0.7
SEIR015_sl1000_mr025_nv5_16,1,0.846,0.917,0.588,0.769,0.667
SEIR015_sl1000_mr025_nv5_17,1,0.732,0.845,0.661,0.951,0.78
SEIR015_sl1000_mr025_nv5_18,0.923,0.655,0.766,0.632,0.655,0.643
SEIR015_sl1000_mr025_nv5_19,1,0.182,0.308,0.75,0.545,0.632
SEIR015_sl1000_mr025_nv5_2,1,0.556,0.714,0.636,0.778,0.7
SEIR015_sl1000_mr025_nv5_20,1,0.61,0.758,0.608,0.756,0.674
SEIR015_sl1000_mr025_nv5_3,0.846,0.407,0.55,0.625,0.556,0.588
SEIR015_sl1000_mr025_nv5_4,0.919,0.68,0.782,0.627,0.74,0.679
SEIR015_sl1000_mr025_nv5_5,0.778,0.333,0.467,0.452,0.667,0.538
SEIR015_sl1000_mr025_nv5_6,0.958,0.371,0.535,0.492,0.468,0.479
SEIR015_sl1000_mr025_nv5_7,0.87,0.769,0.816,0.553,0.808,0.656
SEIR015_sl1000_mr025_nv5_8,0.941,0.696,0.8,0.567,0.739,0.642
SEIR015_sl1000_mr025_nv5_9,1,0.4,0.571,0.487,0.475,0.481
SEIR015_sl1000_mr05_nv10_1,0.917,0.647,0.759,0.565,0.765,0.65
SEIR015_sl1000_mr05_nv10_10,1,0.444,0.615,0.8,0.889,0.842
SEIR015_sl1000_mr05_nv10_11,0.667,0.25,0.364,0.333,0.375,0.353
SEIR015_sl1000_mr05_nv10_12,1,0.125,0.222,0.727,1,0.842
SEIR015_sl1000_mr05_nv10_13,0.978,0.738,0.841,0.77,0.934,0.844
SEIR015_sl1000_mr05_nv10_14,0.943,0.717,0.815,0.526,0.652,0.583
SEIR015_sl1000_mr05_nv10_15,1,0.545,0.706,0.588,0.909,0.714
SEIR015_sl1000_mr05_nv10_16,1,0.659,0.794,0.75,0.951,0.839
SEIR015_sl1000_mr05_nv10_17,0.95,0.551,0.697,0.747,0.899,0.816
SEIR015_sl1000_mr05_nv10_18,0.957,0.537,0.688,0.638,0.902,0.747
SEIR015_sl1000_mr05_nv10_19,1,0.531,0.694,0.775,0.969,0.861
SEIR015_sl1000_mr05_nv10_2,0.941,0.762,0.842,0.588,0.714,0.645
SEIR015_sl1000_mr05_nv10_20,0.9,0.439,0.59,0.414,0.293,0.343
SEIR015_sl1000_mr05_nv10_3,1,0.696,0.821,0.766,0.875,0.817
SEIR015_sl1000_mr05_nv10_4,1,0.594,0.745,0.622,0.875,0.727
SEIR015_sl1000_mr05_nv10_5,1,0.636,0.778,0.667,0.909,0.769
SEIR015_sl1000_mr05_nv10_6,1,0.833,0.909,0.611,0.733,0.667
SEIR015_sl1000_mr05_nv10_7,1,0.231,0.375,0.643,0.692,0.667
SEIR015_sl1000_mr05_nv10_8,1,0.75,0.857,0.659,0.806,0.725
SEIR015_sl1000_mr05_nv10_9,1,0.6,0.75,0.571,0.8,0.667
SEIR015_sl250_mr025_nv10_1,0.667,0.118,0.2,0.789,0.882,0.833
SEIR015_sl250_mr025_nv10_10,0.818,0.153,0.257,0.534,0.525,0.53
SEIR015_sl250_mr025_nv10_11,0.8,0.235,0.364,0.452,0.559,0.5
SEIR015_sl250_mr025_nv10_12,1,0.14,0.245,0.542,0.744,0.627
SEIR015_sl250_mr025_nv10_13,1,0.5,0.667,0.733,0.688,0.71
SEIR015_sl250_mr025_nv10_14,1,0.08,0.148,0.455,0.6,0.517
SEIR015_sl250_mr025_nv10_15,0.812,0.265,0.4,0.53,0.714,0.609
SEIR015_sl250_mr025_nv10_16,0,0,0,0.4,0.444,0.421
SEIR015_sl250_mr025_nv10_17,0,0,0,0.2,0.167,0.182
SEIR015_sl250_mr025_nv10_18,0,0,0,0.357,0.455,0.4
SEIR015_sl250_mr025_nv10_19,0.9,0.243,0.383,0.4,0.378,0.389
SEIR015_sl250_mr025_nv10_2,0.5,0.045,0.083,0.308,0.364,0.333
