dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR01_sl1000_mr025_nv20_12,1,0.722,0.839,0.654,0.944,0.773
SEIR01_sl1000_mr025_nv20_13,0.917,0.759,0.83,0.736,0.914,0.815
SEIR01_sl1000_mr025_nv20_14,0.889,0.615,0.727,0.8,0.923,0.857
SEIR01_sl1000_mr025_nv20_15,0.952,0.87,0.909,0.808,0.913,0.857
SEIR01_sl1000_mr025_nv20_16,1,0.286,0.444,0.462,0.857,0.6
SEIR01_sl1000_mr025_nv20_17,1,0.84,0.913,0.742,0.92,0.821
SEIR01_sl1000_mr025_nv20_18,0.913,0.808,0.857,0.852,0.885,0.868
SEIR01_sl1000_mr025_nv20_19,0.94,0.887,0.913,0.909,0.943,0.926
SEIR01_sl1000_mr025_nv20_2,0.889,0.762,0.821,0.709,0.929,0.804
SEIR01_sl1000_mr025_nv20_20,0.957,0.71,0.815,0.667,0.839,0.743
SEIR01_sl1000_mr025_nv20_3,0.889,0.762,0.821,0.741,0.952,0.833
SEIR01_sl1000_mr025_nv20_4,0.857,0.75,0.8,0.75,0.75,0.75
SEIR01_sl1000_mr025_nv20_5,0.964,0.818,0.885,0.811,0.909,0.857
SEIR01_sl1000_mr025_nv20_6,1,0.909,0.952,0.917,1,0.957
SEIR01_sl1000_mr025_nv20_7,0.812,0.765,0.788,0.762,0.941,0.842
SEIR01_sl1000_mr025_nv20_8,0.75,0.6,0.667,0.6,0.6,0.6
SEIR01_sl1000_mr025_nv20_9,1,0.917,0.957,0.923,1,0.96
SEIR01_sl1000_mr025_nv5_1,0.889,0.78,0.831,0.766,0.878,0.818
SEIR01_sl1000_mr025_nv5_10,0.944,0.515,0.667,0.543,0.758,0.633
SEIR01_sl1000_mr025_nv5_11,1,0.632,0.774,0.667,0.842,0.744
SEIR01_sl1000_mr025_nv5_12,0.857,0.632,0.727,0.556,0.789,0.652
SEIR01_sl1000_mr025_nv5_13,1,0.667,0.8,0.786,0.917,0.846
SEIR01_sl1000_mr025_nv5_14,0.917,0.55,0.687,0.769,1,0.87
SEIR01_sl1000_mr025_nv5_15,0.769,0.741,0.755,0.622,0.852,0.719
SEIR01_sl1000_mr025_nv5_16,0.923,0.667,0.774,0.8,0.889,0.842
SEIR01_sl1000_mr025_nv5_17,0.889,0.727,0.8,0.786,1,0.88
SEIR01_sl1000_mr025_nv5_18,0.875,0.596,0.709,0.754,0.915,0.827
SEIR01_sl1000_mr025_nv5_19,0.965,0.948,0.957,0.803,0.983,0.884
SEIR01_sl1000_mr025_nv5_2,0.9,0.562,0.692,0.591,0.812,0.684
SEIR01_sl1000_mr025_nv5_20,0.941,0.667,0.78,0.643,0.75,0.692
SEIR01_sl1000_mr025_nv5_3,0.889,0.8,0.842,0.692,0.9,0.783
SEIR01_sl1000_mr025_nv5_4,0.8,0.72,0.758,0.717,0.86,0.782
SEIR01_sl1000_mr025_nv5_5,0.804,0.725,0.763,0.569,0.725,0.638
SEIR01_sl1000_mr025_nv5_6,0.75,0.75,0.75,0.6,0.75,0.667
SEIR01_sl1000_mr025_nv5_7,1,0.7,0.824,1,1,1
SEIR01_sl1000_mr025_nv5_8,0.9,0.783,0.837,0.71,0.957,0.815
SEIR01_sl1000_mr025_nv5_9,0.833,0.556,0.667,0.615,0.889,0.727
SEIR01_sl1000_mr05_nv10_1,0.909,0.769,0.833,0.706,0.923,0.8
SEIR01_sl1000_mr05_nv10_10,1,0.714,0.833,0.778,1,0.875
SEIR01_sl1000_mr05_nv10_11,0.92,0.719,0.807,0.69,0.906,0.784
SEIR01_sl1000_mr05_nv10_12,0.9,0.776,0.833,0.754,0.897,0.819
SEIR01_sl1000_mr05_nv10_13,0.857,0.75,0.8,0.583,0.875,0.7
SEIR01_sl1000_mr05_nv10_14,0.935,0.744,0.829,0.646,0.795,0.713
SEIR01_sl1000_mr05_nv10_15,0.857,0.75,0.8,0.789,0.938,0.857
SEIR01_sl1000_mr05_nv10_16,0.952,0.909,0.93,0.913,0.955,0.933
SEIR01_sl1000_mr05_nv10_17,0.913,0.955,0.933,0.714,0.909,0.8
SEIR01_sl1000_mr05_nv10_18,0.936,0.786,0.854,0.732,0.929,0.819
SEIR01_sl1000_mr05_nv10_19,0.8,0.571,0.667,0.625,0.714,0.667
SEIR01_sl1000_mr05_nv10_2,1,0.875,0.933,0.889,1,0.941
SEIR01_sl1000_mr05_nv10_20,0.952,0.769,0.851,0.75,0.923,0.828
SEIR01_sl1000_mr05_nv10_3,0.9,0.72,0.8,0.676,0.92,0.78
SEIR01_sl1000_mr05_nv10_4,0.778,0.636,0.7,0.6,0.818,0.692
SEIR01_sl1000_mr05_nv10_5,0.938,0.833,0.882,0.8,0.889,0.842
SEIR01_sl1000_mr05_nv10_6,0.909,0.75,0.822,0.643,0.9,0.75
SEIR01_sl1000_mr05_nv10_7,0.897,0.761,0.824,0.722,0.848,0.78
SEIR01_sl1000_mr05_nv10_8,0.857,0.75,0.8,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_9,1,0.885,0.939,0.812,1,0.897
SEIR01_sl250_mr025_nv10_1,0.857,0.4,0.545,0.508,0.733,0.6
SEIR01_sl250_mr025_nv10_10,0.857,0.353,0.5,0.536,0.882,0.667
SEIR01_sl250_mr025_nv10_11,0.6,0.188,0.286,0.522,0.75,0.615
SEIR01_sl250_mr025_nv10_12,0.885,0.535,0.667,0.629,0.907,0.743
SEIR01_sl250_mr025_nv10_13,0,0,0,0.25,0.333,0.286
SEIR01_sl250_mr025_nv10_14,0.88,0.478,0.62,0.516,0.696,0.593
SEIR01_sl250_mr025_nv10_15,0,0,0,0.467,1,0.636
SEIR01_sl250_mr025_nv10_16,0.789,0.326,0.462,0.422,0.587,0.491
SEIR01_sl250_mr025_nv10_17,1,0.125,0.222,0.467,0.875,0.609
SEIR01_sl250_mr025_nv10_18,1,0.406,0.578,0.537,0.906,0.674
SEIR01_sl250_mr025_nv10_19,1,0.5,0.667,0.706,1,0.828
SEIR01_sl250_mr025_nv10_2,0.75,0.214,0.333,0.542,0.929,0.684
SEIR01_sl250_mr025_nv10_20,0.875,0.389,0.538,0.56,0.778,0.651
SEIR01_sl250_mr025_nv10_3,0.909,0.37,0.526,0.564,0.815,0.667
SEIR01_sl250_mr025_nv10_4,0.889,0.571,0.696,0.65,0.929,0.765
SEIR01_sl250_mr025_nv10_5,0.882,0.366,0.517,0.612,0.732,0.667
SEIR01_sl250_mr025_nv10_6,0.714,0.227,0.345,0.528,0.864,0.655
SEIR01_sl250_mr025_nv10_7,0.6,0.214,0.316,0.571,0.857,0.686
SEIR01_sl250_mr025_nv10_8,1,0.382,0.553,0.577,0.882,0.698
SEIR01_sl250_mr025_nv10_9,0.87,0.328,0.476,0.608,0.787,0.686
SEIR01_sl500_mr025_nv10_1,0.667,0.2,0.308,0.5,0.8,0.615
SEIR01_sl500_mr025_nv10_10,0.833,0.714,0.769,0.611,0.786,0.688
SEIR01_sl500_mr025_nv10_11,0.9,0.529,0.667,0.636,0.824,0.718
SEIR01_sl500_mr025_nv10_12,0.889,0.627,0.736,0.677,0.863,0.759
SEIR01_sl500_mr025_nv10_13,0.923,0.6,0.727,0.63,0.85,0.723
SEIR01_sl500_mr025_nv10_14,1,0.667,0.8,0.625,0.833,0.714
SEIR01_sl500_mr025_nv10_15,1,0.845,0.916,0.74,0.931,0.824
SEIR01_sl500_mr025_nv10_16,0.889,0.533,0.667,0.5,0.8,0.615
SEIR01_sl500_mr025_nv10_17,0,0,0,0.333,0.5,0.4
SEIR01_sl500_mr025_nv10_18,0.6,0.5,0.545,0.556,0.833,0.667
SEIR01_sl500_mr025_nv10_19,0.5,0.125,0.2,0.538,0.875,0.667
SEIR01_sl500_mr025_nv10_2,1,0.5,0.667,0.636,0.875,0.737
SEIR01_sl500_mr025_nv10_20,0.846,0.688,0.759,0.69,0.906,0.784
SEIR01_sl500_mr025_nv10_3,0.833,0.476,0.606,0.645,0.952,0.769
SEIR01_sl500_mr025_nv10_4,0.667,0.286,0.4,0.6,0.857,0.706
SEIR01_sl500_mr025_nv10_5,1,0.4,0.571,0.5,0.8,0.615
SEIR01_sl500_mr025_nv10_6,0.932,0.774,0.845,0.71,0.925,0.803
SEIR01_sl500_mr025_nv10_7,0.913,0.618,0.737,0.721,0.912,0.805
SEIR01_sl500_mr025_nv10_8,0.875,0.438,0.583,0.652,0.938,0.769
SEIR01_sl500_mr025_nv10_9,1,0.667,0.8,0.8,0.889,0.842
SIR003_sl1000_mr025_nv10_1,0.769,0.714,0.741,0.706,0.857,0.774
SIR003_sl1000_mr025_nv10_10,0.909,0.769,0.833,0.667,0.923,0.774
SIR003_sl1000_mr025_nv10_11,0.68,0.567,0.618,0.59,0.767,0.667
SIR003_sl1000_mr025_nv10_12,0.822,0.755,0.787,0.763,0.918,0.833
SIR003_sl1000_mr025_nv10_13,0.667,0.364,0.471,0.4,0.545,0.462
SIR003_sl1000_mr025_nv10_14,1,0.733,0.846,0.778,0.933,0.848
SIR003_sl1000_mr025_nv10_15,0.7,0.583,0.636,0.593,0.667,0.627
SIR003_sl1000_mr025_nv10_16,0.667,0.471,0.552,0.609,0.824,0.7
SIR003_sl1000_mr025_nv10_17,0.842,0.696,0.762,0.71,0.957,0.815
SIR003_sl1000_mr025_nv10_18,1,1,1,0.714,1,0.833
SIR003_sl1000_mr025_nv10_19,0.706,0.5,0.585,0.647,0.917,0.759
SIR003_sl1000_mr025_nv10_2,0.941,0.842,0.889,0.895,0.895,0.895
SIR003_sl1000_mr025_nv10_20,0.75,0.667,0.706,0.667,0.889,0.762
SIR003_sl1000_mr025_nv10_3,1,0.692,0.818,0.885,0.885,0.885
SIR003_sl1000_mr025_nv10_4,0.778,0.677,0.724,0.692,0.871,0.771
SIR003_sl1000_mr025_nv10_5,1,0.571,0.727,0.75,0.857,0.8
SIR003_sl1000_mr025_nv10_6,0.842,0.696,0.762,0.7,0.913,0.792
SIR003_sl1000_mr025_nv10_7,0.615,0.5,0.552,0.565,0.812,0.667
SIR003_sl1000_mr025_nv10_8,0.917,0.733,0.815,0.824,0.933,0.875
SIR003_sl1000_mr025_nv10_9,0.682,0.536,0.6,0.525,0.75,0.618
SIR003_sl1000_mr05_nv10_1,0.833,0.588,0.69,0.7,0.824,0.757
SIR003_sl1000_mr05_nv10_10,1,0.769,0.87,0.8,0.923,0.857
SIR003_sl1000_mr05_nv10_11,0.724,0.6,0.656,0.628,0.771,0.692
SIR003_sl1000_mr05_nv10_12,0.827,0.782,0.804,0.754,0.891,0.817
SIR003_sl1000_mr05_nv10_13,0.804,0.732,0.766,0.743,0.929,0.825
SIR003_sl1000_mr05_nv10_14,1,0.8,0.889,0.909,1,0.952
SIR003_sl1000_mr05_nv10_15,0.9,0.692,0.783,0.765,1,0.867
SIR003_sl1000_mr05_nv10_16,0.818,0.72,0.766,0.71,0.88,0.786
SIR003_sl1000_mr05_nv10_17,0.75,0.429,0.545,0.579,0.786,0.667
SIR003_sl1000_mr05_nv10_18,0.929,0.565,0.703,0.69,0.87,0.769
SIR003_sl1000_mr05_nv10_19,0.867,0.703,0.776,0.723,0.919,0.81
SIR003_sl1000_mr05_nv10_2,0.909,0.667,0.769,0.789,1,0.882
SIR003_sl1000_mr05_nv10_20,0.5,0.444,0.471,0.5,0.778,0.609
SIR003_sl1000_mr05_nv10_3,0.75,0.6,0.667,0.6,0.9,0.72
SIR003_sl1000_mr05_nv10_4,1,0.692,0.818,0.733,0.846,0.786
SIR003_sl1000_mr05_nv10_5,0.561,0.5,0.529,0.529,0.804,0.638
