host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7,prop.gp.8
125,1000_to_1099,1049.5,10,10,1,3,2.0176393999999997,2.0176393999999997,2.444397,6.11035,3.080068888888889,3.080068888888889,2.0176393999999997,2.0176393999999997,2.444397,6.11035,3.080068888888889,3.080068888888889,1,0,0,0,0,0,0,0
13,1000_to_1099,1049.5,10,10,1,2,1.774309,1.774309,1.362007,4.617237,2.8076216888888887,2.8076216888888887,1.774309,1.774309,1.362007,4.617237,2.8076216888888887,2.8076216888888887,1,0,0,0,0,0,0,0
157,1000_to_1099,1049.5,10,10,2,3,3.1312988000000006,3.200014833333333,2.727229,7.664047999999999,5.110676755555556,4.313530733333334,3.1312988000000006,3.200014833333333,2.727229,7.664047999999999,5.110676755555556,4.313530733333334,0.6,0.4,0,0,0,0,0,0
168,1000_to_1099,1049.5,10,10,1,1,1.2450145000000001,1.2450145000000001,1.07875,2.872325,2.1587620222222226,2.1587620222222226,1.2450145000000001,1.2450145000000001,1.07875,2.872325,2.1587620222222226,2.1587620222222226,1,0,0,0,0,0,0,0
18,1000_to_1099,1049.5,10,10,1,3,0.20173579999999997,0.20173579999999997,0.209084,0.584883,0.33435662222222223,0.33435662222222223,0.20173579999999997,0.20173579999999997,0.209084,0.584883,0.33435662222222223,0.33435662222222223,1,0,0,0,0,0,0,0
203,1000_to_1099,1049.5,10,10,1,1,1.5585827,1.5585827,1.72554,3.4782230000000003,2.0303992666666666,2.0303992666666666,1.5585827,1.5585827,1.72554,3.4782230000000003,2.0303992666666666,2.0303992666666666,1,0,0,0,0,0,0,0
222,1000_to_1099,1049.5,10,10,1,1,1.0237227,1.0237227,1.220382,2.748987,1.7608778444444444,1.7608778444444444,1.0237227,1.0237227,1.220382,2.748987,1.7608778444444444,1.7608778444444444,1,0,0,0,0,0,0,0
298,1000_to_1099,1049.5,10,10,1,5,0.40288260000000004,0.40288260000000004,0.21908,0.6034200000000001,0.3272862222222222,0.3272862222222222,0.40288260000000004,0.40288260000000004,0.21908,0.6034200000000001,0.3272862222222222,0.3272862222222222,1,0,0,0,0,0,0,0
328,1000_to_1099,1049.5,10,10,1,1,2.1457148999999998,2.1457148999999998,1.688596,5.3113470000000005,3.1771941555555556,3.1771941555555556,2.1457148999999998,2.1457148999999998,1.688596,5.3113470000000005,3.1771941555555556,3.1771941555555556,1,0,0,0,0,0,0,0
369,1000_to_1099,1049.5,10,10,2,4,2.2457013000000003,2.094746222222222,3.595406,6.456200000000001,3.645599622222222,3.134708444444444,2.2457013000000003,2.094746222222222,3.595406,6.456200000000001,3.645599622222222,3.134708444444444,0.9,0.1,0,0,0,0,0,0
494,1000_to_1099,1049.5,10,10,1,1,0.16796919999999999,0.16796919999999999,0.141909,0.302458,0.17631502222222223,0.17631502222222223,0.16796919999999999,0.16796919999999999,0.141909,0.302458,0.17631502222222223,0.17631502222222223,1,0,0,0,0,0,0,0
584,1000_to_1099,1049.5,10,10,1,1,0.27437639999999996,0.27437639999999996,0.151249,0.575962,0.31526262222222223,0.31526262222222223,0.27437639999999996,0.27437639999999996,0.151249,0.575962,0.31526262222222223,0.31526262222222223,1,0,0,0,0,0,0,0
598,1000_to_1099,1049.5,10,10,1,7,0.1783622,0.1783622,0.11466,0.401937,0.22473195555555556,0.22473195555555556,0.1783622,0.1783622,0.11466,0.401937,0.22473195555555556,0.22473195555555556,1,0,0,0,0,0,0,0
638,1000_to_1099,1049.5,10,10,1,1,1.0009676,1.0009676,1.14493,2.430745,1.5372440888888887,1.5372440888888887,1.0009676,1.0009676,1.14493,2.430745,1.5372440888888887,1.5372440888888887,1,0,0,0,0,0,0,0
715,1000_to_1099,1049.5,10,10,1,1,1.8287652,1.8287652,1.90372,4.716428,2.819196266666667,2.819196266666667,1.8287652,1.8287652,1.90372,4.716428,2.819196266666667,2.819196266666667,1,0,0,0,0,0,0,0
76,1000_to_1099,1049.5,10,10,1,2,0.16755650000000002,0.16755650000000002,0.14336400000000002,0.32606699999999994,0.19978393333333333,0.19978393333333333,0.16755650000000002,0.16755650000000002,0.14336400000000002,0.32606699999999994,0.19978393333333333,0.19978393333333333,1,0,0,0,0,0,0,0
780,1000_to_1099,1049.5,10,10,6,8,2.1427776,0.8562365,2.582385,5.498286,3.6604573777777776,1.5278613333333333,2.1427776,0.8562365,2.582385,5.498286,3.6604573777777776,1.5278613333333333,0.4,0.2,0.1,0.1,0.1,0.1,0,0
835,1000_to_1099,1049.5,10,10,2,5,1.5853408000000002,0.8401614000000001,1.315377,4.434066,2.476742888888889,1.3964314,1.5853408000000002,0.8401614000000001,1.315377,4.434066,2.476742888888889,1.3964314,0.5,0.5,0,0,0,0,0,0
906,1000_to_1099,1049.5,10,10,4,8,1.464832,1.2508837142857143,1.580518,3.8062380000000005,2.483323733333333,2.1582002857142855,1.464832,1.2508837142857143,1.580518,3.8062380000000005,2.483323733333333,2.1582002857142855,0.7,0.1,0.1,0.1,0,0,0,0
965,1000_to_1099,1049.5,10,10,1,1,1.5160377999999999,1.5160377999999999,1.738833,3.598685,2.282838488888889,2.282838488888889,1.5160377999999999,1.5160377999999999,1.738833,3.598685,2.282838488888889,2.282838488888889,1,0,0,0,0,0,0,0
125,10000_to_10099,10049.5,10,10,3,3,2.2168397000000004,1.7900584285714287,2.7294210000000003,5.703787,3.474192377777778,2.017478666666667,2.2168397000000004,1.7900584285714287,2.7294210000000003,5.703787,3.474192377777778,2.017478666666667,0.7,0.2,0.1,0,0,0,0,0
13,10000_to_10099,10049.5,10,10,1,4,2.2229685000000003,2.2229685000000003,2.107022,5.991568,3.695331888888889,3.695331888888889,2.2229685000000003,2.2229685000000003,2.107022,5.991568,3.695331888888889,3.695331888888889,1,0,0,0,0,0,0,0
157,10000_to_10099,10049.5,10,10,3,4,3.1643122000000004,2.6885075,2.4901860000000005,8.203624,5.1162412,3.1651260000000003,3.1643122000000004,2.6885075,2.4901860000000005,8.203624,5.1162412,3.1651260000000003,0.4,0.4,0.2,0,0,0,0,0
168,10000_to_10099,10049.5,10,10,1,1,2.0453241,2.0453241,1.815438,5.6262550000000005,3.106788466666667,3.106788466666667,2.0453241,2.0453241,1.815438,5.6262550000000005,3.106788466666667,3.106788466666667,1,0,0,0,0,0,0,0
18,10000_to_10099,10049.5,10,10,1,4,0.24851589999999998,0.24851589999999998,0.297852,0.7391869999999999,0.35776437777777775,0.35776437777777775,0.24851589999999998,0.24851589999999998,0.297852,0.7391869999999999,0.35776437777777775,0.35776437777777775,1,0,0,0,0,0,0,0
203,10000_to_10099,10049.5,10,10,1,1,1.2305054,1.2305054,0.93168,3.079953,1.7055400444444444,1.7055400444444444,1.2305054,1.2305054,0.93168,3.079953,1.7055400444444444,1.7055400444444444,1,0,0,0,0,0,0,0
222,10000_to_10099,10049.5,10,10,1,4,1.0045107999999998,1.0045107999999998,1.215343,2.453126,1.762884088888889,1.762884088888889,1.0045107999999998,1.0045107999999998,1.215343,2.453126,1.762884088888889,1.762884088888889,1,0,0,0,0,0,0,0
298,10000_to_10099,10049.5,10,10,1,1,0.2251795,0.2251795,0.193295,0.42861399999999994,0.28322064444444445,0.28322064444444445,0.2251795,0.2251795,0.193295,0.42861399999999994,0.28322064444444445,0.28322064444444445,1,0,0,0,0,0,0,0
328,10000_to_10099,10049.5,10,10,1,1,2.6886757,2.6886757,2.676135,7.628982000000001,3.9468741555555558,3.9468741555555558,2.6886757,2.6886757,2.676135,7.628982000000001,3.9468741555555558,3.9468741555555558,1,0,0,0,0,0,0,0
369,10000_to_10099,10049.5,10,10,2,5,2.643232,2.038620555555555,7.193432,10.977587,4.313391688888889,2.9613349444444443,2.643232,2.038620555555555,7.193432,10.977587,4.313391688888889,2.9613349444444443,0.9,0.1,0,0,0,0,0,0
494,10000_to_10099,10049.5,10,10,1,1,0.20541510000000002,0.20541510000000002,0.145188,0.244658,0.15245446666666668,0.15245446666666668,0.20541510000000002,0.20541510000000002,0.145188,0.244658,0.15245446666666668,0.15245446666666668,1,0,0,0,0,0,0,0
584,10000_to_10099,10049.5,10,10,1,1,0.23086500000000001,0.23086500000000001,0.139591,0.39328799999999997,0.2660968,0.2660968,0.23086500000000001,0.23086500000000001,0.139591,0.39328799999999997,0.2660968,0.2660968,1,0,0,0,0,0,0,0
598,10000_to_10099,10049.5,10,10,1,7,0.2031812,0.2031812,0.117618,0.33257400000000004,0.19090937777777778,0.19090937777777778,0.2031812,0.2031812,0.117618,0.33257400000000004,0.19090937777777778,0.19090937777777778,1,0,0,0,0,0,0,0
638,10000_to_10099,10049.5,10,10,1,1,1.2702095,1.2702095,1.07829,3.2367420000000005,1.8517885555555555,1.8517885555555555,1.2702095,1.2702095,1.07829,3.2367420000000005,1.8517885555555555,1.8517885555555555,1,0,0,0,0,0,0,0
715,10000_to_10099,10049.5,10,10,1,2,1.6726367,1.6726367,1.742995,4.584937,2.8632362444444444,2.8632362444444444,1.6726367,1.6726367,1.742995,4.584937,2.8632362444444444,2.8632362444444444,1,0,0,0,0,0,0,0
76,10000_to_10099,10049.5,10,10,1,1,0.13102089999999997,0.13102089999999997,0.156799,0.40685899999999997,0.18246428888888888,0.18246428888888888,0.13102089999999997,0.13102089999999997,0.156799,0.40685899999999997,0.18246428888888888,0.18246428888888888,1,0,0,0,0,0,0,0
780,10000_to_10099,10049.5,10,10,7,8,3.2003021999999994,1.1860163333333336,3.5022909999999996,8.354211999999999,5.269050622222222,1.6896393333333333,3.2003021999999994,1.1860163333333336,3.5022909999999996,8.354211999999999,5.269050622222222,1.6896393333333333,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0
835,10000_to_10099,10049.5,10,10,2,5,2.8961405,1.3614111999999998,3.017061,7.624929999999999,4.102456288888889,2.23893,2.8961405,1.3614111999999998,3.017061,7.624929999999999,4.102456288888889,2.23893,0.5,0.5,0,0,0,0,0,0
906,10000_to_10099,10049.5,10,10,2,8,1.6146314,1.5516345555555553,1.694947,4.588097,2.8947122666666667,2.7515138888888893,1.6146314,1.5516345555555553,1.694947,4.588097,2.8947122666666667,2.7515138888888893,0.9,0.1,0,0,0,0,0,0
965,10000_to_10099,10049.5,10,10,1,1,1.8438219999999998,1.8438219999999998,1.941407,4.573130000000001,2.8796965333333335,2.8796965333333335,1.8438219999999998,1.8438219999999998,1.941407,4.573130000000001,2.8796965333333335,2.8796965333333335,1,0,0,0,0,0,0,0
125,10100_to_10199,10149.5,10,10,1,4,2.4812515,2.4812515,1.992973,5.861686000000001,3.564697,3.564697,2.4812515,2.4812515,1.992973,5.861686000000001,3.564697,3.564697,1,0,0,0,0,0,0,0
13,10100_to_10199,10149.5,10,10,2,3,2.4335706999999998,2.0829188000000003,1.400511,6.016328,3.807709888888889,2.5571572,2.4335706999999998,2.0829188000000003,1.400511,6.016328,3.807709888888889,2.5571572,0.5,0.5,0,0,0,0,0,0
157,10100_to_10199,10149.5,10,10,2,3,3.3456021,2.9567018333333333,2.868668,8.185591,5.1970162,3.6780772666666666,3.3456021,2.9567018333333333,2.868668,8.185591,5.1970162,3.6780772666666666,0.6,0.4,0,0,0,0,0,0
168,10100_to_10199,10149.5,10,10,1,3,2.0136304,2.0136304,2.086607,5.570335999999999,3.1418678222222223,3.1418678222222223,2.0136304,2.0136304,2.086607,5.570335999999999,3.1418678222222223,3.1418678222222223,1,0,0,0,0,0,0,0
18,10100_to_10199,10149.5,10,10,1,4,0.1984227,0.1984227,0.205989,0.549743,0.2889202444444445,0.2889202444444445,0.1984227,0.1984227,0.205989,0.549743,0.2889202444444445,0.2889202444444445,1,0,0,0,0,0,0,0
203,10100_to_10199,10149.5,10,10,1,1,1.6488185000000002,1.6488185000000002,1.303956,2.731566,1.7456604666666666,1.7456604666666666,1.6488185000000002,1.6488185000000002,1.303956,2.731566,1.7456604666666666,1.7456604666666666,1,0,0,0,0,0,0,0
222,10100_to_10199,10149.5,10,10,1,1,1.2713591,1.2713591,1.309746,3.418832,2.2656585555555555,2.2656585555555555,1.2713591,1.2713591,1.309746,3.418832,2.2656585555555555,2.2656585555555555,1,0,0,0,0,0,0,0
