host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
125,222,complex,10,100,10/100,98
125,222,none,11,100,11/100,98
125,222,trans,77,100,77/100,98
125,369,complex,25,100,25/100,87
125,369,none,26,100,26/100,87
125,369,trans,1,100,1/100,87
125,780,complex,46,100,46/100,99
125,780,none,45,100,45/100,99
13,780,complex,86,100,86/100,100
13,965,complex,14,100,14/100,78
13,965,none,9,100,9/100,78
13,965,trans,55,100,55/100,78
157,598,complex,87,100,87/100,100
157,598,none,3,100,3/100,100
157,598,trans,1,100,1/100,100
157,780,complex,44,100,44/100,67
157,780,none,21,100,21/100,67
168,203,none,38,100,38/100,100
168,203,trans,55,100,55/100,100
168,598,none,29,100,29/100,54
168,780,none,38,100,38/100,60
18,906,complex,79,100,79/100,100
203,168,trans,7,100,7/100,100
298,906,complex,20,100,20/100,100
328,780,complex,2,100,2/100,93
328,780,none,32,100,32/100,93
369,125,trans,35,100,35/100,87
369,598,complex,4,100,4/100,70
369,598,none,55,100,55/100,70
369,780,complex,94,100,94/100,99
369,780,none,4,100,4/100,99
369,835,complex,79,100,79/100,100
369,835,none,3,100,3/100,100
369,835,trans,18,100,18/100,100
369,906,complex,39,100,39/100,90
369,906,none,45,100,45/100,90
369,906,trans,3,100,3/100,90
494,906,none,2,100,2/100,99
598,157,trans,9,100,9/100,100
598,168,trans,25,100,25/100,54
598,369,trans,11,100,11/100,70
598,715,complex,1,100,1/100,74
598,715,none,40,100,40/100,74
598,715,trans,33,100,33/100,74
598,780,complex,72,100,72/100,97
598,780,none,19,100,19/100,97
638,780,complex,3,100,3/100,99
638,780,none,5,100,5/100,99
715,780,complex,78,100,78/100,100
715,780,none,11,100,11/100,100
76,906,complex,64,100,64/100,100
780,125,trans,8,100,8/100,99
780,13,trans,14,100,14/100,100
780,157,trans,2,100,2/100,67
780,168,trans,22,100,22/100,60
780,328,trans,59,100,59/100,93
780,369,trans,1,100,1/100,99
780,598,trans,6,100,6/100,97
780,638,trans,91,100,91/100,99
780,715,trans,11,100,11/100,100
780,906,complex,11,100,11/100,51
780,906,none,40,100,40/100,51
906,18,trans,21,100,21/100,100
906,298,trans,80,100,80/100,100
906,369,trans,3,100,3/100,90
906,494,trans,97,100,97/100,99
906,584,trans,99,100,99/100,99
906,76,trans,36,100,36/100,100
