dataset,50,60,70,80,90,100
SEIR015_sl1000_mr025_nv5_5,0.333,0.333,0.238,0.238,0.238,0.238
SEIR015_sl1000_mr025_nv5_6,0.339,0.323,0.194,0.145,0.145,0.145
SEIR015_sl1000_mr025_nv5_7,0.615,0.615,0.385,0.308,0.308,0.308
SEIR015_sl1000_mr025_nv5_8,0.609,0.565,0.435,0.348,0.348,0.348
SEIR015_sl1000_mr025_nv5_9,0.55,0.55,0.45,0.425,0.4,0.4
SEIR015_sl1000_mr05_nv10_1,0.471,0.471,0.471,0.294,0.294,0.294
SEIR015_sl1000_mr05_nv10_10,0.889,0.889,0.889,0.889,0.889,0.889
SEIR015_sl1000_mr05_nv10_11,0.375,0.375,0.375,0.375,0.375,0.375
SEIR015_sl1000_mr05_nv10_12,1.0,1.0,0.75,0.75,0.75,0.625
SEIR015_sl1000_mr05_nv10_13,0.836,0.836,0.689,0.623,0.623,0.623
SEIR015_sl1000_mr05_nv10_14,0.543,0.543,0.457,0.37,0.37,0.37
SEIR015_sl1000_mr05_nv10_15,0.636,0.455,0.273,0.091,0.091,0.091
SEIR015_sl1000_mr05_nv10_16,0.805,0.805,0.756,0.61,0.61,0.61
SEIR015_sl1000_mr05_nv10_17,0.725,0.696,0.594,0.478,0.464,0.464
SEIR015_sl1000_mr05_nv10_18,0.78,0.732,0.585,0.439,0.439,0.439
SEIR015_sl1000_mr05_nv10_19,0.719,0.688,0.656,0.562,0.5,0.469
SEIR015_sl1000_mr05_nv10_2,0.643,0.619,0.452,0.31,0.31,0.31
SEIR015_sl1000_mr05_nv10_20,0.244,0.22,0.171,0.122,0.122,0.122
SEIR015_sl1000_mr05_nv10_3,0.821,0.821,0.768,0.696,0.696,0.696
SEIR015_sl1000_mr05_nv10_4,0.562,0.531,0.406,0.344,0.344,0.344
SEIR015_sl1000_mr05_nv10_5,0.636,0.636,0.636,0.545,0.545,0.545
SEIR015_sl1000_mr05_nv10_6,0.7,0.667,0.567,0.5,0.433,0.433
SEIR015_sl1000_mr05_nv10_7,0.692,0.692,0.692,0.538,0.538,0.538
SEIR015_sl1000_mr05_nv10_8,0.75,0.722,0.694,0.583,0.583,0.583
SEIR015_sl1000_mr05_nv10_9,0.733,0.733,0.6,0.4,0.4,0.4
SEIR015_sl250_mr025_nv10_1,0.882,0.882,0.765,0.706,0.647,0.647
SEIR015_sl250_mr025_nv10_10,0.678,0.61,0.508,0.441,0.441,0.424
SEIR015_sl250_mr025_nv10_11,0.618,0.618,0.5,0.382,0.382,0.382
SEIR015_sl250_mr025_nv10_12,0.698,0.674,0.628,0.581,0.581,0.581
SEIR015_sl250_mr025_nv10_13,0.75,0.688,0.562,0.5,0.5,0.5
SEIR015_sl250_mr025_nv10_14,0.56,0.52,0.44,0.4,0.28,0.28
SEIR015_sl250_mr025_nv10_15,0.571,0.531,0.51,0.469,0.469,0.469
SEIR015_sl250_mr025_nv10_16,0.222,0.222,0.185,0.148,0.148,0.148
SEIR015_sl250_mr025_nv10_17,0.417,0.333,0.25,0.083,0.083,0.083
SEIR015_sl250_mr025_nv10_18,0.455,0.455,0.455,0.182,0.182,0.182
SEIR015_sl250_mr025_nv10_19,0.568,0.514,0.459,0.351,0.324,0.297
SEIR015_sl250_mr025_nv10_2,0.318,0.318,0.273,0.227,0.227,0.227
SEIR015_sl250_mr025_nv10_20,0.697,0.697,0.697,0.667,0.667,0.667
SEIR015_sl250_mr025_nv10_3,0.733,0.733,0.6,0.533,0.467,0.467
SEIR015_sl250_mr025_nv10_4,0.72,0.72,0.68,0.64,0.64,0.64
SEIR015_sl250_mr025_nv10_5,0.75,0.75,0.75,0.625,0.625,0.625
SEIR015_sl250_mr025_nv10_6,0.629,0.571,0.486,0.429,0.429,0.429
SEIR015_sl250_mr025_nv10_7,0.375,0.375,0.375,0.375,0.375,0.375
SEIR015_sl250_mr025_nv10_8,0.667,0.667,0.556,0.444,0.444,0.444
SEIR015_sl250_mr025_nv10_9,0.733,0.733,0.533,0.333,0.267,0.2
SEIR015_sl500_mr025_nv10_1,0.6,0.6,0.6,0.5,0.5,0.5
SEIR015_sl500_mr025_nv10_10,0.837,0.814,0.628,0.535,0.535,0.535
SEIR015_sl500_mr025_nv10_11,0.125,0.125,0,0,0,0
SEIR015_sl500_mr025_nv10_12,0.585,0.585,0.491,0.358,0.358,0.358
SEIR015_sl500_mr025_nv10_13,0.571,0.571,0.536,0.5,0.5,0.5
SEIR015_sl500_mr025_nv10_14,0.889,0.889,0.889,0.778,0.778,0.778
SEIR015_sl500_mr025_nv10_15,0.672,0.638,0.552,0.448,0.431,0.431
SEIR015_sl500_mr025_nv10_16,0.75,0.75,0.417,0.333,0.333,0.333
SEIR015_sl500_mr025_nv10_17,0.929,0.929,0.857,0.857,0.857,0.857
SEIR015_sl500_mr025_nv10_18,0.5,0.462,0.423,0.231,0.231,0.231
SEIR015_sl500_mr025_nv10_19,0.8,0.8,0.8,0.7,0.6,0.6
SEIR015_sl500_mr025_nv10_2,0.625,0.625,0.25,0.25,0.25,0.25
SEIR015_sl500_mr025_nv10_20,0.719,0.688,0.625,0.531,0.516,0.516
SEIR015_sl500_mr025_nv10_3,0.622,0.595,0.541,0.432,0.432,0.432
SEIR015_sl500_mr025_nv10_4,0.707,0.707,0.634,0.512,0.512,0.512
SEIR015_sl500_mr025_nv10_5,0.929,0.857,0.786,0.571,0.571,0.571
SEIR015_sl500_mr025_nv10_6,0.789,0.789,0.789,0.789,0.789,0.789
SEIR015_sl500_mr025_nv10_7,0.532,0.5,0.403,0.387,0.371,0.355
SEIR015_sl500_mr025_nv10_8,0.716,0.701,0.582,0.507,0.493,0.478
SEIR015_sl500_mr025_nv10_9,0.818,0.636,0.636,0.636,0.636,0.636
SEIR01_sl1000_mr0125_nv10_1,0.722,0.667,0.667,0.611,0.611,0.611
SEIR01_sl1000_mr0125_nv10_10,0.852,0.815,0.778,0.685,0.685,0.685
SEIR01_sl1000_mr0125_nv10_11,0.923,0.923,0.846,0.769,0.769,0.769
SEIR01_sl1000_mr0125_nv10_12,0.2,0.2,0.2,0.2,0.2,0.2
SEIR01_sl1000_mr0125_nv10_13,0.9,0.9,0.9,0.9,0.9,0.9
SEIR01_sl1000_mr0125_nv10_14,0.967,0.967,0.833,0.8,0.8,0.8
SEIR01_sl1000_mr0125_nv10_15,0.792,0.792,0.583,0.458,0.458,0.458
SEIR01_sl1000_mr0125_nv10_16,0.857,0.857,0.429,0.286,0.286,0.286
SEIR01_sl1000_mr0125_nv10_17,0.833,0.833,0.833,0.833,0.833,0.833
SEIR01_sl1000_mr0125_nv10_18,0.822,0.822,0.8,0.778,0.778,0.778
SEIR01_sl1000_mr0125_nv10_19,0.833,0.833,0.767,0.733,0.733,0.733
SEIR01_sl1000_mr0125_nv10_2,0.923,0.923,0.808,0.654,0.654,0.654
SEIR01_sl1000_mr0125_nv10_20,0.96,0.88,0.88,0.88,0.84,0.84
SEIR01_sl1000_mr0125_nv10_3,0.842,0.816,0.684,0.605,0.605,0.605
SEIR01_sl1000_mr0125_nv10_4,0.708,0.708,0.708,0.625,0.625,0.625
SEIR01_sl1000_mr0125_nv10_5,0.894,0.894,0.809,0.766,0.766,0.766
SEIR01_sl1000_mr0125_nv10_6,0.812,0.812,0.667,0.542,0.542,0.542
SEIR01_sl1000_mr0125_nv10_7,0.923,0.923,0.744,0.718,0.718,0.718
SEIR01_sl1000_mr0125_nv10_8,0.667,0.667,0.5,0.333,0.333,0.333
SEIR01_sl1000_mr0125_nv10_9,0.894,0.872,0.723,0.638,0.638,0.638
SEIR01_sl1000_mr025_nv10_1,0.821,0.821,0.679,0.571,0.571,0.571
SEIR01_sl1000_mr025_nv10_10,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl1000_mr025_nv10_11,0.857,0.857,0.743,0.686,0.686,0.686
SEIR01_sl1000_mr025_nv10_12,0.75,0.625,0.625,0.625,0.625,0.625
SEIR01_sl1000_mr025_nv10_13,0.65,0.65,0.4,0.3,0.25,0.25
SEIR01_sl1000_mr025_nv10_14,0.912,0.853,0.706,0.618,0.618,0.618
SEIR01_sl1000_mr025_nv10_15,0.8,0.8,0.6,0.6,0.6,0.6
SEIR01_sl1000_mr025_nv10_16,0.881,0.857,0.69,0.595,0.571,0.571
SEIR01_sl1000_mr025_nv10_17,0.667,0.667,0.622,0.578,0.578,0.578
SEIR01_sl1000_mr025_nv10_18,0.889,0.778,0.778,0.778,0.778,0.778
SEIR01_sl1000_mr025_nv10_19,0.729,0.695,0.61,0.593,0.576,0.576
SEIR01_sl1000_mr025_nv10_2,0.955,0.909,0.773,0.727,0.727,0.727
SEIR01_sl1000_mr025_nv10_20,0.824,0.824,0.588,0.588,0.588,0.588
SEIR01_sl1000_mr025_nv10_3,0.878,0.857,0.714,0.653,0.653,0.653
SEIR01_sl1000_mr025_nv10_4,0.808,0.788,0.692,0.654,0.635,0.635
SEIR01_sl1000_mr025_nv10_5,0.864,0.864,0.841,0.795,0.795,0.795
SEIR01_sl1000_mr025_nv10_6,0.714,0.714,0.714,0.714,0.714,0.714
SEIR01_sl1000_mr025_nv10_7,0.725,0.725,0.7,0.675,0.675,0.675
SEIR01_sl1000_mr025_nv10_8,0.815,0.815,0.741,0.741,0.741,0.741
SEIR01_sl1000_mr025_nv10_9,0.745,0.745,0.66,0.596,0.596,0.596
SEIR01_sl1000_mr025_nv20_1,0.969,0.969,0.781,0.688,0.688,0.688
SEIR01_sl1000_mr025_nv20_10,0.667,0.556,0.444,0.444,0.444,0.444
SEIR01_sl1000_mr025_nv20_11,0.8,0.8,0.8,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv20_12,0.889,0.889,0.833,0.778,0.778,0.778
SEIR01_sl1000_mr025_nv20_13,0.845,0.828,0.759,0.759,0.759,0.759
SEIR01_sl1000_mr025_nv20_14,0.846,0.846,0.846,0.846,0.846,0.846
SEIR01_sl1000_mr025_nv20_15,0.957,0.87,0.696,0.652,0.652,0.652
SEIR01_sl1000_mr025_nv20_16,0.857,0.714,0.571,0.286,0.286,0.286
SEIR01_sl1000_mr025_nv20_17,0.88,0.84,0.76,0.76,0.76,0.76
SEIR01_sl1000_mr025_nv20_18,0.885,0.885,0.885,0.885,0.885,0.885
SEIR01_sl1000_mr025_nv20_19,0.943,0.943,0.925,0.906,0.906,0.906
SEIR01_sl1000_mr025_nv20_2,0.929,0.905,0.69,0.667,0.667,0.667
SEIR01_sl1000_mr025_nv20_20,0.774,0.774,0.742,0.645,0.581,0.581
SEIR01_sl1000_mr025_nv20_3,0.905,0.857,0.762,0.714,0.714,0.714
SEIR01_sl1000_mr025_nv20_4,0.75,0.75,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr025_nv20_5,0.848,0.848,0.788,0.788,0.788,0.788
SEIR01_sl1000_mr025_nv20_6,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv20_7,0.882,0.882,0.706,0.706,0.706,0.706
SEIR01_sl1000_mr025_nv20_8,0.6,0.6,0.6,0.6,0.6,0.6
SEIR01_sl1000_mr025_nv20_9,1.0,0.917,0.917,0.917,0.917,0.917
SEIR01_sl1000_mr025_nv5_1,0.659,0.659,0.634,0.585,0.585,0.585
SEIR01_sl1000_mr025_nv5_10,0.697,0.697,0.515,0.303,0.303,0.303
SEIR01_sl1000_mr025_nv5_11,0.684,0.632,0.526,0.421,0.368,0.368
SEIR01_sl1000_mr025_nv5_12,0.737,0.684,0.421,0.368,0.316,0.316
SEIR01_sl1000_mr025_nv5_13,0.917,0.917,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr025_nv5_14,0.95,0.95,0.7,0.65,0.65,0.65
SEIR01_sl1000_mr025_nv5_15,0.667,0.63,0.519,0.407,0.407,0.407
SEIR01_sl1000_mr025_nv5_16,0.944,0.944,0.833,0.833,0.833,0.833
SEIR01_sl1000_mr025_nv5_17,0.909,0.818,0.636,0.545,0.545,0.545
SEIR01_sl1000_mr025_nv5_18,0.681,0.66,0.638,0.553,0.553,0.532
SEIR01_sl1000_mr025_nv5_19,0.948,0.931,0.828,0.707,0.707,0.707
SEIR01_sl1000_mr025_nv5_2,0.562,0.562,0.312,0.312,0.312,0.312
SEIR01_sl1000_mr025_nv5_20,0.625,0.625,0.542,0.542,0.542,0.542
SEIR01_sl1000_mr025_nv5_3,0.8,0.8,0.7,0.6,0.6,0.6
SEIR01_sl1000_mr025_nv5_4,0.74,0.74,0.58,0.56,0.52,0.52
SEIR01_sl1000_mr025_nv5_5,0.529,0.49,0.431,0.412,0.373,0.373
SEIR01_sl1000_mr025_nv5_6,0.75,0.75,0.5,0.5,0.5,0.5
SEIR01_sl1000_mr025_nv5_7,0.9,0.9,0.9,0.9,0.9,0.9
SEIR01_sl1000_mr025_nv5_8,0.913,0.826,0.696,0.652,0.652,0.652
SEIR01_sl1000_mr025_nv5_9,0.778,0.778,0.556,0.333,0.333,0.333
SEIR01_sl1000_mr05_nv10_1,0.769,0.692,0.615,0.462,0.462,0.462
SEIR01_sl1000_mr05_nv10_10,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl1000_mr05_nv10_11,0.75,0.719,0.719,0.688,0.688,0.688
SEIR01_sl1000_mr05_nv10_12,0.845,0.845,0.759,0.741,0.724,0.724
SEIR01_sl1000_mr05_nv10_13,0.875,0.75,0.5,0.375,0.375,0.375
SEIR01_sl1000_mr05_nv10_14,0.667,0.641,0.615,0.615,0.59,0.59
SEIR01_sl1000_mr05_nv10_15,0.875,0.875,0.75,0.688,0.688,0.688
SEIR01_sl1000_mr05_nv10_16,0.955,0.909,0.909,0.864,0.864,0.864
SEIR01_sl1000_mr05_nv10_17,0.909,0.909,0.773,0.591,0.591,0.591
SEIR01_sl1000_mr05_nv10_18,0.839,0.839,0.75,0.732,0.732,0.732
SEIR01_sl1000_mr05_nv10_19,0.286,0.286,0.286,0.286,0.286,0.286
SEIR01_sl1000_mr05_nv10_2,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr05_nv10_20,0.865,0.846,0.769,0.712,0.712,0.712
SEIR01_sl1000_mr05_nv10_3,0.84,0.84,0.68,0.6,0.6,0.6
SEIR01_sl1000_mr05_nv10_4,0.727,0.727,0.727,0.727,0.727,0.727
SEIR01_sl1000_mr05_nv10_5,0.889,0.833,0.833,0.778,0.778,0.778
SEIR01_sl1000_mr05_nv10_6,0.8,0.8,0.65,0.55,0.55,0.55
SEIR01_sl1000_mr05_nv10_7,0.826,0.826,0.717,0.696,0.696,0.696
SEIR01_sl1000_mr05_nv10_8,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_9,0.885,0.885,0.808,0.692,0.692,0.692
SEIR01_sl250_mr025_nv10_1,0.644,0.622,0.533,0.533,0.533,0.533
SEIR01_sl250_mr025_nv10_10,0.765,0.647,0.647,0.647,0.647,0.647
SEIR01_sl250_mr025_nv10_11,0.812,0.812,0.75,0.688,0.688,0.688
SEIR01_sl250_mr025_nv10_12,0.837,0.837,0.791,0.767,0.767,0.767
SEIR01_sl250_mr025_nv10_13,0.667,0.5,0.333,0.333,0.333,0.333
SEIR01_sl250_mr025_nv10_14,0.543,0.543,0.543,0.522,0.522,0.522
SEIR01_sl250_mr025_nv10_15,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl250_mr025_nv10_16,0.63,0.565,0.478,0.413,0.413,0.413
SEIR01_sl250_mr025_nv10_17,0.625,0.375,0.25,0.25,0.125,0.125
SEIR01_sl250_mr025_nv10_18,0.781,0.781,0.75,0.688,0.688,0.688
SEIR01_sl250_mr025_nv10_19,0.833,0.833,0.583,0.583,0.583,0.583
SEIR01_sl250_mr025_nv10_2,0.714,0.643,0.643,0.643,0.643,0.571
SEIR01_sl250_mr025_nv10_20,0.722,0.722,0.611,0.611,0.611,0.611
SEIR01_sl250_mr025_nv10_3,0.741,0.741,0.704,0.667,0.667,0.667
SEIR01_sl250_mr025_nv10_4,0.929,0.929,0.786,0.786,0.786,0.786
SEIR01_sl250_mr025_nv10_5,0.756,0.756,0.683,0.659,0.634,0.634
SEIR01_sl250_mr025_nv10_6,0.773,0.773,0.773,0.727,0.682,0.636
SEIR01_sl250_mr025_nv10_7,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl250_mr025_nv10_8,0.794,0.765,0.765,0.765,0.765,0.765
SEIR01_sl250_mr025_nv10_9,0.836,0.82,0.672,0.639,0.623,0.623
SEIR01_sl500_mr025_nv10_1,0.5,0.5,0.5,0.5,0.5,0.5
SEIR01_sl500_mr025_nv10_10,0.786,0.714,0.643,0.5,0.5,0.5
SEIR01_sl500_mr025_nv10_11,0.824,0.824,0.824,0.824,0.824,0.824
SEIR01_sl500_mr025_nv10_12,0.902,0.863,0.804,0.745,0.745,0.745
SEIR01_sl500_mr025_nv10_13,0.7,0.7,0.6,0.55,0.5,0.5
SEIR01_sl500_mr025_nv10_14,0.667,0.667,0.667,0.667,0.667,0.667
SEIR01_sl500_mr025_nv10_15,0.828,0.828,0.759,0.655,0.655,0.655
SEIR01_sl500_mr025_nv10_16,0.8,0.8,0.667,0.6,0.6,0.6
SEIR01_sl500_mr025_nv10_17,0.333,0.333,0.333,0.333,0.333,0.333
SEIR01_sl500_mr025_nv10_18,0.333,0.333,0.333,0.167,0.167,0.167
SEIR01_sl500_mr025_nv10_19,0.75,0.625,0.625,0.625,0.625,0.625
SEIR01_sl500_mr025_nv10_2,0.625,0.5,0.5,0.5,0.5,0.5
SEIR01_sl500_mr025_nv10_20,0.719,0.688,0.562,0.5,0.5,0.5
SEIR01_sl500_mr025_nv10_3,0.905,0.81,0.81,0.81,0.81,0.81
SEIR01_sl500_mr025_nv10_4,0.857,0.714,0.714,0.714,0.714,0.714
SEIR01_sl500_mr025_nv10_5,0.8,0.8,0.8,0.8,0.6,0.6
SEIR01_sl500_mr025_nv10_6,0.83,0.83,0.774,0.755,0.755,0.755
SEIR01_sl500_mr025_nv10_7,0.853,0.794,0.765,0.765,0.765,0.765
SEIR01_sl500_mr025_nv10_8,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl500_mr025_nv10_9,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl1000_mr025_nv10_1,0.714,0.643,0.643,0.643,0.643,0.643
SIR003_sl1000_mr025_nv10_10,0.769,0.692,0.615,0.615,0.538,0.538
SIR003_sl1000_mr025_nv10_11,0.533,0.533,0.533,0.467,0.467,0.467
SIR003_sl1000_mr025_nv10_12,0.776,0.755,0.673,0.571,0.571,0.571
SIR003_sl1000_mr025_nv10_13,0.364,0.364,0.273,0.273,0.273,0.273
SIR003_sl1000_mr025_nv10_14,0.733,0.733,0.533,0.467,0.467,0.467
SIR003_sl1000_mr025_nv10_15,0.542,0.542,0.542,0.542,0.542,0.542
SIR003_sl1000_mr025_nv10_16,0.647,0.588,0.588,0.471,0.471,0.471
SIR003_sl1000_mr025_nv10_17,0.783,0.739,0.696,0.696,0.696,0.696
SIR003_sl1000_mr025_nv10_18,1.0,1.0,0.6,0.6,0.6,0.6
SIR003_sl1000_mr025_nv10_19,0.708,0.708,0.583,0.542,0.5,0.5
SIR003_sl1000_mr025_nv10_2,0.737,0.737,0.737,0.737,0.737,0.737
SIR003_sl1000_mr025_nv10_20,0.667,0.667,0.556,0.444,0.444,0.444
SIR003_sl1000_mr025_nv10_3,0.731,0.731,0.731,0.731,0.731,0.731
SIR003_sl1000_mr025_nv10_4,0.677,0.677,0.613,0.548,0.516,0.516
SIR003_sl1000_mr025_nv10_5,0.714,0.714,0.714,0.714,0.714,0.714
SIR003_sl1000_mr025_nv10_6,0.652,0.609,0.565,0.522,0.522,0.522
SIR003_sl1000_mr025_nv10_7,0.562,0.562,0.438,0.375,0.375,0.375
SIR003_sl1000_mr025_nv10_8,0.867,0.8,0.8,0.8,0.8,0.8
SIR003_sl1000_mr025_nv10_9,0.571,0.571,0.464,0.464,0.464,0.464
SIR003_sl1000_mr05_nv10_1,0.647,0.647,0.647,0.588,0.588,0.588
SIR003_sl1000_mr05_nv10_10,0.846,0.846,0.846,0.846,0.846,0.846
SIR003_sl1000_mr05_nv10_11,0.629,0.629,0.543,0.486,0.486,0.486
SIR003_sl1000_mr05_nv10_12,0.8,0.8,0.764,0.727,0.727,0.727
SIR003_sl1000_mr05_nv10_13,0.75,0.732,0.643,0.536,0.536,0.536
SIR003_sl1000_mr05_nv10_14,1.0,1.0,1.0,1.0,1.0,1.0
SIR003_sl1000_mr05_nv10_15,0.923,0.923,0.692,0.692,0.692,0.692
SIR003_sl1000_mr05_nv10_16,0.6,0.6,0.52,0.52,0.48,0.48
SIR003_sl1000_mr05_nv10_17,0.429,0.357,0.357,0.357,0.357,0.357
SIR003_sl1000_mr05_nv10_18,0.696,0.652,0.652,0.609,0.609,0.609
SIR003_sl1000_mr05_nv10_19,0.811,0.784,0.784,0.73,0.73,0.73
SIR003_sl1000_mr05_nv10_2,0.933,0.933,0.933,0.867,0.867,0.867
