host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
10,136,complex,13,100,13/100,60
10,136,none,31,100,31/100,60
10,136,trans,14,100,14/100,60
10,241,complex,14,100,14/100,75
10,241,none,38,100,38/100,75
10,241,trans,14,100,14/100,75
10,44,complex,21,100,21/100,66
10,44,none,29,100,29/100,66
10,44,trans,2,100,2/100,66
10,571,complex,8,100,8/100,89
10,571,none,16,100,16/100,89
10,571,trans,65,100,65/100,89
10,79,complex,38,100,38/100,70
10,79,none,25,100,25/100,70
10,79,trans,2,100,2/100,70
10,872,complex,5,100,5/100,81
10,872,none,24,100,24/100,81
10,872,trans,50,100,50/100,81
119,137,none,11,100,11/100,97
119,137,trans,85,100,85/100,97
119,181,complex,9,100,9/100,100
119,181,trans,88,100,88/100,100
119,563,complex,32,100,32/100,96
119,563,none,6,100,6/100,96
119,563,trans,6,100,6/100,96
119,883,complex,1,100,1/100,82
119,883,none,14,100,14/100,82
119,883,trans,67,100,67/100,82
126,191,complex,7,100,7/100,100
126,191,none,1,100,1/100,100
126,191,trans,91,100,91/100,100
126,405,complex,5,100,5/100,98
126,405,none,1,100,1/100,98
126,43,none,8,100,8/100,95
126,43,trans,86,100,86/100,95
136,10,trans,2,100,2/100,60
136,241,complex,16,100,16/100,60
136,241,none,26,100,26/100,60
136,241,trans,4,100,4/100,60
137,119,trans,1,100,1/100,97
141,219,complex,5,100,5/100,71
141,219,none,51,100,51/100,71
141,219,trans,15,100,15/100,71
141,44,complex,66,100,66/100,84
141,44,none,9,100,9/100,84
141,44,trans,9,100,9/100,84
141,482,complex,4,100,4/100,54
141,482,none,11,100,11/100,54
141,482,trans,39,100,39/100,54
141,507,complex,11,100,11/100,81
141,507,none,55,100,55/100,81
141,507,trans,15,100,15/100,81
141,563,complex,65,100,65/100,90
141,563,none,8,100,8/100,90
141,563,trans,17,100,17/100,90
160,482,complex,15,100,15/100,100
160,482,none,11,100,11/100,100
160,482,trans,27,100,27/100,100
162,44,complex,8,100,8/100,100
