dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,0.939,0.849,0.892,1.0,0.356,0.525
SEIR015_sl1000_mr0125_nv10_10,1.0,0.579,0.733,1.0,0.579,0.733
SEIR015_sl1000_mr0125_nv10_11,0.875,0.538,0.667,0.8,0.308,0.444
SEIR015_sl1000_mr0125_nv10_12,0.9,0.643,0.75,1.0,0.357,0.526
SEIR015_sl1000_mr0125_nv10_13,1.0,0.92,0.958,1.0,0.56,0.718
SEIR015_sl1000_mr0125_nv10_14,0.969,0.596,0.738,0.938,0.577,0.714
SEIR015_sl1000_mr0125_nv10_15,0.929,0.578,0.712,0.833,0.333,0.476
SEIR015_sl1000_mr0125_nv10_16,0.897,0.556,0.686,0.973,0.571,0.72
SEIR015_sl1000_mr0125_nv10_17,1.0,0.462,0.632,0.929,0.5,0.65
SEIR015_sl1000_mr0125_nv10_18,1.0,0.5,0.667,0.8,0.4,0.533
SEIR015_sl1000_mr0125_nv10_19,1.0,0.613,0.76,1.0,0.548,0.708
SEIR015_sl1000_mr0125_nv10_2,1.0,0.688,0.815,1.0,0.625,0.769
SEIR015_sl1000_mr0125_nv10_20,0.967,0.707,0.817,0.952,0.488,0.645
SEIR015_sl1000_mr0125_nv10_3,1.0,0.556,0.714,1.0,0.778,0.875
SEIR015_sl1000_mr0125_nv10_4,1.0,0.8,0.889,0.857,0.6,0.706
SEIR015_sl1000_mr0125_nv10_5,0.96,0.941,0.95,0.8,0.235,0.364
SEIR015_sl1000_mr0125_nv10_6,1.0,0.6,0.75,0.917,0.314,0.468
SEIR015_sl1000_mr0125_nv10_7,0.979,0.676,0.8,0.939,0.456,0.614
SEIR015_sl1000_mr0125_nv10_8,1.0,0.778,0.875,0.9,0.5,0.643
SEIR015_sl1000_mr0125_nv10_9,0.667,0.381,0.485,0.75,0.143,0.24
