host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
16,386,complex,19,50,19/50,40
16,386,none,1,50,1/50,40
16,386,trans,20,50,20/50,40
16,506,complex,3,50,3/50,41
16,506,none,3,50,3/50,41
16,506,trans,28,50,28/50,41
16,76,complex,1,50,1/50,31
16,76,none,5,50,5/50,31
16,76,trans,19,50,19/50,31
16,973,complex,10,50,10/50,50
16,973,trans,30,50,30/50,50
202,615,complex,3,50,3/50,50
202,615,none,3,50,3/50,50
486,587,complex,41,50,41/50,50
486,587,none,7,50,7/50,50
486,587,trans,2,50,2/50,50
486,615,complex,44,50,44/50,49
486,615,none,5,50,5/50,49
506,16,trans,7,50,7/50,41
587,615,complex,40,50,40/50,50
587,615,none,8,50,8/50,50
587,615,trans,1,50,1/50,50
615,202,trans,44,50,44/50,50
615,587,trans,1,50,1/50,50
76,145,trans,50,50,50/50,50
76,16,trans,6,50,6/50,31
973,16,trans,10,50,10/50,50
